category,rank,trade_number,session,decision_time,exit_time,side,offset,contract_id,premium_paid,cash_before,buying_power_pct_cash,pnl,path_mae,exit_reason
highest_premium,1,839,2026-01-28,2026-01-28T15:47:00+00:00,2026-01-28T16:00:00+00:00,PUT,35.0,SPXW-20260128-07015.000-P,3520.0000000000005,251500.0,0.013996,309.99999999999943,-40.00000000000057,sequence_residual_override
highest_premium,2,851,2026-02-03,2026-02-03T15:31:00+00:00,2026-02-03T15:47:00+00:00,PUT,35.0,SPXW-20260203-06975.000-P,3520.0000000000005,256610.0,0.013717,500.0,-450.00000000000034,protocol054_fallback
highest_premium,3,331,2025-08-12,2025-08-12T14:39:00+00:00,2025-08-12T14:45:00+00:00,CALL,-35.0,SPXW-20250812-06375.000-C,3520.0000000000005,97270.0,0.036188,359.99999999999943,-40.00000000000057,sequence_residual_override
highest_premium,4,9,2024-10-02,2024-10-02T14:25:00+00:00,2024-10-02T14:50:00+00:00,CALL,-35.0,SPXW-20241002-05665.000-C,3520.0000000000005,14530.0,0.242257,1789.9999999999998,-50.0,protocol054_fallback
highest_premium,5,290,2025-07-30,2025-07-30T19:16:00+00:00,2025-07-30T19:17:00+00:00,PUT,45.0,SPXW-20250730-06390.000-P,3520.0000000000005,87010.0,0.040455,829.9999999999998,-50.0,sequence_residual_override
highest_premium,6,266,2025-07-21,2025-07-21T19:11:00+00:00,2025-07-21T19:16:00+00:00,CALL,-35.0,SPXW-20250721-06280.000-C,3510.0,82110.0,0.042748,250.0,-39.99999999999986,sequence_residual_override
highest_premium,7,497,2025-10-06,2025-10-06T14:32:00+00:00,2025-10-06T14:40:00+00:00,CALL,-35.0,SPXW-20251006-06695.000-C,3510.0,139970.0,0.025077,250.0,-39.99999999999986,sequence_residual_override
highest_premium,8,646,2025-11-17,2025-11-17T15:12:00+00:00,2025-11-17T15:17:00+00:00,CALL,-25.0,SPXW-20251117-06710.000-C,3510.0,193270.0,0.018161,139.99999999999986,-60.00000000000014,sequence_residual_override
highest_premium,9,637,2025-11-14,2025-11-14T15:14:00+00:00,2025-11-14T15:23:00+00:00,CALL,-20.0,SPXW-20251114-06670.000-C,3510.0,188000.0,0.01867,1200.0,-30.000000000000423,sequence_residual_override
highest_premium,10,863,2026-02-05,2026-02-05T19:16:00+00:00,2026-02-05T19:25:00+00:00,CALL,-35.0,SPXW-20260205-06795.000-C,3510.0,262740.0,0.013359,500.0,-39.99999999999986,sequence_residual_override
highest_starting_cash_usage,1,3,2024-10-01,2024-10-01T14:41:00+00:00,2024-10-01T15:05:00+00:00,CALL,-30.0,SPXW-20241001-05675.000-C,3400.0,10250.0,0.331707,-460.0000000000001,-530.0000000000001,protocol054_fallback
highest_starting_cash_usage,2,2,2024-10-01,2024-10-01T14:21:00+00:00,2024-10-01T14:39:00+00:00,CALL,-30.0,SPXW-20241001-05675.000-C,3100.0,9950.0,0.311558,300.0,-630.0000000000001,protocol054_fallback
highest_starting_cash_usage,3,4,2024-10-01,2024-10-01T15:19:00+00:00,2024-10-01T15:44:00+00:00,CALL,-20.0,SPXW-20241001-05665.000-C,2640.0,9790.0,0.269663,2430.0000000000005,-19.99999999999993,protocol054_fallback
highest_starting_cash_usage,4,1,2024-10-01,2024-10-01T14:15:00+00:00,2024-10-01T14:21:00+00:00,PUT,15.0,SPXW-20241001-05710.000-P,2480.0,10000.0,0.248,-50.0,-50.0,sequence_residual_override
highest_starting_cash_usage,5,9,2024-10-02,2024-10-02T14:25:00+00:00,2024-10-02T14:50:00+00:00,CALL,-35.0,SPXW-20241002-05665.000-C,3520.0000000000005,14530.0,0.242257,1789.9999999999998,-50.0,protocol054_fallback
highest_starting_cash_usage,6,10,2024-10-02,2024-10-02T15:19:00+00:00,2024-10-02T15:35:00+00:00,CALL,-35.0,SPXW-20241002-05685.000-C,3420.0000000000005,16320.0,0.209559,100.0,-410.0000000000001,protocol054_fallback
highest_starting_cash_usage,7,7,2024-10-01,2024-10-01T19:14:00+00:00,2024-10-01T19:22:00+00:00,CALL,-25.0,SPXW-20241001-05695.000-C,2620.0,13560.0,0.193215,350.0,-219.99999999999991,sequence_residual_override
highest_starting_cash_usage,8,8,2024-10-02,2024-10-02T14:00:00+00:00,2024-10-02T14:12:00+00:00,CALL,-20.0,SPXW-20241002-05675.000-C,2540.0,13910.0,0.182602,620.0000000000002,-29.999999999999716,sequence_residual_override
highest_starting_cash_usage,9,17,2024-10-04,2024-10-04T14:40:00+00:00,2024-10-04T15:05:00+00:00,CALL,-30.0,SPXW-20241004-05680.000-C,3229.9999999999995,18610.0,0.173563,1280.0000000000005,-39.99999999999986,protocol054_fallback
highest_starting_cash_usage,10,15,2024-10-04,2024-10-04T14:02:00+00:00,2024-10-04T14:27:00+00:00,CALL,-25.0,SPXW-20241004-05700.000-C,3250.0,18970.0,0.171323,-869.9999999999999,-880.0000000000001,protocol054_fallback
worst_intratrade_mae,1,929,2026-03-04,2026-03-04T15:03:00+00:00,2026-03-04T15:21:00+00:00,PUT,35.0,SPXW-20260304-06860.000-P,3500.0,298050.0,0.011743,-1840.0,-1840.0,hard_stop
worst_intratrade_mae,2,947,2026-03-10,2026-03-10T14:15:00+00:00,2026-03-10T14:31:00+00:00,PUT,25.0,SPXW-20260310-06785.000-P,3130.0,304760.0,0.01027,-1680.0,-1680.0,hard_stop
worst_intratrade_mae,3,468,2025-09-25,2025-09-25T14:00:00+00:00,2025-09-25T14:10:00+00:00,PUT,30.0,SPXW-20250925-06610.000-P,3210.0,132890.0,0.024155,-1610.0000000000002,-1610.0000000000002,hard_stop
worst_intratrade_mae,4,734,2025-12-11,2025-12-11T15:00:00+00:00,2025-12-11T15:09:00+00:00,PUT,30.0,SPXW-20251211-06865.000-P,3340.0,229860.0,0.014531,-1559.9999999999998,-1559.9999999999998,sequence_residual_override
worst_intratrade_mae,5,950,2026-03-11,2026-03-11T14:33:00+00:00,2026-03-11T14:58:00+00:00,PUT,25.0,SPXW-20260311-06790.000-P,3260.0,303580.0,0.010739,-1530.0,-1530.0,protocol054_fallback
worst_intratrade_mae,6,204,2024-12-30,2024-12-30T15:27:00+00:00,2024-12-30T15:46:00+00:00,PUT,20.0,SPXW-20241230-05890.000-P,2750.0,67220.0,0.04091,-1530.0,-1530.0,hard_stop
worst_intratrade_mae,7,317,2025-08-07,2025-08-07T14:00:00+00:00,2025-08-07T14:15:00+00:00,CALL,-30.0,SPXW-20250807-06355.000-C,3320.0000000000005,96430.0,0.034429,-1420.0000000000002,-1500.0000000000005,sequence_residual_override
worst_intratrade_mae,8,862,2026-02-05,2026-02-05T19:01:00+00:00,2026-02-05T19:13:00+00:00,PUT,30.0,SPXW-20260205-06830.000-P,2820.0,264220.0,0.010673,-1480.0,-1480.0,hard_stop
worst_intratrade_mae,9,943,2026-03-09,2026-03-09T14:04:00+00:00,2026-03-09T14:25:00+00:00,CALL,-20.0,SPXW-20260309-06650.000-C,3460.0,302980.0,0.01142,-180.00000000000043,-1480.0,sequence_residual_override
worst_intratrade_mae,10,966,2026-03-16,2026-03-16T15:11:00+00:00,2026-03-16T15:36:00+00:00,PUT,25.0,SPXW-20260316-06725.000-P,3190.0,305550.0,0.01044,-1409.9999999999998,-1409.9999999999998,protocol054_fallback
best_day_context,1,130,2024-11-21,2024-11-21T15:01:00+00:00,2024-11-21T15:08:00+00:00,PUT,10.0,SPXW-20241121-05915.000-P,2300.0,47610.0,0.048309,460.0000000000001,-30.00000000000007,sequence_residual_override
best_day_context,2,131,2024-11-21,2024-11-21T15:12:00+00:00,2024-11-21T15:22:00+00:00,CALL,-20.0,SPXW-20241121-05890.000-C,2300.0,48070.0,0.047847,1279.9999999999998,-19.99999999999993,sequence_residual_override
best_day_context,3,132,2024-11-21,2024-11-21T15:26:00+00:00,2024-11-21T15:33:00+00:00,PUT,15.0,SPXW-20241121-05915.000-P,2240.0,49350.0,0.04539,880.0000000000001,-19.99999999999993,sequence_residual_override
best_day_context,4,133,2024-11-21,2024-11-21T15:33:00+00:00,2024-11-21T15:57:00+00:00,CALL,-25.0,SPXW-20241121-05870.000-C,2920.0,50230.0,0.058133,3090.0,-30.00000000000007,target
best_day_context,5,576,2025-10-29,2025-10-29T14:11:00+00:00,2025-10-29T14:27:00+00:00,PUT,30.0,SPXW-20251029-06940.000-P,3370.0000000000005,163040.0,0.02067,189.99999999999983,-30.000000000000423,protocol054_fallback
best_day_context,6,577,2025-10-29,2025-10-29T14:46:00+00:00,2025-10-29T15:05:00+00:00,PUT,30.0,SPXW-20251029-06935.000-P,3310.0,163230.0,0.020278,379.9999999999997,-30.000000000000423,sequence_residual_override
best_day_context,7,578,2025-10-29,2025-10-29T18:12:00+00:00,2025-10-29T18:16:00+00:00,PUT,30.0,SPXW-20251029-06930.000-P,2940.0,163610.0,0.01797,630.0000000000005,-29.999999999999716,sequence_residual_override
best_day_context,8,579,2025-10-29,2025-10-29T18:35:00+00:00,2025-10-29T18:38:00+00:00,PUT,50.0,SPXW-20251029-06930.000-P,2770.0,164240.0,0.016866,2950.0000000000005,-30.00000000000007,target
best_day_context,9,580,2025-10-29,2025-10-29T18:51:00+00:00,2025-10-29T18:52:00+00:00,CALL,-25.0,SPXW-20251029-06855.000-C,2680.0,167190.0,0.01603,330.00000000000006,-50.0,sequence_residual_override
best_day_context,10,581,2025-10-29,2025-10-29T19:01:00+00:00,2025-10-29T19:05:00+00:00,PUT,20.0,SPXW-20251029-06900.000-P,1820.0,167520.0,0.010864,1370.0,-30.00000000000007,sequence_residual_override
best_day_context,11,636,2025-11-14,2025-11-14T15:06:00+00:00,2025-11-14T15:11:00+00:00,CALL,-25.0,SPXW-20251114-06680.000-C,3240.0,187590.0,0.017272,410.0000000000001,-29.999999999999716,sequence_residual_override
best_day_context,12,637,2025-11-14,2025-11-14T15:14:00+00:00,2025-11-14T15:23:00+00:00,CALL,-20.0,SPXW-20251114-06670.000-C,3510.0,188000.0,0.01867,1200.0,-30.000000000000423,sequence_residual_override
best_day_context,13,638,2025-11-14,2025-11-14T15:27:00+00:00,2025-11-14T15:32:00+00:00,CALL,-15.0,SPXW-20251114-06700.000-C,2520.0,189200.0,0.013319,319.99999999999994,-19.99999999999993,sequence_residual_override
best_day_context,14,639,2025-11-14,2025-11-14T15:32:00+00:00,2025-11-14T15:55:00+00:00,CALL,-15.0,SPXW-20251114-06700.000-C,2870.0,189520.0,0.015144,1900.0000000000005,-30.00000000000007,sequence_residual_override
best_day_context,15,640,2025-11-14,2025-11-14T18:30:00+00:00,2025-11-14T18:31:00+00:00,CALL,-30.0,SPXW-20251114-06720.000-C,3360.0,191420.0,0.017553,200.0,-39.99999999999986,sequence_residual_override
best_day_context,16,641,2025-11-14,2025-11-14T18:32:00+00:00,2025-11-14T18:34:00+00:00,CALL,-20.0,SPXW-20251114-06730.000-C,2420.0,191620.0,0.012629,430.00000000000006,-30.00000000000007,sequence_residual_override
best_day_context,17,642,2025-11-14,2025-11-14T18:45:00+00:00,2025-11-14T18:49:00+00:00,CALL,-30.0,SPXW-20251114-06705.000-C,3390.0,192050.0,0.017652,-10.000000000000142,-69.99999999999957,sequence_residual_override
best_day_context,18,643,2025-11-14,2025-11-14T18:51:00+00:00,2025-11-14T18:56:00+00:00,CALL,-20.0,SPXW-20251114-06725.000-C,2160.0,192040.0,0.011248,1009.9999999999998,-30.00000000000007,sequence_residual_override
best_day_context,19,644,2025-11-14,2025-11-14T18:58:00+00:00,2025-11-14T19:01:00+00:00,CALL,-30.0,SPXW-20251114-06720.000-C,3150.0,193050.0,0.016317,320.0000000000003,-50.0,sequence_residual_override
best_day_context,20,674,2025-11-21,2025-11-21T15:07:00+00:00,2025-11-21T15:12:00+00:00,PUT,15.0,SPXW-20251121-06575.000-P,3429.9999999999995,207970.0,0.016493,770.0000000000002,-29.999999999999716,sequence_residual_override
best_day_context,21,675,2025-11-21,2025-11-21T15:17:00+00:00,2025-11-21T15:23:00+00:00,PUT,15.0,SPXW-20251121-06560.000-P,3510.0,208740.0,0.016815,-139.99999999999986,-380.00000000000006,sequence_residual_override
best_day_context,22,676,2025-11-21,2025-11-21T15:24:00+00:00,2025-11-21T15:26:00+00:00,CALL,-10.0,SPXW-20251121-06555.000-C,3090.0,208600.0,0.014813,530.0000000000005,-19.99999999999993,sequence_residual_override
best_day_context,23,677,2025-11-21,2025-11-21T15:33:00+00:00,2025-11-21T15:34:00+00:00,PUT,10.0,SPXW-20251121-06550.000-P,3050.0,209130.0,0.014584,360.0000000000001,-39.99999999999986,sequence_residual_override
best_day_context,24,678,2025-11-21,2025-11-21T15:57:00+00:00,2025-11-21T15:58:00+00:00,PUT,15.0,SPXW-20251121-06560.000-P,3050.0,209490.0,0.014559,579.9999999999998,-19.99999999999993,sequence_residual_override
best_day_context,25,679,2025-11-21,2025-11-21T16:21:00+00:00,2025-11-21T16:27:00+00:00,CALL,-15.0,SPXW-20251121-06540.000-C,3370.0000000000005,210070.0,0.016042,659.9999999999994,-30.000000000000423,sequence_residual_override
best_day_context,26,680,2025-11-21,2025-11-21T16:29:00+00:00,2025-11-21T16:31:00+00:00,CALL,-20.0,SPXW-20251121-06555.000-C,3320.0000000000005,210730.0,0.015755,519.9999999999995,-30.000000000000423,sequence_residual_override
best_day_context,27,681,2025-11-21,2025-11-21T18:30:00+00:00,2025-11-21T18:33:00+00:00,CALL,-30.0,SPXW-20251121-06575.000-C,3270.0000000000005,211250.0,0.015479,759.9999999999994,-30.000000000000423,sequence_residual_override
best_day_context,28,682,2025-11-21,2025-11-21T18:48:00+00:00,2025-11-21T18:52:00+00:00,CALL,-50.0,SPXW-20251121-06595.000-C,3290.0,212010.0,0.015518,2780.0000000000005,-29.999999999999716,sequence_residual_override
best_day_context,29,683,2025-11-21,2025-11-21T19:55:00+00:00,2025-11-21T19:56:00+00:00,CALL,-30.0,SPXW-20251121-06605.000-C,2950.0,214790.0,0.013734,180.00000000000006,-39.99999999999986,sequence_residual_override
best_day_context,30,684,2025-11-21,2025-11-21T19:59:00+00:00,2025-11-21T20:02:00+00:00,CALL,-20.0,SPXW-20251121-06610.000-C,2370.0,214970.0,0.011025,400.0,-30.00000000000007,sequence_residual_override
best_day_context,31,923,2026-03-03,2026-03-03T15:31:00+00:00,2026-03-03T15:43:00+00:00,CALL,-30.0,SPXW-20260303-06700.000-C,3310.0,288780.0,0.011462,1119.9999999999995,-30.000000000000423,sequence_residual_override
best_day_context,32,924,2026-03-03,2026-03-03T15:50:00+00:00,2026-03-03T15:56:00+00:00,PUT,15.0,SPXW-20260303-06735.000-P,2660.0,289900.0,0.009176,300.0,-20.000000000000284,sequence_residual_override
best_day_context,33,925,2026-03-03,2026-03-03T15:56:00+00:00,2026-03-03T16:09:00+00:00,CALL,-15.0,SPXW-20260303-06710.000-C,2810.0,290200.0,0.009683,2840.0,-20.000000000000284,target
best_day_context,34,926,2026-03-03,2026-03-03T16:13:00+00:00,2026-03-03T16:30:00+00:00,CALL,-30.0,SPXW-20260303-06735.000-C,3440.0,293040.0,0.011739,1070.0000000000002,-29.999999999999716,sequence_residual_override
best_day_context,35,927,2026-03-03,2026-03-03T19:11:00+00:00,2026-03-03T19:23:00+00:00,CALL,-20.0,SPXW-20260303-06800.000-C,1930.0,294110.0,0.006562,1189.9999999999998,-30.00000000000007,sequence_residual_override
best_day_context,36,928,2026-03-03,2026-03-03T19:36:00+00:00,2026-03-03T19:48:00+00:00,CALL,-25.0,SPXW-20260303-06785.000-C,2690.0,295300.0,0.009109,2750.0,-39.99999999999986,target
worst_day_context,1,76,2024-10-31,2024-10-31T14:17:00+00:00,2024-10-31T14:42:00+00:00,CALL,-30.0,SPXW-20241031-05720.000-C,3400.0,34840.0,0.097589,-1020.0,-1089.9999999999998,protocol054_fallback
worst_day_context,2,77,2024-10-31,2024-10-31T15:20:00+00:00,2024-10-31T15:44:00+00:00,CALL,-20.0,SPXW-20241031-05710.000-C,2340.0,33820.0,0.06919,-309.9999999999998,-450.0,protocol054_fallback
worst_day_context,3,78,2024-10-31,2024-10-31T18:30:00+00:00,2024-10-31T18:55:00+00:00,CALL,-20.0,SPXW-20241031-05705.000-C,1890.0,33510.0,0.056401,-219.99999999999991,-449.99999999999983,protocol054_fallback
worst_day_context,4,79,2024-10-31,2024-10-31T19:20:00+00:00,2024-10-31T19:45:00+00:00,CALL,-25.0,SPXW-20241031-05705.000-C,2670.0,33290.0,0.080204,-530.0000000000001,-930.0,protocol054_fallback
worst_day_context,5,134,2024-11-22,2024-11-22T15:01:00+00:00,2024-11-22T15:26:00+00:00,CALL,-20.0,SPXW-20241122-05950.000-C,2380.0,53320.0,0.044636,-660.0000000000001,-1100.0,protocol054_fallback
worst_day_context,6,135,2024-11-22,2024-11-22T15:26:00+00:00,2024-11-22T15:38:00+00:00,PUT,20.0,SPXW-20241122-05975.000-P,2150.0,52660.0,0.040828,210.00000000000017,-39.99999999999986,sequence_residual_override
worst_day_context,7,136,2024-11-22,2024-11-22T15:38:00+00:00,2024-11-22T15:56:00+00:00,CALL,-10.0,SPXW-20241122-05950.000-C,1440.0,52870.0,0.027237,499.99999999999983,-20.000000000000107,protocol054_fallback
worst_day_context,8,137,2024-11-22,2024-11-22T15:59:00+00:00,2024-11-22T16:24:00+00:00,CALL,-30.0,SPXW-20241122-05940.000-C,3070.0,53370.0,0.057523,-839.9999999999999,-1359.9999999999998,protocol054_fallback
worst_day_context,9,138,2024-11-22,2024-11-22T18:30:00+00:00,2024-11-22T18:52:00+00:00,CALL,-20.0,SPXW-20241122-05950.000-C,2010.0,52530.0,0.038264,-510.0000000000001,-510.0000000000001,protocol054_fallback
worst_day_context,10,692,2025-11-26,2025-11-26T15:00:00+00:00,2025-11-26T15:08:00+00:00,PUT,25.0,SPXW-20251126-06810.000-P,2820.0,217970.0,0.012938,-430.00000000000006,-430.00000000000006,sequence_residual_override
worst_day_context,11,693,2025-11-26,2025-11-26T15:25:00+00:00,2025-11-26T15:50:00+00:00,PUT,20.0,SPXW-20251126-06810.000-P,2720.0,217540.0,0.012503,-990.0,-1330.0,protocol054_fallback
worst_day_context,12,734,2025-12-11,2025-12-11T15:00:00+00:00,2025-12-11T15:09:00+00:00,PUT,30.0,SPXW-20251211-06865.000-P,3340.0,229860.0,0.014531,-1559.9999999999998,-1559.9999999999998,sequence_residual_override
worst_day_context,13,735,2025-12-11,2025-12-11T15:25:00+00:00,2025-12-11T15:29:00+00:00,CALL,-25.0,SPXW-20251211-06845.000-C,3479.9999999999995,228300.0,0.015243,20.000000000000284,-339.9999999999999,sequence_residual_override
worst_day_context,14,929,2026-03-04,2026-03-04T15:03:00+00:00,2026-03-04T15:21:00+00:00,PUT,35.0,SPXW-20260304-06860.000-P,3500.0,298050.0,0.011743,-1840.0,-1840.0,hard_stop
worst_day_context,15,930,2026-03-04,2026-03-04T15:43:00+00:00,2026-03-04T15:52:00+00:00,CALL,-20.0,SPXW-20260304-06840.000-C,2790.0,296210.0,0.009419,260.0000000000001,-350.0,sequence_residual_override
worst_day_context,16,931,2026-03-04,2026-03-04T16:06:00+00:00,2026-03-04T16:18:00+00:00,CALL,-20.0,SPXW-20260304-06855.000-C,2510.0,296470.0,0.008466,-570.0000000000002,-770.0000000000002,sequence_residual_override
worst_day_context,17,932,2026-03-04,2026-03-04T18:30:00+00:00,2026-03-04T18:48:00+00:00,CALL,-15.0,SPXW-20260304-06865.000-C,1530.0,295900.0,0.005171,169.99999999999994,-20.000000000000107,protocol054_fallback
worst_day_context,18,933,2026-03-04,2026-03-04T19:04:00+00:00,2026-03-04T19:15:00+00:00,CALL,-30.0,SPXW-20260304-06855.000-C,2860.0,296070.0,0.00966,0.0,-160.00000000000014,protocol054_fallback
