session,status,neural_rows,expected_decision_minutes,early_close_session,report_only_reason,ladder_shape_ok_share,tradable_minute_share,mean_tradable_candidates,min_tradable_candidates,near_atm_tradable_share,label_total_cell_count,label_candidate_cell_count,label_finite_share,label_nonzero_share,label_positive_share,label_negative_share,label_spot_sample_count,label_spot_match_count,label_spot_mismatch_count,entry_quote_match_count,entry_quote_mismatch_count,entry_quote_missing_count,entry_quote_match_share,entry_quote_sweep_match_count,entry_quote_sweep_mismatch_count,entry_quote_sweep_missing_count,entry_quote_sweep_stale_count,entry_quote_sweep_match_share,ladder_quote_sweep_match_count,ladder_quote_sweep_mismatch_count,ladder_quote_sweep_match_share,label_fee_model,feature_contract_version,decision_grid,context_lag_exact_one_minute_share,future_context_row_count,opening_no_leading_backfill,context_reconstruction_match_share,context_reconstruction_mismatch_count,context_window_sample_match_share,vix_close_finite_share,failed_checks,record_hash
2025-07-01,pass,360,360,False,,1.0,1.0,26.747222222222224,11,0.975,105840,67403,1.0,0.9908015963681142,0.3009064878417875,0.6898951085263267,36,36,0,36,0,0,1.0,9629,0,0,0,1.0,9629,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,54ffaa71d2e1ae1f2d91ab632c3e4d7e82a16f8a6a2b9a2945692b881ff9d840
2025-07-02,pass,360,360,False,,1.0,1.0,26.258333333333333,9,0.9371913580246913,105840,66171,1.0,0.9854014598540146,0.3064937812636956,0.678907678590319,36,36,0,36,0,0,1.0,9453,0,0,0,1.0,9453,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,220f634b7befd9e4e8171c7d98df8b554e046437646a0d1670c1e841965d68f7
2025-07-03,report_only,209,209,True,early_close_not_close_aware,1.0,1.0,23.205741626794257,3,0.88782562466773,61446,33950,1.0,0.9900441826215022,0.24860088365243005,0.7414432989690721,36,36,0,36,0,0,1.0,4850,0,0,0,1.0,4850,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9952153110047847,,348ef30ba8efcac0e8394237e60c8655a183cb6b0b8ac4328f72ff83e0f667ee
2025-07-07,pass,360,360,False,,1.0,1.0,29.288888888888888,15,0.9779320987654321,105840,73808,1.0,0.9928463039236939,0.3466155430305658,0.6462307608931281,36,36,0,36,0,0,1.0,10544,0,0,0,1.0,10544,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,03a1e9f53a279b3699c165c6908716383775ad62385237beb72dff9bbebb8fa4
2025-07-08,pass,360,360,False,,1.0,1.0,27.677777777777777,12,0.9657407407407408,105840,69748,1.0,0.9916413373860182,0.2613838389631244,0.7302574984228939,36,36,0,36,0,0,1.0,9964,0,0,0,1.0,9964,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,daab28c9e0a272333b4fc7734a8abd60dbd01e35b47e16bbb7dc97e6a6f3a3dd
2025-07-09,pass,360,360,False,,1.0,1.0,27.266666666666666,12,0.9558641975308642,105840,68712,1.0,0.9913697752939806,0.331412271510071,0.6599575037839096,36,36,0,36,0,0,1.0,9816,0,0,0,1.0,9816,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,ce5a7180faf3312c42497e89e3a40151e8a9938a8afe620e0c8cf42c235ff9ea
2025-07-10,pass,360,360,False,,1.0,1.0,25.480555555555554,13,0.9364197530864198,105840,64211,1.0,0.9902976125585958,0.3231066328199218,0.667190979738674,36,36,0,36,0,0,1.0,9173,0,0,0,1.0,9173,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,586788db06af38d36e959e4555ee16b7ce9bca3b5e7081d06ed3d8d30efa251a
2025-07-11,pass,360,360,False,,1.0,1.0,27.283333333333335,13,0.9623456790123457,105840,68754,1.0,0.9894406143642551,0.2658463507577741,0.723594263606481,36,36,0,36,0,0,1.0,9822,0,0,0,1.0,9822,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,7638a2e345d0eada01c7649f3c828c70a8b3685e808b08e2cd15cdcafef32e63
2025-07-14,pass,360,360,False,,1.0,1.0,24.63888888888889,10,0.9128086419753086,105840,62090,1.0,0.9888387824126268,0.312256401997101,0.6765823804155259,36,36,0,36,0,0,1.0,8870,0,0,0,1.0,8870,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,66629fc256d8adda3e057e4bf74a9560fd5357a5b9ee0827c5661aca5d24bd98
2025-07-15,pass,360,360,False,,1.0,1.0,27.2,12,0.953858024691358,105840,68544,1.0,0.9921802054154996,0.3484331232492997,0.6437470821661998,36,36,0,36,0,0,1.0,9792,0,0,0,1.0,9792,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,0df05e0d20c86deefd21721dca8ece0f2bcf57b567306bb3fa5a16292f292a99
