day,origin,v1_pnl,v1_n_trades,v1_direction,v1_bar,fold_idx,v0_pnl,v0_n_trades,v0_direction,v0_bar,pnl_delta,label,v0_chose,v1_chose,opening_gap_pct,session_open_dist,vwap_dist,first15_range_pct,first15_close_position,vix_roc,atm_iv,iv_percentile,realized_vol,vix_regime,sigma_pos,omar_range_pct,omar_mid_pos_units
2025-01-06,in_sample,1870.302910045468,1,put,39,0,1870.302910045468,1.0,put,39.0,0.0,0,True,True,0.006888392381370068,0.0021465455647557974,0.0006630363059230149,0.003380767535418272,0.6349284648895264,-0.005569307133555412,0.09177067875862122,0.7142857313156128,0.0004944514948874712,-0.33000001311302185,1.6136620044708252,0.0012692471500486135,1.1911958456039429
2025-01-07,in_sample,1027.2171402590543,1,put,35,0,1027.2171402590543,1.0,put,35.0,0.0,0,True,True,0.0028043168131262064,6.67411950416863e-06,-0.0002076034143101424,0.002672984730452299,0.5393258333206177,0.0,0.09532540291547775,0.1428571492433548,0.0003732707118615508,-0.33000001311302185,-0.5887867212295532,0.0010728647466748953,-0.49377915263175964
2025-01-08,in_sample,-496.1691698832405,1,put,80,0,-474.6757324146661,1.0,call,80.0,21.493437468574427,0,True,True,0.0001895240566227585,-0.0018713069148361683,-0.0003593944711610675,0.0029018817003816366,0.35514017939567566,0.01277955248951912,0.13325507938861847,0.1428571492433548,0.00048746514949016273,-0.33000001311302185,-0.6702448725700378,0.0013933100271970034,-0.8430656790733337
2025-01-10,in_sample,-1075.5590165550943,1,put,33,0,-1075.5590165550943,1.0,put,33.0,0.0,0,True,True,-0.004428256303071976,-0.004288003779947758,-0.0006225137040019035,0.0058906772173941135,0.27206945419311523,0.00743889482691884,0.14334189891815186,0.0714285746216774,0.0006483430042862892,-0.33000001311302185,-0.3033848702907562,0.002896746853366494,-0.9802825450897217
2025-01-13,in_sample,-1098.5250606807035,1,put,30,0,445.3111263779302,1.0,call,30.0,1543.8361870586336,1,True,True,-0.007634085603058338,0.001169501687400043,0.0017263711197301745,0.0026827713008970022,0.9967803955078125,-0.0056603774428367615,0.13294196128845215,0.0,0.000616509176325053,0.33000001311302185,3.126448392868042,0.0015046321786940098,1.2772674560546875
2025-01-14,in_sample,-959.5453261361648,1,put,30,0,-959.5453261361648,1.0,put,30.0,0.0,0,True,True,0.003968396689742804,0.0017854252364486456,0.0011039673117920756,0.0026576940435916185,0.860897421836853,-0.014508328400552273,0.12253417819738388,0.0,0.0003889183572027832,-0.33000001311302185,1.822536587715149,0.0009353038622066379,1.4089252948760986
2025-01-15,in_sample,-599.2000184759497,1,put,48,0,-599.2000184759497,1.0,put,48.0,0.0,0,True,True,0.010593310929834843,0.004524574149399996,0.0012662889203056693,0.004608862102031708,0.9817118048667908,-0.005319148767739534,0.11789955943822861,0.0,0.0005455221980810165,-0.33000001311302185,2.5445919036865234,0.0035990930628031492,0.7571428418159485
2025-01-16,in_sample,-350.18747707456356,1,put,40,0,-350.18747707456356,1.0,put,40.0,0.0,0,True,True,0.002486207289621234,-0.0018681257497519255,-0.0007737109554000199,0.002061322331428528,0.08394458144903183,0.007542426232248545,0.10663534700870514,1.0,0.00042573429527692497,-0.33000001311302185,-2.6498591899871826,0.0011138195404782891,-1.1772247552871704
2025-01-17,in_sample,-823.6890881174266,1,put,70,0,-823.6890881174266,1.0,put,70.0,0.0,0,True,True,0.009771986864507198,-0.0022266502492129803,-0.001173210795968771,0.003652575658634305,0.1665903925895691,-0.009339975193142891,0.10092975199222565,0.5,0.0003909103979822248,-0.33000001311302185,-2.4018771648406982,0.001741869025863707,-1.247600793838501
2025-01-21,in_sample,-1031.5350489839748,1,put,111,0,-1031.5350489839748,1.0,put,111.0,0.0,0,True,True,0.0028430549427866936,0.0013881324557587504,-0.0005423217080533504,0.0031000517774373293,0.4477771818637848,0.0019071836723014712,0.09613028168678284,0.4285714328289032,0.00034122259239666164,-0.33000001311302185,-1.2204347848892212,0.002445836318656802,0.0675492212176323
2025-01-22,in_sample,-503.201572415612,1,put,45,0,-503.201572415612,1.0,put,45.0,0.0,0,True,True,0.005316379014402628,-0.0003355621884111315,7.201005792012438e-05,0.0014639722649008036,0.3617977499961853,0.005964214913547039,0.06664953380823135,0.1428571492433548,0.0002859663509298116,-0.33000001311302185,1.6100091934204102,0.0011201855959370732,-0.33406755328178406
2025-01-23,in_sample,-832.7499896585941,1,put,103,0,-832.7499896585941,1.0,put,103.0,0.0,0,True,True,-0.001534755458123982,0.0011030687019228935,0.0007999438676051795,0.0015748729929327965,0.8726513385772705,-0.012008005753159523,0.06251569837331772,0.0,0.0002140183059964329,-1.0,2.121054172515869,0.0005260536563582718,1.90625
2025-01-24,in_sample,1728.6999816365542,1,put,112,0,1728.6999816365542,1.0,put,112.0,0.0,0,True,True,0.0005246623768471181,0.00023518383386544883,0.00032390368869528174,0.0011759190820157528,0.6569444537162781,-0.0013377926079556346,0.06570317596197128,0.2857142984867096,0.00025589315919205546,-1.0,2.0142416954040527,0.0004034056037198752,0.7914980053901672
2025-01-27,in_sample,48.059992051815726,1,put,54,0,48.059992051815726,1.0,put,54.0,0.0,0,True,True,-0.021600374951958656,0.004315327387303114,0.0012326203286647797,0.006612276192754507,0.8070130944252014,-0.027190333232283592,0.12037228792905807,0.2142857164144516,0.000738259928766638,-0.33000001311302185,0.7509446740150452,0.0027173052076250315,1.463781476020813
2025-01-28,in_sample,-1126.0500024204453,1,put,51,0,-1126.0500024204453,1.0,put,51.0,0.0,0,True,True,0.0022582935635000467,-0.003822438884526491,-0.0026346577797085047,0.0041372282430529594,0.04750402644276619,0.017977528274059296,0.1147463470697403,0.7142857313156128,0.0004657454264815897,-0.33000001311302185,-2.2673583030700684,0.0006295781931839883,-5.759259223937988
2025-01-29,in_sample,1077.164330906408,1,put,71,0,1077.164330906408,1.0,put,71.0,0.0,0,True,True,-0.0015262998640537262,-0.001590587431564927,-0.0009662937372922897,0.0025198080111294985,0.1351706087589264,0.00833829678595066,0.11757005751132965,0.8571428656578064,0.00043010979425162077,-0.33000001311302185,-2.0905308723449707,0.0008746577659621835,-1.9914933443069458
2025-01-30,in_sample,-997.4363612375814,1,put,120,0,-997.4363612375814,1.0,put,120.0,0.0,0,True,True,0.0020004406105726957,0.0023396769538521767,0.0007865287479944527,0.0029019247740507126,0.8062499761581421,-0.008243500255048275,0.09086859971284866,0.3571428656578064,0.000495341548230499,-0.33000001311302185,1.5079948902130127,0.0021071932278573513,0.6103286147117615
2025-01-31,in_sample,2154.2750190891325,1,put,40,0,2154.2750190891325,1.0,put,40.0,0.0,0,True,True,0.0044697728008031845,0.0002476099762134254,0.00013448917889036238,0.0015971664106473327,0.7392197251319885,-0.004566209856420755,0.08793623745441437,0.0714285746216774,0.00034027412766590714,-0.33000001311302185,1.5161656141281128,0.0006641194922849536,-0.12716048955917358
