fold_idx,day,bar_index,direction,csv_pnl,asym_pnl,corrected_pnl,oracle_pnl,ts_exit_bar,oracle_exit_bar,bars_held_oracle,entry_mid,entry_spread_frac,gap_oracle_minus_corrected
0,2025-02-07,87,put,-247.04046541532404,-247.04046541532404,-250.60000983352444,238.8999894338708,269,95,8,10.579999923706055,0.06020794063806534,489.4999992673952
0,2025-02-10,77,put,-320.59999994337556,-320.59999994337556,-320.59999994337556,1270.330064617172,269,165,88,11.300000190734863,0.019999999552965164,1590.9300645605476
0,2025-02-11,74,put,-534.7014948949218,-534.7014948949218,-535.5000388552897,649.4999445348233,269,158,84,10.300000190734863,0.030582524836063385,1184.999983390113
0,2025-02-13,73,put,-308.12998822040856,-308.12998822040856,-317.8749886282125,1284.4750004597008,269,253,180,11.5,0.019999999552965164,1602.3499890879134
0,2025-02-14,87,put,-323.8079302859587,-323.8079302859587,-322.25004601377077,768.3498705554432,269,193,106,10.020000457763672,0.02445109747350216,1090.599916569214
0,2025-02-18,89,put,342.2585563801229,342.2585563801229,356.0749620266259,523.3849205223471,269,257,168,9.600000381469727,0.04046874865889549,167.30995849572122
0,2025-02-20,34,put,-847.3128515243302,-847.3128515243302,-846.449967027675,227.92505719849635,269,38,4,10.399999618530273,0.06024038419127464,1074.3750242261713
0,2025-02-21,48,put,4902.916540103973,4902.916540103973,4970.219972410493,5186.040380326651,267,242,194,11.40999984741211,0.04171779006719589,215.82040791615782
0,2025-02-24,36,put,-1040.358089474081,-1040.358089474081,-1041.5249819600326,-21.02494412711666,164,37,1,10.699999809265137,0.0467757023870945,1020.500037832916
0,2025-02-25,33,put,-964.162241393357,-964.162241393357,-965.7999536565449,1463.7251180991238,269,122,89,11.1899995803833,0.04472743347287178,2429.5250717556687
0,2025-02-26,43,put,4149.979153363104,4149.979153363104,4204.73492051412,4755.175056594207,269,266,223,11.800000190734863,0.04004237428307533,550.4401360800866
0,2025-02-27,33,put,-1148.3958317190409,-1148.3958317190409,-1150.524998664856,-161.5000152885914,269,34,1,12.0,0.0729166641831398,989.0249833762646
0,2025-02-28,55,call,-1011.3551219749116,-1011.3551219749116,-1012.3249819069141,128.25001952417682,269,95,40,10.699999809265137,0.052336446940898895,1140.5750014310909
0,2025-03-03,33,put,439.132466140258,439.132466140258,464.2501144552229,1573.4999650911811,269,242,209,11.899999618530273,0.061764705926179886,1109.2498506359582
0,2025-03-04,30,put,-1113.6181826500876,-1113.6181826500876,-1114.0000090368392,488.4999163408201,265,49,19,11.170000076293945,0.08146821707487106,1602.4999253776593
0,2025-03-05,120,put,-1164.1249998230487,-1164.1249998230487,-1167.099999845028,206.6500004157424,268,124,4,12.0,0.020999999716877937,1373.7500002607703
0,2025-03-06,38,call,-1106.9484965024403,-1106.9484965024405,-1107.7499670065074,609.5000752920496,269,99,61,11.899999618530273,0.03235294297337532,1717.250042298557
0,2025-03-07,71,put,-1152.477901525631,-1152.477901525631,-1154.2499604542404,635.2501130863168,269,143,72,11.899999618530273,0.026470588520169258,1789.5000735405572
0,2025-03-10,85,put,183.0000133961439,183.0000133961439,182.25001317045098,283.87502500832045,269,260,175,11.829999923706055,0.03846153989434242,101.62501183786947
0,2025-03-11,35,put,-338.79903598296863,-338.79903598296863,-326.49997056124135,539.8749450982963,269,71,36,10.699999809265137,0.0621495321393013,866.3749156595377
0,2025-03-12,71,put,-851.4483232457062,-851.4483232457062,-850.0000477626747,685.5248880251705,269,97,26,11.600000381469727,0.06637930870056152,1535.5249357878452
0,2025-03-13,30,put,1326.058077626701,1326.058077626701,1398.9498857691626,1575.0000368635397,269,258,228,11.600000381469727,0.07543103396892548,176.05015109437704
0,2025-03-14,53,put,-1129.242495372593,-1129.2424953725933,-1128.7499953086178,-10.000037237761482,269,56,3,12.0,0.055416665971279144,1118.7499580708563
0,2025-03-18,31,put,-759.6929579528224,-759.6929579528224,-754.9250334040997,119.99997855854241,269,147,116,10.600000381469727,0.059433963149785995,874.9250119626422
0,2025-03-19,35,put,202.02183332059195,202.02183332059195,199.75001554896517,374.00003809142635,269,258,223,11.0,0.02545454539358616,174.25002254246118
1,2025-03-20,32,put,282.56255776435137,282.56255776435137,293.5000571188045,684.7500877397255,269,239,207,11.199999809265137,0.04374999925494194,391.250030620921
1,2025-03-21,90,put,-865.9147912141378,-865.9147912141378,-866.9000336192058,1039.2248869017676,269,140,50,11.350000381469727,0.03484581410884857,1906.1249205209733
1,2025-03-24,79,put,-183.6045096731999,-183.6045096731999,-200.4999648705125,384.7500218229044,269,225,146,11.0,0.041363637894392014,585.2499866934169
1,2025-03-26,118,put,3042.9098851477356,3042.9098851477356,3127.96988080509,3172.5199563461542,269,247,129,10.5,0.05999999865889549,44.550075541064416
1,2025-03-28,43,put,2411.7546018238336,2411.7546018238336,2457.7498841939696,3468.4999616344303,269,246,203,10.600000381469727,0.046226415783166885,1010.7500774404607
1,2025-03-31,64,put,-931.7170564646,-931.7170564646001,-929.1749511954816,222.50005697714187,269,72,8,11.399999618530273,0.04451754316687584,1151.6750081726236
1,2025-04-01,67,call,608.1615272920318,608.1615272920318,584.0000768142959,4059.27494474104,269,170,103,10.699999809265137,0.02289719693362713,3475.2748679267443
1,2025-04-02,36,call,1116.1765814695289,1116.1765814695289,1123.0001125103183,3881.550114536308,269,222,186,11.899999618530273,0.03529411926865578,2758.5500020259897
1,2025-04-03,106,put,-640.291627616932,-640.291627616932,-634.7499611129364,167.75002091120558,269,111,5,11.399999618530273,0.05833333358168602,802.4999820241419
1,2025-04-08,35,put,5639.379740733538,5639.379740733538,5714.304661697616,9166.434934388642,266,238,203,11.920000076293945,0.041401006281375885,3452.130272691026
1,2025-04-10,32,call,-745.2585125565529,-745.2585125565529,-746.0000383217711,223.49998018776967,269,66,34,11.800000190734863,0.041525423526763916,969.5000185095407
1,2025-04-14,79,put,320.83546965835103,320.83546965835103,312.42499905468395,4321.149869094442,269,162,83,11.699999809265137,0.02094017155468464,4008.7248700397577
1,2025-04-16,115,put,6083.002401593694,6083.002401593694,6151.950284768224,6536.199887372435,268,267,152,11.800000190734863,0.03855932131409645,384.24960260421085
1,2025-04-17,52,call,152.89283082058716,152.89283082058716,168.0499421388269,996.1750358889046,269,208,156,11.600000381469727,0.04435344785451889,828.1250937500777
1,2025-04-21,32,put,2481.0937730520964,2481.0937730520964,2519.250021122396,2756.850172238052,269,268,236,11.199999809265137,0.04062499850988388,237.600151115656
1,2025-04-22,40,put,-282.590998271869,-282.590998271869,-295.8749512116077,307.4249823594341,269,46,6,11.449999809265137,0.029039300978183746,603.2999335710418
1,2025-04-23,91,put,-341.65624399855733,-341.65624399855733,-335.7499944610412,1346.5000478167622,269,172,81,5.599999904632568,0.08749999850988388,1682.2500422778035
1,2025-04-24,74,put,-1062.86413038522,-1062.86413038522,-1061.8749999199063,35.99999935925007,269,77,3,11.5,0.05782608687877655,1097.8749992791563
1,2025-04-29,35,put,-918.2457750034666,-918.2457750034666,-917.7500032303701,820.7499964455296,269,57,22,9.460000038146973,0.09989429265260696,1738.4999996758997
1,2025-05-01,33,call,-786.9326147339708,-786.9326147339708,-788.2500305860705,1167.2498942346956,269,107,74,10.680000305175781,0.026217227801680565,1955.499924820766
1,2025-05-02,71,put,-1124.315419951777,-1124.3154199517767,-1122.0000031717914,-107.49996431685729,269,73,2,12.0,0.07583333551883698,1014.5000388549341
1,2025-05-06,34,call,-616.5274838231368,-616.5274838231368,-617.249961035685,2646.7501833831707,269,164,130,10.899999618530273,0.03211009129881859,3264.0001444188556
1,2025-05-07,89,put,-45.834944956215494,-45.834944956215494,-50.200038682880276,331.24996097737323,269,103,14,10.600000381469727,0.033018868416547775,381.4499996602535
1,2025-05-08,119,put,-895.6527988794777,-895.6527988794777,-892.6000212687585,56.74996096627252,269,121,2,10.800000190734863,0.0972222238779068,949.349982235031
1,2025-05-13,44,put,-897.6176098716609,-897.6176098716609,-894.1999625210814,366.72496264379697,269,74,30,11.899999618530273,0.07352941483259201,1260.9249251648785
1,2025-05-15,31,put,-1068.0731033357977,-1068.0731033357977,-1066.59997811232,641.6499804097673,269,65,34,11.199999809265137,0.09125000238418579,1708.2499585220874
1,2025-05-16,30,put,-1112.2132922859987,-1112.2132922859987,-1110.824958882683,357.55011483673707,269,74,44,11.399999618530273,0.09333333373069763,1468.37507371942
1,2025-05-21,99,put,4388.699927526712,4388.699927526712,4406.449926230312,6364.625002211891,269,240,141,12.0,0.026249999180436134,1958.1750759815795
1,2025-05-23,35,put,-1160.5349979364871,-1160.5349979364873,-1161.249998042981,201.74999937973917,269,51,16,12.0,0.04958333447575569,1362.99999742272
1,2025-05-27,39,call,2625.8973480364452,2625.8973480364452,2632.519993871433,2704.7899485691464,269,268,229,10.399999618530273,0.023557692766189575,72.26995469771327
1,2025-05-29,32,call,-1109.869790953646,-1109.8697909536459,-1110.7499947785877,-182.49999573768056,265,33,1,11.289999961853027,0.05890168249607086,928.2499990409071
1,2025-05-30,31,call,-1040.536031942562,-1040.536031942562,-1038.8750154457464,503.09994499887955,269,69,38,11.800000190734863,0.06525423377752304,1541.974960444626
1,2025-06-02,93,put,-931.3964104162663,-931.3964104162663,-926.9500048713893,168.7000329053891,269,125,32,10.710000038146973,0.09346405416727066,1095.6500377767784
1,2025-06-03,37,put,-1054.166665136814,-1054.1666651368141,-1054.249998576939,-59.250016307534835,240,38,1,10.5,0.09666666388511658,994.9999822694043
1,2025-06-05,72,put,-508.7097219265781,-508.7097219265781,-500.32501258184413,483.3499842509772,269,202,130,10.300000190734863,0.0835922360420227,983.6749968328213
1,2025-06-06,96,put,114.1014827141843,114.1014827141843,156.45500699810685,1946.374963998666,269,205,109,11.0,0.08431818336248398,1789.9199570005592
1,2025-06-09,69,put,-829.0218619463227,-829.0218619463227,-831.3499980625891,391.9249619203535,269,117,48,11.0,0.03722727298736572,1223.2749599829426
1,2025-06-10,51,put,-684.9582522116536,-684.9582522116536,-690.049991402775,640.7999997735023,269,123,72,11.5,0.029217392206192017,1330.8499911762774
1,2025-06-12,92,put,-271.0630645839212,-271.0630645839212,-248.6000008827864,1072.3499704936164,269,117,25,11.100000381469727,0.0693693682551384,1320.9499713764028
1,2025-06-13,113,put,-229.44318812700735,-229.44318812700735,-213.34998318681716,184.1500177354353,269,226,113,10.300000190734863,0.061844661831855774,397.50000092225247
2,2025-06-16,41,put,99.34672067882192,99.34672067882191,91.99997691959874,219.92499840073287,269,268,227,10.75,0.04232558235526085,127.92502148113414
2,2025-06-17,35,put,1617.7883507382785,1617.7883507382783,1667.6001159522025,1881.0501218014822,269,261,226,11.899999618530273,0.05411764606833458,213.4500058492797
2,2025-06-18,31,put,-339.2746110750331,-339.2746110750331,-339.5000349062791,240.50001841566944,269,243,212,11.800000190734863,0.023728813976049423,580.0000533219486
2,2025-06-20,49,put,1595.3666287789742,1595.3666287789742,1599.849962783605,2678.949925261736,269,249,200,10.5,0.023333333432674408,1079.0999624781311
2,2025-06-23,110,put,-606.899961116165,-606.899961116165,-607.1499611571431,3906.1748753085203,269,186,76,10.899999618530273,0.019999999552965164,4513.324836465664
2,2025-06-24,46,put,-1017.6415460469588,-1017.6415460469589,-1019.2500367381335,-137.75000127833687,269,47,1,10.600000381469727,0.029716981574892998,881.5000354597967
2,2025-06-25,39,put,826.1630452953133,826.1630452953133,848.0250570789126,1227.3749886147702,269,251,212,10.199999809265137,0.04289215803146362,379.34993153585765
2,2025-06-26,38,put,-982.8857786149646,-982.8857786149646,-984.2499614355082,19.250001434608755,269,39,1,10.399999618530273,0.030288461595773697,1003.499962870117
2,2025-06-27,66,put,160.65521473778847,160.65521473778847,134.65004037848178,649.1500371672815,269,265,199,9.899999618530273,0.02156565710902214,514.4999967887998
2,2025-06-30,33,put,-161.31443407866792,-161.31443407866792,-163.9000191904513,128.39997965832754,269,70,37,11.100000381469727,0.029009008780121803,292.29999884877884
2,2025-07-01,39,call,732.8808118664203,732.8808118664203,748.3499620255083,820.5000746607025,269,263,224,11.75,0.03574468195438385,72.1501126351942
2,2025-07-02,32,put,-887.390464443744,-887.390464443744,-888.1250323040542,-64.5000656267362,269,33,1,9.720000267028809,0.03600823134183884,823.6249666773181
2,2025-07-03,32,put,-786.9993260094186,-786.9993260094186,-796.7749710210759,46.32500260535595,202,33,1,9.699999809265137,0.05231958627700806,843.0999736264318
2,2025-07-07,36,put,2296.81015062645,2296.8101506264506,2334.100152102858,2764.7501511939713,265,171,135,10.0,0.041999999433755875,430.6499990911134
2,2025-07-08,71,put,-420.7821978203731,-420.7821978203731,-416.17501939144574,924.2499618441014,269,85,14,10.100000381469727,0.048514850437641144,1340.4249812355472
2,2025-07-09,34,put,751.675713091384,751.675713091384,767.0000374737019,2204.3000379408536,269,108,74,11.100000381469727,0.037837836891412735,1437.3000004671517
2,2025-07-10,33,put,-987.5220394672498,-987.5220394672498,-989.2499806804254,14.000000488649867,241,35,2,10.199999809265137,0.030882352963089943,1003.2499811690753
2,2025-07-11,37,put,-876.0332542615471,-876.0332542615471,-874.0000416830594,153.1249954576383,269,104,67,10.350000381469727,0.049033816903829575,1027.1250371406977
2,2025-07-14,39,put,-1106.8381972226723,-1106.8381972226725,-1108.000049335599,223.2249365537937,269,42,3,11.770000457763672,0.02973661944270134,1331.2249858893927
2,2025-07-15,39,put,277.1592351698638,277.1592351698638,276.7999425530009,1655.2499043135333,269,226,187,11.300000190734863,0.024778760969638824,1378.4499617605325
2,2025-07-16,34,put,-827.5871089027698,-827.5871089027698,-828.1249527550658,3129.350187570917,269,127,93,10.899999618530273,0.038532111793756485,3957.475140325983
2,2025-07-17,37,put,-1074.2590643108035,-1074.2590643108035,-1075.2499830578981,516.1249446962161,269,53,16,11.699999809265137,0.028418803587555885,1591.3749277541142
2,2025-07-18,38,put,757.2927392800716,757.2927392800716,768.3399466668016,1314.8199921087867,269,211,173,11.100000381469727,0.03153153136372566,546.4800454419851
2,2025-07-21,37,put,-646.7000185318291,-646.7000185318291,-647.2500187766124,224.00000074505806,269,41,4,11.0,0.019999999552965164,871.2500195216704
2,2025-07-22,97,put,-495.27186916582286,-495.27186916582286,-492.2499617854582,518.2499833779885,269,178,81,9.699999809265137,0.03969072178006172,1010.4999451634467
2,2025-07-23,36,put,-945.2084237724806,-945.2084237724806,-946.5249641796358,128.72503782786583,269,44,8,9.899999618530273,0.036414142698049545,1075.2500020075017
2,2025-07-24,34,put,-631.3749904092402,-631.3749904092402,-630.2499904973324,489.6500567344477,269,47,13,11.199999809265137,0.02500000037252903,1119.90004723178
2,2025-07-25,36,put,-1068.120193192928,-1068.1201931929281,-1068.6250422605951,46.47492262998527,269,38,2,11.600000381469727,0.034698277711868286,1115.0999648905804
2,2025-07-28,33,put,848.7983436371026,848.7983436371026,854.639916279662,854.639916279662,269,269,236,10.180000305175781,0.026129666715860367,0.0
2,2025-07-29,31,put,1696.052278852631,1696.052278852631,1728.9449923801421,2528.8649850076436,267,132,101,11.25,0.04262222349643707,799.9199926275014
2,2025-07-30,34,put,-557.6000090703368,-557.6000090703368,-562.5000095292926,93.99998194632724,269,104,70,11.0,0.019999999552965164,656.4999914756198
2,2025-07-31,37,put,4762.57849990805,4762.57849990805,4797.135167700946,4797.135167700946,262,262,225,10.5,0.03166666626930237,0.0
2,2025-08-01,50,put,147.65908715873957,147.65908715873957,184.07499806582928,510.74992284675443,269,248,198,11.0,0.08272727578878403,326.67492478092515
2,2025-08-04,36,put,-904.5462677521948,-904.5462677521948,-906.999991168525,249.8499688618123,269,39,3,11.75,0.02531914971768856,1156.8499600303373
2,2025-08-05,33,put,-104.88547873206235,-104.88547873206235,-102.02492458943289,2833.155001578327,269,79,46,11.819999694824219,0.04234348610043526,2935.1799261677597
2,2025-08-06,50,put,-1175.912497243782,-1175.912497243782,-1176.7499973724287,732.500000089407,269,55,5,12.0,0.055416665971279144,1909.2499974618356
2,2025-08-07,33,put,3676.029642055674,3676.0296420556733,3718.679989542989,4810.6498689399195,269,242,209,10.199999809265137,0.037745099514722824,1091.9698793969305
2,2025-08-08,34,put,-897.4226044893394,-897.4226044893394,-902.1749958147606,800.200036902722,269,131,97,11.5,0.02313043549656868,1702.3750327174826
2,2025-08-11,30,put,73.90281759559956,73.90281759559956,70.85003849476423,414.3750404602274,269,78,48,9.899999618530273,0.03358585759997368,343.52500196546316
2,2025-08-12,64,put,-1157.411726230646,-1157.4117262306459,-1159.2499615548945,-40.74997176647861,251,68,4,11.899999618530273,0.026470588520169258,1118.4999897884159
2,2025-08-13,38,put,997.4435947916296,997.4435947916296,1023.47003019611,1891.6750453139434,269,200,162,10.100000381469727,0.045049503445625305,868.2050151178335
2,2025-08-14,36,put,-773.7336207114022,-773.7336207114022,-785.9999760510835,627.7500557459625,269,164,128,10.699999809265137,0.032710280269384384,1413.7500317970462
2,2025-08-15,36,put,-892.1440824452093,-892.1440824452093,-890.7500144217354,718.4999058281155,269,134,98,11.800000190734863,0.041525423526763916,1609.249920249851
2,2025-08-18,38,put,-215.0675052908355,-215.0675052908355,-203.89997979077637,286.85005852059254,269,198,160,9.699999809265137,0.04979381337761879,490.75003831136894
2,2025-08-19,31,put,2417.6187464743853,2417.6187464743853,2484.6250000186265,3506.3049700368942,269,217,186,10.0,0.057750001549720764,1021.6799700182678
2,2025-08-20,33,put,-956.4343426554034,-956.4343426554034,-959.174995015223,1607.4000765632388,269,83,50,11.5,0.037130434066057205,2566.5750715784616
2,2025-08-21,46,put,243.405965009752,243.405965009752,270.8499819856296,2042.9499446202226,269,235,189,11.699999809265137,0.05683760717511177,1772.0999626345929
2,2025-08-22,39,put,-1073.192001541138,-1073.1920015411379,-1074.6000015489185,5.975037626305536,269,41,2,11.0,0.041999999433755875,1080.575039175224
2,2025-08-25,38,put,-433.10367108501754,-433.10367108501754,-441.97494293637993,344.1750197557896,269,73,35,11.399999618530273,0.023640351369976997,786.1499626921695
2,2025-08-26,31,put,-624.9852691593661,-624.9852691593661,-624.4249620291486,-47.17499459500678,269,32,1,11.399999618530273,0.040219299495220184,577.2499674341418
2,2025-08-27,34,put,-1019.991625546774,-1019.9916255467741,-1021.3999951528835,-147.42498097230572,269,36,2,11.5,0.02160869538784027,873.9750141805778
2,2025-08-28,39,put,-962.5529885944544,-962.5529885944543,-963.2499583994952,73.900058945817,269,56,17,9.899999618530273,0.06010100990533829,1037.150017345312
2,2025-08-29,31,put,-65.5602525978557,-65.5602525978557,-38.60005880532713,1242.349980267065,269,82,51,10.300000190734863,0.07203883677721024,1280.950039072392
2,2025-09-02,39,put,-425.4862011734977,-425.4862011734977,-427.7499626715317,2429.2300840724424,269,147,108,10.899999618530273,0.038532111793756485,2856.980046743974
2,2025-09-03,35,put,412.00970901563335,412.00970901563335,448.700000136418,519.3499058742519,269,266,231,10.300000190734863,0.06796116381883621,70.64990573783393
2,2025-09-04,32,put,-1088.7701834973857,-1088.7701834973855,-1089.4750017053807,537.2750760729231,269,46,14,11.0,0.06904545426368713,1626.7500777783039
2,2025-09-05,38,put,3388.6655559714886,3388.6655559714886,3466.1901758855297,4871.0000402468895,267,100,62,10.399999618530273,0.05384615436196327,1404.8098643613598
2,2025-09-08,34,put,276.32225778538225,276.32225778538225,280.8500110820388,390.9999514624166,269,267,233,11.800000190734863,0.02669491432607174,110.14994038037781
2,2025-09-09,33,put,-942.4087515114248,-942.4087515114248,-941.8750014888417,549.7499612482583,269,66,33,10.0,0.06650000065565109,1491.6249627370998
2,2025-09-10,36,put,1154.044659601309,1154.044659601309,1184.4499241143465,1543.8200299388916,269,266,230,9.5,0.047894738614559174,359.37010582454513
3,2025-09-11,63,put,-965.8500101432204,-965.8500101432205,-965.1500101124248,-26.64998267515879,269,85,22,11.800000190734863,0.03500000014901161,938.500027437266
3,2025-09-12,32,put,-785.4219828485251,-785.4219828485251,-789.8249826778969,168.1999999806285,269,138,106,12.0,0.020124999806284904,958.0249826585253
3,2025-09-15,39,put,-638.8399918562174,-638.8399918562174,-638.7499923540018,180.8750181850046,269,231,192,10.5,0.03999999910593033,819.6250105390064
3,2025-09-16,56,put,-526.4987143956039,-526.4987143956039,-522.249995177367,341.4500326747106,269,132,76,11.710000038146973,0.04782237485051155,863.7000278520777
3,2025-09-17,99,put,13.22001224264502,13.22001224264502,-0.7749882697812396,400.30999722383916,269,197,98,11.699999809265137,0.019999999552965164,401.0849854936204
3,2025-09-18,31,call,-541.2374996364117,-541.2374996364117,-547.9000000066334,1309.849980926659,269,61,30,11.199999809265137,0.04625000059604645,1857.7499809332926
3,2025-09-19,30,put,-886.624969796882,-886.624969796882,-889.2499698878576,873.9000776472321,269,122,92,11.399999618530273,0.04298245534300804,1763.1500475350897
3,2025-09-22,39,put,-1009.1086259526504,-1009.1086259526504,-1010.7499811980246,197.10004145688112,269,42,3,10.699999809265137,0.02289719693362713,1207.8500226549056
3,2025-09-23,51,put,2927.9361672475934,2927.9361672475934,2961.0000002905726,4013.8748948474768,269,251,200,11.75,0.03574468195438385,1052.874894556904
3,2025-09-24,78,put,2223.699981748313,2223.699981748313,2223.699981748313,2967.1898157479613,268,162,84,11.300000190734863,0.019999999552965164,743.4898339996485
3,2025-09-25,69,put,2078.5594552901844,2078.5594552901844,2104.600133125787,2133.0999205911867,269,268,199,11.800000190734863,0.035593219101428986,28.49978746539955
3,2025-09-26,108,put,-1065.9911685191028,-1065.9911685191028,-1068.5000180580976,28.749981189393893,269,150,42,11.300000190734863,0.024778760969638824,1097.2499992474914
3,2025-09-29,33,put,501.5259647518397,501.52596475183964,533.8499230111638,1048.6499986583988,269,245,212,9.600000381469727,0.06197916716337204,514.800075647235
3,2025-09-30,31,put,-190.0833354894486,-190.0833354894486,-193.00000232148344,613.4999414668545,269,69,38,10.800000190734863,0.03888889029622078,806.4999437883379
3,2025-10-01,32,put,-1176.5208322778344,-1176.5208322778344,-1177.999999023974,-204.17496409123805,225,33,1,12.0,0.040833331644535065,973.8250349327359
3,2025-10-02,35,put,-197.82189315316165,-197.82189315316165,-193.50003077588042,1741.8249502943268,269,127,92,9.880000114440918,0.03188259154558182,1935.3249810702073
3,2025-10-03,34,put,461.1483899652958,461.1483899652958,462.6499530214653,1273.0249383942298,269,264,230,11.199999809265137,0.046875,810.3749853727645
3,2025-10-06,31,put,-178.94187091299617,-178.94187091299617,-179.00001040109717,-15.875001104981767,130,40,9,2.1500000953674316,0.0976744219660759,163.1250092961154
3,2025-10-07,38,put,3038.234771402602,3038.234771402602,3066.2951618669176,3734.545162017792,269,173,135,11.050000190734863,0.033257920295000076,668.2500001508743
3,2025-10-08,69,put,-708.0854874419604,-708.0854874419604,-710.2499613853727,354.0000575050875,269,86,17,11.399999618530273,0.02149122767150402,1064.25001889046
3,2025-10-09,35,put,786.7513481464007,786.7513481464007,800.0599396688491,1553.4500002637506,269,245,210,11.0,0.03372727334499359,753.3900605949015
