member,feature,horizon_minutes,sign,n_sessions,measured_raw_ic,excess_wild,excess_wild_se,excess_wild_maxT_p,excess_block,excess_block_p,sign_stable_folds,nulls_agree,status,control_excess,control_maxT_p,fold0_mean_excess,fold1_mean_excess,fold2_mean_excess,fold3_mean_excess,fold4_mean_excess
session_range_bps|15m|-,session_range_bps,15,-,213,-0.1287710589420076,-0.01582809228050531,0.018154141389187396,1.0,-0.03412196378572224,0.9686642773384699,1,False,NO_EXCESS,0.003796747836947154,1.0,-0.06474298783884024,0.0010313005917990884,0.010365686592104226,0.012608669724731,0.019083479857324313
minute_of_session|15m|+,minute_of_session,15,+,213,-0.016130897815983238,-0.015852970918905918,0.015247808925862824,1.0,-0.017430564516911624,0.8705629559706118,4,False,NO_EXCESS,0.003985717032152586,1.0,0.03946538272029104,-0.02440051736663639,-0.050525116082420655,-0.04908082957182337,-0.03824043492227963
momentum_15m_bps|30m|+,momentum_15m_bps,30,+,213,-0.10435836510965733,-0.016251591696149686,0.012655453620754714,1.0,0.007775835333927702,0.24105861768482056,4,False,NO_EXCESS,0.0037931322110396895,1.0,-0.013140766836907373,-0.060787498741065024,-0.0017541331498909447,-0.03870945943911885,0.018949659465011696
spx_vwap_gap_over_session_range|30m|+,spx_vwap_gap_over_session_range,30,+,213,-0.2867205725650647,-0.016352548300947133,0.015328497920359981,1.0,-0.016827799460629695,0.8676170795011446,2,False,NO_EXCESS,0.011330818519214353,0.9965501724913755,0.025802614222738898,-0.10362495324248946,0.01959830679639808,-0.020308865523606,0.0116588918344785
momentum_15m_over_session_range|30m|+,momentum_15m_over_session_range,30,+,213,-0.08794689882335266,-0.017142956994421456,0.013007968651035743,1.0,0.004809983955370477,0.3362091167037199,4,False,NO_EXCESS,0.001722656616362281,1.0,-0.0130677242494164,-0.06520302745633984,-0.005875135161492394,-0.03996589598762312,0.02372666296972581
momentum_5m_over_session_range|15m|+,momentum_5m_over_session_range,15,+,213,-0.052283906769090054,-0.02178817305009876,0.008686293510801477,1.0,0.004409048360751872,0.2186297970203656,5,False,NO_EXCESS,0.009589465585247675,0.9109044547772611,-0.018853595226335753,-0.003046359036816735,-0.03179598909151515,-0.029844601990953297,-0.031151080504375143
momentum_15m_bps|15m|+,momentum_15m_bps,15,+,213,-0.08221485817123529,-0.022345523997911558,0.012231807662084954,1.0,0.006207947278030022,0.24473170679262868,5,False,NO_EXCESS,0.001945296564330265,1.0,-0.026642519487183353,-0.01696602254302644,-0.03475275393656214,-0.0480866687239571,-0.029714550560741647
spx_vwap_gap_over_session_range|15m|+,spx_vwap_gap_over_session_range,15,+,213,-0.22581939077464222,-0.02255029203001062,0.011828760814840897,1.0,-0.015511882963632904,0.9215856080610407,4,False,NO_EXCESS,0.004621674760572591,0.999950002499875,0.010932178414912461,-0.07659276686240378,-0.021249333351347616,-0.02682742125598163,-0.008378645895649432
momentum_15m_over_session_range|15m|+,momentum_15m_over_session_range,15,+,213,-0.0694204081908274,-0.022782645543042566,0.012390016618634037,1.0,0.004233050216030453,0.32191774782729493,5,False,NO_EXCESS,0.001015248199619964,1.0,-0.02840628994794633,-0.020267972022753968,-0.039672814297472575,-0.04235632590105071,-0.02768707489848971
momentum_5m_bps|15m|+,momentum_5m_bps,15,+,213,-0.06040977635624562,-0.02281567226336669,0.008576923569537301,1.0,0.00413558946844687,0.226880077875648,5,False,NO_EXCESS,0.01075756385624315,0.8342582870856458,-0.020547141988406736,-0.00217867872410595,-0.03110299761882804,-0.03249539485201835,-0.030697834408206115
