date,label,confidence,evidence_type,side,hedge_only,first_qualifying_time_et,f_ret_6,f_ret_12,f_volume_ratio,f_bar_range,f_realized_vol,f_range_ratio,f_vwap_dist,f_session_range_pct,f_prev_high_dist,f_ema_cross,f_consec_direction,f_speed_estimate,f_vix_roc,f_minutes_to_close,f_vix_regime,f_bollinger_position,f_rsi_7,f_session_range_position,f_poc_dist,f_va_position,f_ib_break,f_atr_14,f_bar_delta,f_session_cum_delta,f_macdh_slope,f_force_index_2,f_effort_vs_result,f_trend_5min,f_vwap_slope,f_intraday_sin,f_intraday_cos,f_intraday_phase,f_opening_gap_pct,f_session_open_dist,f_first15_range_pct,f_first15_close_position,f_first15_acceptance,f_vwap_reclaim_state,f_ib_extension_pct,f_marker_10am,f_marker_11am,f_marker_1130am,f_lunch_flag,f_power_hour_flag,f_volume_climax_signal,f_breakout_confirmation,f_atm_iv,f_vrp,f_iv_percentile,f_atm_gamma,f_atm_theta_per_bar,f_gamma_pressure,f_aggregate_charm,f_option_spread_pct,f_iv_skew_pct,f_current_moneyness_pct,f_near_atm_moneyness_pct,f_theta_acceleration,f_slice_call_iv_mean,f_slice_put_iv_mean,f_slice_iv_skew_slope,f_slice_iv_curvature,f_slice_gamma_concentration,f_slice_gamma_dollar_concentration,f_slice_theta_pressure,f_slice_dist_to_max_gamma,f_slice_dist_to_max_gamma_dollar,f_slice_call_put_gamma_imbalance,f_slice_mean_spread,f_slice_txn_center_share,f_slice_quality_share,f_log_near_call_volume,f_log_near_put_volume,f_call_put_flow_ratio,f_log_total_volume,f_chain_call_put_ratio,f_log_chain_volume,f_log_near_transactions,f_put_call_txn_ratio,agg_am_session_range_bps,agg_am_session_end_vs_open_bps,agg_ovn_proxy_direction,agg_prior_session_end_ret,agg_vwap_sigma_session_frac
2023-10-23,0,High,,,False,,0.0017983432626351714,0.0,0.5180928707122803,0.00034384633181616664,0.0006565991207025945,0.44814208149909973,0.002963052364066243,0.006869812496006489,-0.014123784378170967,0.0012364484136924148,-0.10000000149011612,0.9468197226524353,-0.014298892579972744,0.9866253137588501,0.33000001311302185,0.0,0.5,0.9589230418205261,0.0017741522751748562,1.3580151796340942,0.0,0.0008028727024793625,-0.8206896781921387,-1.678267002105713,1.0,0.0,1.0,0.0003797020763158798,0.00037680697278119624,0.4647231698036194,0.8854560256004333,0.1666666716337204,-0.0031205753330141306,0.0015650936402380466,0.0050486125983297825,0.10333489626646042,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14105501770973206,0.019896088168025017,0.46666666865348816,0.01104496419429779,-0.021015865728259087,2.447934150695801,-0.6226636171340942,0.045016076415777206,-0.0019624887499958277,-0.1659947782754898,-0.04742708057165146,0.05270462855696678,0.13663724064826965,0.14161361753940582,-0.001069283694960177,-1.260487078980077e-05,0.03709614649415016,0.03709614649415016,0.0011259480379521847,1.0,1.0,-0.050259534269571304,0.02287149429321289,0.2248803824186325,1.0,4.110873699188232,4.553876876831055,0.3896103799343109,5.0434250831604,0.4405055344104767,8.084870338439941,4.143134593963623,0.4838709533214569,64.99659606818906,17.9830140960708,-1.0,-0.012623960046043119,0.0028839917565804374
2023-10-24,0,High,,,False,,0.0021841167472302914,0.0,0.8871561288833618,0.0009437603293918073,0.0005645531928166747,1.2738597393035889,0.0014913645572960377,0.0034643772523850203,-0.0016192197799682617,0.000473908381536603,-0.10000000149011612,2.5633556842803955,-0.01515151560306549,0.9866253137588501,-0.33000001311302185,0.0,0.5,0.8947010636329651,0.0021619643084704876,1.3372620344161987,0.0,0.0007282454171217978,-0.3466334044933319,5.016927719116211,-1.0,0.0,1.0,-0.00019796984270215034,0.00010675056546460837,0.4647231698036194,0.8854560256004333,0.1666666716337204,0.004310498014092445,0.003099581925198436,0.0033984787296503782,0.7416897416114807,0.8240997195243835,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11793556809425354,0.013908480294048786,0.0,0.013154016807675362,-0.017874589189887047,4.424818515777588,-1.2590221166610718,0.1688888818025589,0.07754981517791748,-0.21087421476840973,0.02447749674320221,0.05270462855696678,0.10746436566114426,0.12896670401096344,-0.0017783979419618845,4.702699516201392e-05,0.041752465069293976,0.041752465069293976,0.0010783168254420161,1.0,1.0,0.006699207704514265,0.06157286465167999,0.2994382083415985,1.0,5.590987205505371,4.770684719085693,0.6953125,5.953243255615234,0.4167960286140442,8.77074909210205,5.003946304321289,0.23648647964000702,26.016635444400755,21.84061419068685,1.0,-0.0014135436604295175,0.0029277844697189253
2023-10-25,0,High,,,False,,-0.005153358448296785,0.0,1.3623945713043213,0.002033492084592581,0.0005665382486768067,3.4239673614501953,-0.002618820173665881,0.006618957035243511,-0.013030997477471828,-0.0005374476895667613,-0.10000000149011612,2.3477783203125,0.0005037783412262797,0.9866253137588501,-0.33000001311302185,0.0,0.5,0.0,-0.005128252785652876,-0.28205129504203796,-1.0,0.0005711445119231939,-1.0,-5.076300144195557,-1.0,0.0,1.0,-0.00040728613384999335,-0.00022260213154368103,0.4647231698036194,0.8854560256004333,0.1666666716337204,-0.003578474512323737,-0.006618957035243511,0.004685355816036463,0.014720812439918518,-1.0,0.0,-0.0004447520477697253,1.0,0.0,0.0,0.0,0.0,0.0,-0.3623945713043213,0.13711479306221008,0.018800145015120506,0.6666666865348816,0.011432415805757046,-0.020405910909175873,-23.721311569213867,-3.0934810638427734,0.2251138538122177,0.06609344482421875,0.4854256212711334,0.009754964150488377,0.05270462855696678,0.13714656233787537,0.14209367334842682,-0.0007333694957196712,-1.9335211618454196e-05,0.037310801446437836,0.037310801446437836,0.0008423387189395726,0.0,0.0,-0.04061802849173546,0.09764963388442993,0.22793295979499817,1.0,3.7135720252990723,5.1704840660095215,0.1860465109348297,5.375278472900391,0.35347411036491394,9.59430980682373,4.499809741973877,0.8202247023582458,51.53423110987261,-51.53423110987261,-1.0,0.007115464653931358,0.002942741819534341
2023-10-30,0,High,,,True,,0.002604455454275012,0.0,0.7921738624572754,0.0008274123538285494,0.0003396341926418245,1.9027940034866333,0.0004755712579935789,0.005799102131277323,0.00020204255997668952,0.00022560953220818192,-0.4000000059604645,3.141026496887207,0.0004940711660310626,0.9866253137588501,0.33000001311302185,0.0,0.5,0.7527996897697449,0.002558604348450899,0.8520709872245789,0.0,0.0004379306628834456,-0.7005813717842102,7.078110694885254,-1.0,0.0,1.0,-0.00011161640577483922,0.00012691004667431116,0.4647231698036194,0.8854560256004333,0.1666666716337204,0.005121045280247927,0.0043655624613165855,0.004733568523079157,0.9405487775802612,0.8445122241973877,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12930026650428772,0.016718441620469093,0.23333333432674408,0.012247560545802116,-0.019017046317458153,-43.95903778076172,-2.675446033477783,0.17004048824310303,0.05413784831762314,-0.30162161588668823,0.05916866660118103,0.05270462855696678,0.12273410707712173,0.1332438588142395,-0.0019845275674015284,2.2328133582050214e-06,0.04165537655353546,0.04165537655353546,0.001170652685686946,2.0,2.0,0.0026664244942367077,0.058953363448381424,0.22898903489112854,1.0,5.1179938316345215,5.204006671905518,0.47838616371154785,5.852202415466309,0.23857468366622925,9.3433837890625,4.682131290435791,0.4392523467540741,39.18740765407316,26.044083007595855,1.0,-0.004356534382505961,0.0030395022460469536
2023-10-31,0,High,,,False,,-0.0030726203694939613,0.0,0.7019749879837036,0.0005389447906054556,0.000355070224031806,1.0958359241485596,-0.0015485803596675396,0.004751856904476881,-0.005100727546960115,-0.0003084842173848301,-0.20000000298023224,0.25751662254333496,0.0,0.9866253137588501,-0.33000001311302185,0.0,0.5,0.15949366986751556,-0.0030440273694694042,-0.26521018147468567,0.0,0.0004894498270004988,-0.8705357313156128,-4.971687316894531,-1.0,0.0,1.0,-0.0002666697546374053,-9.990525722969323e-05,0.4647231698036194,0.8854560256004333,0.1666666716337204,0.001156843500211835,-0.003623441094532609,0.0037196814082562923,0.09055627137422562,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11433769762516022,0.013072982430458069,0.0,0.013832676224410534,-0.01700601913034916,-7.178394794464111,-1.0117048025131226,0.11857707798480988,0.07261738926172256,0.3303438127040863,-0.03055671416223049,0.05270462855696678,0.11621543020009995,0.12292185425758362,-0.0009228398557752371,6.714005576213822e-05,0.041260235011577606,0.041260235011577606,0.0007754459511488676,1.0,1.0,0.047414377331733704,0.04710804671049118,0.29111969470977783,1.0,4.356709003448486,5.214935779571533,0.29615384340286255,5.564520359039307,0.3626546263694763,8.535819053649902,4.691348075866699,0.7407407164573669,37.94677051901344,-30.726343350812268,1.0,0.011706277644630636,0.0030757209162329386
2023-11-01,0,High,,,False,,0.0016663095448166132,0.0,2.1205005645751953,0.0016587846912443638,0.0003634803288150579,2.9701061248779297,0.0010809298837557435,0.0036193826235830784,0.002934955758973956,0.00028394145192578435,0.20000000298023224,0.045767683535814285,0.0005727377138100564,0.9866253137588501,-0.33000001311302185,0.0,0.5,0.6671044230461121,0.0016696214443072677,1.217596173286438,0.0,0.0005527018802240491,0.2736389636993408,1.67532479763031,1.0,0.0,1.0,0.00019029172835871577,0.00013129747821949422,0.4647231698036194,0.8854560256004333,0.1666666716337204,0.0018887047190219164,0.001575607806444168,0.0014425247209146619,0.7100494503974915,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6322976350784302,0.0,0.16180004179477692,0.026179123669862747,0.3333333432674408,0.009677983820438385,-0.023862263187766075,6.293506622314453,-2.046372175216675,0.3200233280658722,0.09559541940689087,-0.1877397894859314,0.04990845173597336,0.05270462855696678,0.15300419926643372,0.16855230927467346,-0.00173969566822052,3.3642679682088783e-06,0.03354368731379509,0.03354368731379509,0.0010295131942257285,0.0,0.0,0.04858440160751343,0.09058702737092972,0.2260654717683792,1.0,5.123963832855225,4.672828674316406,0.6117216348648071,5.613128185272217,0.5350943207740784,9.26870346069336,4.691348075866699,0.39814814925193787,25.518853324186605,16.663096390596184,1.0,0.006441922266135334,0.003098477616970397
2023-11-02,0,High,,,False,,0.002515770262107253,0.0,0.3713739216327667,0.0005224148626439273,0.0003641726216301322,1.0286593437194824,0.0007938817725516856,0.005361748859286308,0.009827929548919201,0.0002651379909366369,0.10000000149011612,1.153227686882019,-0.004926108289510012,0.9866253137588501,-0.33000001311302185,0.0,0.5,0.849064826965332,0.002477459143847227,1.0319164991378784,0.0,0.0004809348611161113,0.6607142686843872,5.441806793212891,1.0,0.0,1.0,2.82136102214281e-06,4.643667125492357e-05,0.4647231698036194,0.8854560256004333,0.1666666716337204,0.007232850417494774,0.00455247238278389,0.005361748859286308,0.6050456762313843,0.6981295943260193,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10028573125600815,0.010057095438241959,0.03333333507180214,0.015308436006307602,-0.015441021881997585,2.450129747390747,-1.0836095809936523,0.17391304671764374,0.11240249127149582,-0.2980513274669647,0.051780056208372116,0.05270462855696678,0.09480130672454834,0.10896796733140945,-0.0019391239620745182,8.315188460983336e-05,0.04813196510076523,0.04813196510076523,0.0008563735173083842,0.0,0.0,0.08415300399065018,0.059262052178382874,0.2693389654159546,1.0,5.0998663902282715,4.532599449157715,0.6392157077789307,5.545177459716797,0.4533810615539551,8.577346801757812,4.543294906616211,0.2795698940753937,32.07891190851545,25.15715515911764,1.0,0.010554750878000313,0.0030935780505586545
2023-11-06,0,High,,,False,,-0.0011208249488845468,0.0,0.9911984205245972,0.0003526545187924057,0.00031328483601100743,0.820949137210846,-7.088834536261857e-05,0.0026517787482589483,-0.0015434360830113292,-1.45568646985339e-05,0.4000000059604645,2.0333433151245117,-0.0026041667442768812,0.9866253137588501,-0.33000001311302185,0.0,0.5,0.5397236347198486,-0.0010968700516968966,0.34551477432250977,0.0,0.00041710067307576537,0.7532467246055603,-0.05604149401187897,-1.0,0.0,1.0,-0.00010955503967124969,-6.981920159887522e-05,0.4647231698036194,0.8854560256004333,0.1666666716337204,0.0014134567463770509,0.0005976807442493737,0.002186916070058942,0.15602093935012817,-0.11623036861419678,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08573053032159805,0.007349626161158085,0.03333333507180214,0.017478806897997856,-0.013675607740879059,4.872583389282227,-0.9589110612869263,0.07179487496614456,0.14256499707698822,0.07144957780838013,-0.04304865002632141,0.05270462855696678,0.0769755020737648,0.09851939231157303,-0.0012167596723884344,9.263022366212681e-05,0.051729485392570496,0.051729485392570496,0.0006997346645221114,1.0,1.0,0.003361630951985717,0.053458575159311295,0.41402214765548706,1.0,5.26269006729126,6.047372341156006,0.31270357966423035,6.421622276306152,0.5357279777526855,8.557759284973145,5.214935779571533,0.5519125461578369,25.18371502238534,-11.208026443570908,1.0,0.009298349847373943,0.0030973208207805154
2023-11-07,0,High,,,False,,0.000730553874745965,0.0,1.8881922960281372,0.0008238476584665477,0.00031880088499747217,1.9708292484283447,0.0017390681896358728,0.003377775428816676,-0.0005652510444633663,0.0005246321088634431,0.20000000298023224,3.3630716800689697,-0.012000000104308128,0.9866253137588501,-1.0,0.0,0.5,0.9708672165870667,0.0007603426929563284,1.3870967626571655,1.0,0.0004027699469588697,0.8805555701255798,1.184177279472351,1.0,0.0,1.0,0.00030437001259997487,0.00022313000226859003,0.4647231698036194,0.8854560256004333,0.1666666716337204,-0.00011908224405487999,0.0008078283863142133,0.0027919281274080276,0.4377049207687378,1.0,0.0,0.0004874431760981679,1.0,0.0,0.0,0.0,0.0,0.07622852176427841,0.8881922960281372,0.07404665648937225,0.005482805892825127,0.0,0.020362772047519684,-0.011979763396084309,77.85472106933594,-2.7388193607330322,0.2978723347187042,0.02183709479868412,-0.10847862809896469,0.005944646894931793,0.05270462855696678,0.07702495157718658,0.08388528227806091,-0.0017085674917325377,0.00016209475870709866,0.0512414276599884,0.0512414276599884,0.00043433241080492735,1.0,1.0,-0.015291515737771988,0.11490076035261154,0.4042939245700836,1.0,6.527957916259766,4.8121843338012695,0.8484472036361694,6.692083835601807,0.6772823929786682,9.620660781860352,5.739792823791504,0.12903225421905518,30.43601849733425,7.306523067880887,-1.0,0.0019779485735611666,0.0030878401225706174
2023-11-09,1,High,executed,call,False,11:00,-0.0010112420422956347,0.0,2.5901715755462646,0.0011125804157927632,0.00026124552823603153,3.035344362258911,1.2204026461404283e-05,0.0030162783805280924,-0.0011399389477446675,0.00017741028568707407,-0.10000000149011612,0.7855870723724365,-0.005490734241902828,0.9866253137588501,-1.0,0.0,0.5,0.45578232407569885,-0.0009887601481750607,0.3475002348423004,0.0,0.0004142863617744297,-0.4344262182712555,-1.5572237968444824,-1.0,0.0,1.0,-7.703818118898198e-05,1.0173485861741938e-05,0.4647231698036194,0.8854560256004333,0.1666666716337204,0.0019233489874750376,-0.0011878163786605,0.0026446583215147257,0.18103447556495667,-0.24137930572032928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7579659223556519,0.0,0.08466067165136337,0.007167360745370388,0.3333333432674408,0.01767643168568611,-0.013592704199254513,19.235950469970703,-2.4089856147766113,0.3177570104598999,0.224378764629364,0.08663090318441391,-0.027362985536456108,0.05270462855696678,0.08736958354711533,0.09788694977760315,-0.002216372638940811,0.00014273737906478345,0.05086328461766243,0.05086328461766243,0.0005913021741434932,0.0,0.0,0.055994801223278046,0.12505564093589783,0.3196413218975067,1.0,6.257667541503906,5.820083141326904,0.6079346537590027,6.754603862762451,0.5273021459579468,9.470163345336914,5.556828022003174,0.4651162922382355,23.48190303169551,-10.112287201856844,1.0,0.0009522956737564373,0.0030245782807794123
