trade_number,session,month,segment,stage,decision_time,side,contract_id,score_margin,one_contract_premium,baseline_quantity,candidate_quantity,quantity_delta,baseline_pnl,candidate_pnl,incremental_pnl,skip_reason,is_scaled,is_skipped
747,2025-12-18,2025-12,q4_2025,test,2025-12-18T15:25:00+00:00,CALL,SPXW-20251218-06765.000-C,0.17406113243103039,3420.0000000000005,1,1,0,690.0,690.0,0.0,,False,False
748,2025-12-18,2025-12,q4_2025,test,2025-12-18T15:52:00+00:00,CALL,SPXW-20251218-06785.000-C,1.4034311304092408,2950.0,1,1,0,-10.0,-10.0,0.0,,False,False
749,2025-12-19,2025-12,q4_2025,test,2025-12-19T15:01:00+00:00,CALL,SPXW-20251219-06810.000-C,1.215193105697632,2720.0,1,1,0,-250.0,-250.0,0.0,,False,False
750,2025-12-19,2025-12,q4_2025,test,2025-12-19T15:26:00+00:00,PUT,SPXW-20251219-06845.000-P,2.06944025850296,2940.0,1,1,0,150.0,150.0,0.0,,False,False
751,2025-12-19,2025-12,q4_2025,test,2025-12-19T15:33:00+00:00,CALL,SPXW-20251219-06800.000-C,0.2592958936691283,3210.0,1,1,0,190.0,190.0,0.0,,False,False
752,2025-12-19,2025-12,q4_2025,test,2025-12-19T15:50:00+00:00,CALL,SPXW-20251219-06790.000-C,1.4502000341415406,3240.0,1,1,0,270.0,270.0,0.0,,False,False
753,2025-12-19,2025-12,q4_2025,test,2025-12-19T16:15:00+00:00,CALL,SPXW-20251219-06800.000-C,1.0225721130371097,3010.0,1,1,0,320.0,320.0,0.0,,False,False
754,2025-12-22,2025-12,q4_2025,test,2025-12-22T15:01:00+00:00,PUT,SPXW-20251222-06900.000-P,1.4890919456481935,3510.0,1,1,0,660.0,660.0,0.0,,False,False
755,2025-12-22,2025-12,q4_2025,test,2025-12-22T15:31:00+00:00,PUT,SPXW-20251222-06875.000-P,1.386889232158661,1210.0,1,1,0,730.0,730.0,0.0,,False,False
756,2025-12-22,2025-12,q4_2025,test,2025-12-22T15:39:00+00:00,PUT,SPXW-20251222-06885.000-P,1.7859900722503663,2790.0,1,1,0,-780.0,-780.0,0.0,,False,False
757,2025-12-23,2025-12,q4_2025,test,2025-12-23T15:00:00+00:00,PUT,SPXW-20251223-06900.000-P,0.8314259777069093,1900.0,1,1,0,730.0,730.0,0.0,,False,False
758,2025-12-23,2025-12,q4_2025,test,2025-12-23T15:26:00+00:00,CALL,SPXW-20251223-06850.000-C,0.9208089838027955,3240.0,1,1,0,280.0,280.0,0.0,,False,False
759,2025-12-24,2025-12,q4_2025,test,2025-12-24T15:01:00+00:00,CALL,SPXW-20251224-06885.000-C,0.8644939193725587,3020.0,1,1,0,90.0,90.0,0.0,,False,False
760,2025-12-24,2025-12,q4_2025,test,2025-12-24T15:25:00+00:00,CALL,SPXW-20251224-06900.000-C,1.981921894311905,1890.0,1,1,0,100.0,100.0,0.0,,False,False
761,2025-12-26,2025-12,q4_2025,test,2025-12-26T15:00:00+00:00,PUT,SPXW-20251226-06940.000-P,0.6904259452819823,1010.0,1,1,0,310.0,310.0,0.0,,False,False
762,2025-12-26,2025-12,q4_2025,test,2025-12-26T15:25:00+00:00,PUT,SPXW-20251226-06935.000-P,0.7901292572021485,819.9999999999999,1,1,0,-180.0,-180.0,0.0,,False,False
763,2025-12-26,2025-12,q4_2025,test,2025-12-26T15:58:00+00:00,CALL,SPXW-20251226-06925.000-C,1.682645303964615,1310.0,1,1,0,-410.0,-410.0,0.0,,False,False
764,2025-12-29,2025-12,q4_2025,test,2025-12-29T15:02:00+00:00,PUT,SPXW-20251229-06925.000-P,0.8873198757171632,2240.0,1,1,0,480.0,480.0,0.0,,False,False
765,2025-12-29,2025-12,q4_2025,test,2025-12-29T15:29:00+00:00,CALL,SPXW-20251229-06880.000-C,1.180176449775696,2910.0,1,1,0,0.0,0.0,0.0,,False,False
766,2025-12-29,2025-12,q4_2025,test,2025-12-29T15:45:00+00:00,CALL,SPXW-20251229-06890.000-C,1.272575450897217,2230.0,1,1,0,-570.0,-570.0,0.0,,False,False
767,2025-12-29,2025-12,q4_2025,test,2025-12-29T15:53:00+00:00,CALL,SPXW-20251229-06880.000-C,0.9303205738067628,2250.0,1,1,0,310.0,310.0,0.0,,False,False
768,2025-12-30,2025-12,q4_2025,test,2025-12-30T15:04:00+00:00,CALL,SPXW-20251230-06875.000-C,1.865394783973694,3290.0,1,1,0,-370.0,-370.0,0.0,,False,False
769,2025-12-30,2025-12,q4_2025,test,2025-12-30T15:23:00+00:00,CALL,SPXW-20251230-06865.000-C,1.0868439207077027,3420.0000000000005,1,1,0,-70.0,-70.0,0.0,,False,False
770,2025-12-30,2025-12,q4_2025,test,2025-12-30T15:33:00+00:00,PUT,SPXW-20251230-06910.000-P,0.35437209701538097,1610.0000000000002,1,1,0,180.0,180.0,0.0,,False,False
771,2025-12-30,2025-12,q4_2025,test,2025-12-30T15:49:00+00:00,CALL,SPXW-20251230-06880.000-C,1.0990615615844728,1950.0,1,1,0,510.0,510.0,0.0,,False,False
772,2025-12-30,2025-12,q4_2025,test,2025-12-30T15:55:00+00:00,CALL,SPXW-20251230-06880.000-C,1.6722112426757814,2390.0,1,1,0,190.0,190.0,0.0,,False,False
773,2025-12-30,2025-12,q4_2025,test,2025-12-30T16:08:00+00:00,CALL,SPXW-20251230-06875.000-C,1.4416070709228517,3200.0,1,1,0,20.0,20.0,0.0,,False,False
774,2025-12-30,2025-12,q4_2025,test,2025-12-30T18:34:00+00:00,CALL,SPXW-20251230-06880.000-C,0.6197760829925538,2730.0,1,1,0,-110.0,-110.0,0.0,,False,False
775,2025-12-30,2025-12,q4_2025,test,2025-12-30T19:13:00+00:00,CALL,SPXW-20251230-06900.000-C,1.9340790638923646,640.0,1,1,0,110.0,110.0,0.0,,False,False
776,2025-12-31,2025-12,q4_2025,test,2025-12-31T15:26:00+00:00,CALL,SPXW-20251231-06860.000-C,1.4391566643714906,2550.0,1,1,0,30.0,30.0,0.0,,False,False
777,2025-12-31,2025-12,q4_2025,test,2025-12-31T16:19:00+00:00,CALL,SPXW-20251231-06845.000-C,1.6931341419219972,3120.0,1,1,0,250.0,250.0,0.0,,False,False
778,2025-12-31,2025-12,q4_2025,test,2025-12-31T16:28:00+00:00,CALL,SPXW-20251231-06845.000-C,1.7355805168151857,3410.0,1,1,0,-190.0,-190.0,0.0,,False,False
779,2025-12-31,2025-12,q4_2025,test,2025-12-31T18:31:00+00:00,CALL,SPXW-20251231-06860.000-C,1.3501092920303346,2180.0,1,1,0,100.0,100.0,0.0,,False,False
780,2026-01-02,2026-01,q1_2026,test,2026-01-02T15:00:00+00:00,CALL,SPXW-20260102-06860.000-C,1.8004524240493773,3120.0,1,1,0,190.0,190.0,0.0,,False,False
781,2026-01-02,2026-01,q1_2026,test,2026-01-02T15:12:00+00:00,PUT,SPXW-20260102-06890.000-P,2.269037140369415,1739.9999999999998,1,2,1,1930.0,3860.0,1930.0,,True,False
782,2026-01-02,2026-01,q1_2026,test,2026-01-02T15:25:00+00:00,PUT,SPXW-20260102-06865.000-P,1.9144389758110045,2430.0,1,1,0,-1230.0,-1230.0,0.0,,False,False
783,2026-01-02,2026-01,q1_2026,test,2026-01-02T15:37:00+00:00,PUT,SPXW-20260102-06865.000-P,2.0501435527801513,1240.0,1,2,1,530.0,1060.0,530.0,,True,False
784,2026-01-05,2026-01,q1_2026,test,2026-01-05T15:01:00+00:00,CALL,SPXW-20260105-06885.000-C,2.324012113571167,1760.0000000000002,1,2,1,480.0,960.0,480.0,,True,False
785,2026-01-05,2026-01,q1_2026,test,2026-01-05T15:27:00+00:00,CALL,SPXW-20260105-06875.000-C,1.741226775407791,3190.0,1,1,0,450.0,450.0,0.0,,False,False
786,2026-01-05,2026-01,q1_2026,test,2026-01-05T15:55:00+00:00,CALL,SPXW-20260105-06890.000-C,1.1455105671882628,2070.0,1,1,0,230.0,230.0,0.0,,False,False
787,2026-01-06,2026-01,q1_2026,test,2026-01-06T15:00:00+00:00,CALL,SPXW-20260106-06905.000-C,2.061860276222229,2460.0,1,2,1,250.0,500.0,250.0,,True,False
788,2026-01-06,2026-01,q1_2026,test,2026-01-06T15:19:00+00:00,CALL,SPXW-20260106-06900.000-C,1.4870967397689818,3210.0,1,1,0,-550.0,-550.0,0.0,,False,False
789,2026-01-06,2026-01,q1_2026,test,2026-01-06T15:55:00+00:00,CALL,SPXW-20260106-06885.000-C,1.613527459859848,3460.0,1,1,0,-270.0,-270.0,0.0,,False,False
790,2026-01-07,2026-01,q1_2026,test,2026-01-07T15:01:00+00:00,PUT,SPXW-20260107-06965.000-P,1.4643256196975707,2110.0,1,1,0,290.0,290.0,0.0,,False,False
791,2026-01-07,2026-01,q1_2026,test,2026-01-07T15:28:00+00:00,CALL,SPXW-20260107-06925.000-C,2.138692093849182,2080.0,1,2,1,560.0,1120.0,560.0,,True,False
792,2026-01-07,2026-01,q1_2026,test,2026-01-07T15:38:00+00:00,PUT,SPXW-20260107-06980.000-P,2.8883991966247557,3110.0,1,1,0,-160.0,-160.0,0.0,,False,False
793,2026-01-07,2026-01,q1_2026,test,2026-01-07T16:03:00+00:00,CALL,SPXW-20260107-06930.000-C,1.4344678649902343,2470.0,1,1,0,-470.0,-470.0,0.0,,False,False
794,2026-01-08,2026-01,q1_2026,test,2026-01-08T15:00:00+00:00,PUT,SPXW-20260108-06920.000-P,1.4569066891670226,1830.0,1,1,0,-940.0,-940.0,0.0,,False,False
795,2026-01-08,2026-01,q1_2026,test,2026-01-08T15:25:00+00:00,CALL,SPXW-20260108-06895.000-C,0.9657539258003234,3100.0,1,1,0,-50.0,-50.0,0.0,,False,False
796,2026-01-09,2026-01,q1_2026,test,2026-01-09T15:02:00+00:00,CALL,SPXW-20260109-06935.000-C,1.2989912161827086,1789.9999999999998,1,1,0,-910.0,-910.0,0.0,,False,False
797,2026-01-09,2026-01,q1_2026,test,2026-01-09T15:27:00+00:00,CALL,SPXW-20260109-06945.000-C,2.284089995384216,1610.0000000000002,1,1,0,250.0,250.0,0.0,,False,False
798,2026-01-09,2026-01,q1_2026,test,2026-01-09T15:56:00+00:00,CALL,SPXW-20260109-06910.000-C,1.342498851776123,3310.0,1,1,0,1790.0,1790.0,0.0,,False,False
799,2026-01-12,2026-01,q1_2026,test,2026-01-12T15:06:00+00:00,CALL,SPXW-20260112-06935.000-C,1.3461682329177855,2730.0,1,1,0,-10.0,-10.0,0.0,,False,False
800,2026-01-12,2026-01,q1_2026,test,2026-01-12T15:33:00+00:00,PUT,SPXW-20260112-06960.000-P,2.2514329681396483,980.0,1,1,0,-150.0,-150.0,0.0,,False,False
801,2026-01-12,2026-01,q1_2026,test,2026-01-12T15:53:00+00:00,CALL,SPXW-20260112-06950.000-C,1.990552319049835,1450.0,1,1,0,790.0,790.0,0.0,,False,False
802,2026-01-12,2026-01,q1_2026,test,2026-01-12T18:43:00+00:00,CALL,SPXW-20260112-06945.000-C,0.9392851719856261,3090.0,1,1,0,110.0,110.0,0.0,,False,False
803,2026-01-13,2026-01,q1_2026,test,2026-01-13T15:01:00+00:00,PUT,SPXW-20260113-06990.000-P,1.8420997986793517,2360.0,1,1,0,1440.0,1440.0,0.0,,False,False
804,2026-01-13,2026-01,q1_2026,test,2026-01-13T15:26:00+00:00,PUT,SPXW-20260113-06980.000-P,1.2248560318946837,3360.0,1,1,0,-880.0,-880.0,0.0,,False,False
805,2026-01-13,2026-01,q1_2026,test,2026-01-13T15:55:00+00:00,CALL,SPXW-20260113-06935.000-C,1.1274032125473021,2860.0,1,1,0,160.0,160.0,0.0,,False,False
806,2026-01-13,2026-01,q1_2026,test,2026-01-13T16:27:00+00:00,PUT,SPXW-20260113-06970.000-P,2.017133427619934,1610.0000000000002,1,2,1,-870.0,-1740.0,-870.0,,True,False
807,2026-01-14,2026-01,q1_2026,test,2026-01-14T15:00:00+00:00,PUT,SPXW-20260114-06910.000-P,1.1026108989715575,1800.0,1,1,0,-110.0,-110.0,0.0,,False,False
808,2026-01-14,2026-01,q1_2026,test,2026-01-14T15:17:00+00:00,CALL,SPXW-20260114-06910.000-C,1.723728133201599,2370.0,1,1,0,-480.0,-480.0,0.0,,False,False
809,2026-01-14,2026-01,q1_2026,test,2026-01-14T15:28:00+00:00,PUT,SPXW-20260114-06915.000-P,2.2517414817810057,1020.0,1,1,0,810.0,810.0,0.0,,False,False
810,2026-01-14,2026-01,q1_2026,test,2026-01-14T15:43:00+00:00,PUT,SPXW-20260114-06910.000-P,2.7271135578155516,1180.0,1,1,0,1290.0,1290.0,0.0,,False,False
811,2026-01-15,2026-01,q1_2026,test,2026-01-15T15:01:00+00:00,PUT,SPXW-20260115-06995.000-P,1.8815075883865355,3240.0,1,1,0,120.0,120.0,0.0,,False,False
812,2026-01-15,2026-01,q1_2026,test,2026-01-15T15:23:00+00:00,CALL,SPXW-20260115-06935.000-C,0.6188045272827147,3500.0,1,1,0,420.0,420.0,0.0,,False,False
813,2026-01-15,2026-01,q1_2026,test,2026-01-15T15:48:00+00:00,PUT,SPXW-20260115-06965.000-P,2.7573250064849852,1150.0,1,2,1,-410.0,-820.0,-410.0,,True,False
814,2026-01-16,2026-01,q1_2026,test,2026-01-16T15:00:00+00:00,PUT,SPXW-20260116-06975.000-P,0.7943213710784911,3340.0,1,1,0,-10.0,-10.0,0.0,,False,False
815,2026-01-16,2026-01,q1_2026,test,2026-01-16T15:25:00+00:00,PUT,SPXW-20260116-06960.000-P,3.0556934604644774,1630.0,1,1,0,1720.0,1720.0,0.0,,False,False
816,2026-01-20,2026-01,q1_2026,test,2026-01-20T15:05:00+00:00,CALL,SPXW-20260120-06820.000-C,0.68968350982666,3429.9999999999995,1,1,0,1140.0,1140.0,0.0,,False,False
817,2026-01-20,2026-01,q1_2026,test,2026-01-20T15:30:00+00:00,CALL,SPXW-20260120-06845.000-C,1.7118572721481322,2650.0,1,1,0,250.0,250.0,0.0,,False,False
818,2026-01-20,2026-01,q1_2026,test,2026-01-20T15:56:00+00:00,PUT,SPXW-20260120-06880.000-P,1.140741539955139,2930.0,1,1,0,-240.0,-240.0,0.0,,False,False
819,2026-01-20,2026-01,q1_2026,test,2026-01-20T16:21:00+00:00,CALL,SPXW-20260120-06840.000-C,2.1260172853469848,2590.0,1,2,1,120.0,240.0,120.0,,True,False
820,2026-01-21,2026-01,q1_2026,test,2026-01-21T18:30:00+00:00,CALL,SPXW-20260121-06810.000-C,1.5329173336029052,2310.0,1,1,0,220.0,220.0,0.0,,False,False
821,2026-01-21,2026-01,q1_2026,test,2026-01-21T18:55:00+00:00,PUT,SPXW-20260121-06840.000-P,2.521430564880371,1140.0,1,2,1,510.0,1020.0,510.0,,True,False
822,2026-01-21,2026-01,q1_2026,test,2026-01-21T19:19:00+00:00,CALL,SPXW-20260121-06800.000-C,1.0392490158081054,2710.0,1,1,0,3620.0,3620.0,0.0,,False,False
823,2026-01-21,2026-01,q1_2026,test,2026-01-21T19:34:00+00:00,CALL,SPXW-20260121-06870.000-C,2.157953692436218,880.0000000000001,1,2,1,1250.0,2500.0,1250.0,,True,False
824,2026-01-22,2026-01,q1_2026,test,2026-01-22T15:00:00+00:00,PUT,SPXW-20260122-06925.000-P,1.5132015476226806,2870.0,1,1,0,520.0,520.0,0.0,,False,False
825,2026-01-22,2026-01,q1_2026,test,2026-01-22T15:28:00+00:00,CALL,SPXW-20260122-06880.000-C,0.4273279438018798,3279.9999999999995,1,1,0,380.0,380.0,0.0,,False,False
826,2026-01-22,2026-01,q1_2026,test,2026-01-22T15:42:00+00:00,CALL,SPXW-20260122-06885.000-C,1.6889222393035888,3200.0,1,1,0,70.0,70.0,0.0,,False,False
827,2026-01-22,2026-01,q1_2026,test,2026-01-22T16:11:00+00:00,CALL,SPXW-20260122-06890.000-C,0.9952825436592101,3120.0,1,1,0,250.0,250.0,0.0,,False,False
828,2026-01-23,2026-01,q1_2026,test,2026-01-23T15:02:00+00:00,CALL,SPXW-20260123-06885.000-C,1.1573615798950194,3210.0,1,1,0,0.0,0.0,0.0,,False,False
829,2026-01-23,2026-01,q1_2026,test,2026-01-23T15:29:00+00:00,CALL,SPXW-20260123-06890.000-C,1.3148433694839476,2960.0,1,1,0,230.0,230.0,0.0,,False,False
830,2026-01-23,2026-01,q1_2026,test,2026-01-23T16:17:00+00:00,CALL,SPXW-20260123-06900.000-C,1.6847614774703978,2970.0,1,1,0,-40.0,-40.0,0.0,,False,False
831,2026-01-26,2026-01,q1_2026,test,2026-01-26T15:14:00+00:00,CALL,SPXW-20260126-06920.000-C,1.1700502166748046,3150.0,1,1,0,170.0,170.0,0.0,,False,False
832,2026-01-26,2026-01,q1_2026,test,2026-01-26T15:51:00+00:00,CALL,SPXW-20260126-06925.000-C,0.7654376754760741,3030.0,1,1,0,-120.0,-120.0,0.0,,False,False
833,2026-01-27,2026-01,q1_2026,test,2026-01-27T15:06:00+00:00,CALL,SPXW-20260127-06940.000-C,1.4057536849975585,3150.0,1,1,0,350.0,350.0,0.0,,False,False
834,2026-01-27,2026-01,q1_2026,test,2026-01-27T15:23:00+00:00,CALL,SPXW-20260127-06945.000-C,1.3992901573181151,3080.0,1,1,0,850.0,850.0,0.0,,False,False
835,2026-01-27,2026-01,q1_2026,test,2026-01-27T15:53:00+00:00,CALL,SPXW-20260127-06950.000-C,1.0828002223968505,3379.9999999999995,1,1,0,280.0,280.0,0.0,,False,False
836,2026-01-27,2026-01,q1_2026,test,2026-01-27T16:18:00+00:00,CALL,SPXW-20260127-06955.000-C,1.2456645498275756,3210.0,1,1,0,90.0,90.0,0.0,,False,False
837,2026-01-28,2026-01,q1_2026,test,2026-01-28T15:01:00+00:00,PUT,SPXW-20260128-07025.000-P,0.9224580059051513,3410.0,1,1,0,790.0,790.0,0.0,,False,False
838,2026-01-28,2026-01,q1_2026,test,2026-01-28T15:26:00+00:00,PUT,SPXW-20260128-07020.000-P,1.1096641550064086,3379.9999999999995,1,1,0,460.0,460.0,0.0,,False,False
839,2026-01-28,2026-01,q1_2026,test,2026-01-28T15:47:00+00:00,PUT,SPXW-20260128-07015.000-P,1.059124542236328,3520.0000000000005,1,1,0,310.0,310.0,0.0,,False,False
840,2026-01-29,2026-01,q1_2026,test,2026-01-29T15:00:00+00:00,PUT,SPXW-20260129-06955.000-P,1.325675977230072,2730.0,1,1,0,860.0,860.0,0.0,,False,False
841,2026-01-29,2026-01,q1_2026,test,2026-01-29T15:11:00+00:00,CALL,SPXW-20260129-06905.000-C,0.8717563281059264,3200.0,1,1,0,30.0,30.0,0.0,,False,False
842,2026-01-29,2026-01,q1_2026,test,2026-01-29T15:27:00+00:00,PUT,SPXW-20260129-06950.000-P,1.1175910959243773,3300.0,1,1,0,3580.0,3580.0,0.0,,False,False
843,2026-01-29,2026-01,q1_2026,test,2026-01-29T18:30:00+00:00,PUT,SPXW-20260129-06955.000-P,1.4800546894073485,2430.0,1,1,0,80.0,80.0,0.0,,False,False
844,2026-01-29,2026-01,q1_2026,test,2026-01-29T18:37:00+00:00,CALL,SPXW-20260129-06920.000-C,1.986814332962036,1620.0,1,1,0,340.0,340.0,0.0,,False,False
845,2026-01-29,2026-01,q1_2026,test,2026-01-29T19:29:00+00:00,CALL,SPXW-20260129-06920.000-C,2.296937120914459,2440.0,1,2,1,-590.0,-1180.0,-590.0,,True,False
846,2026-01-30,2026-01,q1_2026,test,2026-01-30T15:02:00+00:00,PUT,SPXW-20260130-06975.000-P,1.349356246948242,3450.0,1,1,0,-620.0,-620.0,0.0,,False,False
847,2026-01-30,2026-01,q1_2026,test,2026-01-30T15:28:00+00:00,PUT,SPXW-20260130-06975.000-P,1.4702006111145018,3420.0000000000005,1,1,0,400.0,400.0,0.0,,False,False
848,2026-02-02,2026-02,q1_2026,test,2026-02-02T19:05:00+00:00,CALL,SPXW-20260202-06965.000-C,1.89213450050354,2510.0,1,1,0,-10.0,-10.0,0.0,,False,False
849,2026-02-03,2026-02,q1_2026,test,2026-02-03T15:00:00+00:00,PUT,SPXW-20260203-06970.000-P,1.6595420668125151,2040.0,1,1,0,610.0,610.0,0.0,,False,False
850,2026-02-03,2026-02,q1_2026,test,2026-02-03T15:16:00+00:00,CALL,SPXW-20260203-06925.000-C,0.9608183631896972,2700.0,1,1,0,120.0,120.0,0.0,,False,False
851,2026-02-03,2026-02,q1_2026,test,2026-02-03T15:31:00+00:00,PUT,SPXW-20260203-06975.000-P,1.9778791198730468,3520.0000000000005,1,1,0,500.0,500.0,0.0,,False,False
852,2026-02-03,2026-02,q1_2026,test,2026-02-03T16:04:00+00:00,PUT,SPXW-20260203-06975.000-P,2.520932508468628,3020.0,1,1,0,1280.0,1280.0,0.0,,False,False
853,2026-02-04,2026-02,q1_2026,test,2026-02-04T15:01:00+00:00,PUT,SPXW-20260204-06900.000-P,1.2426837215423583,2450.0,1,1,0,-1350.0,-1350.0,0.0,,False,False
854,2026-02-04,2026-02,q1_2026,test,2026-02-04T15:26:00+00:00,PUT,SPXW-20260204-06945.000-P,2.2736836204528807,2840.0,1,1,0,2010.0,2010.0,0.0,,False,False
855,2026-02-04,2026-02,q1_2026,test,2026-02-04T15:38:00+00:00,CALL,SPXW-20260204-06880.000-C,1.9692918190956115,3200.0,1,1,0,460.0,460.0,0.0,,False,False
856,2026-02-04,2026-02,q1_2026,test,2026-02-04T16:02:00+00:00,PUT,SPXW-20260204-06925.000-P,2.6020862588882445,3140.0,1,1,0,590.0,590.0,0.0,,False,False
857,2026-02-04,2026-02,q1_2026,test,2026-02-04T16:19:00+00:00,PUT,SPXW-20260204-06900.000-P,2.988529635429382,2140.0,1,2,1,30.0,60.0,30.0,,True,False
858,2026-02-05,2026-02,q1_2026,test,2026-02-05T15:57:00+00:00,PUT,SPXW-20260205-06795.000-P,1.5383522043228148,2680.0,1,1,0,60.0,60.0,0.0,,False,False
859,2026-02-05,2026-02,q1_2026,test,2026-02-05T16:15:00+00:00,CALL,SPXW-20260205-06765.000-C,0.4717604646682738,3220.0000000000005,1,1,0,3260.0,3260.0,0.0,,False,False
860,2026-02-05,2026-02,q1_2026,test,2026-02-05T18:30:00+00:00,CALL,SPXW-20260205-06785.000-C,0.8665981719493865,3400.0,1,1,0,-240.0,-240.0,0.0,,False,False
861,2026-02-05,2026-02,q1_2026,test,2026-02-05T18:46:00+00:00,PUT,SPXW-20260205-06835.000-P,2.732283664703369,2760.0,1,2,1,1010.0,2020.0,1010.0,,True,False
862,2026-02-05,2026-02,q1_2026,test,2026-02-05T19:01:00+00:00,PUT,SPXW-20260205-06830.000-P,2.3983418474197387,2820.0,1,2,1,-1480.0,-2960.0,-1480.0,,True,False
863,2026-02-05,2026-02,q1_2026,test,2026-02-05T19:16:00+00:00,CALL,SPXW-20260205-06795.000-C,0.9413464794158934,3510.0,1,1,0,500.0,500.0,0.0,,False,False
864,2026-02-05,2026-02,q1_2026,test,2026-02-05T19:44:00+00:00,PUT,SPXW-20260205-06835.000-P,2.8566889295578,2510.0,1,2,1,320.0,640.0,320.0,,True,False
865,2026-02-09,2026-02,q1_2026,test,2026-02-09T15:12:00+00:00,CALL,SPXW-20260209-06910.000-C,1.6660620400905608,3190.0,1,1,0,580.0,580.0,0.0,,False,False
866,2026-02-09,2026-02,q1_2026,test,2026-02-09T18:32:00+00:00,CALL,SPXW-20260209-06960.000-C,2.1427207717895507,1070.0,1,2,1,200.0,400.0,200.0,,True,False
867,2026-02-09,2026-02,q1_2026,test,2026-02-09T19:04:00+00:00,CALL,SPXW-20260209-06940.000-C,1.3594057688713073,3279.9999999999995,1,1,0,700.0,700.0,0.0,,False,False
868,2026-02-10,2026-02,q1_2026,test,2026-02-10T15:01:00+00:00,CALL,SPXW-20260210-06950.000-C,1.585840565919876,3229.9999999999995,1,1,0,130.0,130.0,0.0,,False,False
869,2026-02-10,2026-02,q1_2026,test,2026-02-10T15:26:00+00:00,CALL,SPXW-20260210-06950.000-C,0.9742707440853118,3100.0,1,1,0,130.0,130.0,0.0,,False,False
870,2026-02-11,2026-02,q1_2026,test,2026-02-11T15:00:00+00:00,PUT,SPXW-20260211-06985.000-P,0.7841761837005614,2860.0,1,1,0,2920.0,2920.0,0.0,,False,False
871,2026-02-11,2026-02,q1_2026,test,2026-02-11T15:29:00+00:00,PUT,SPXW-20260211-06925.000-P,2.4934888610839847,2060.0,1,2,1,-1030.0,-2060.0,-1030.0,,True,False
872,2026-02-11,2026-02,q1_2026,test,2026-02-11T16:26:00+00:00,PUT,SPXW-20260211-06955.000-P,2.6640148887634276,1360.0,1,2,1,740.0,1480.0,740.0,,True,False
873,2026-02-11,2026-02,q1_2026,test,2026-02-11T18:41:00+00:00,PUT,SPXW-20260211-06950.000-P,2.590484930038452,1090.0,1,2,1,-330.0,-660.0,-330.0,,True,False
874,2026-02-11,2026-02,q1_2026,test,2026-02-11T19:19:00+00:00,CALL,SPXW-20260211-06925.000-C,1.5840142498016356,2930.0,1,1,0,310.0,310.0,0.0,,False,False
875,2026-02-12,2026-02,q1_2026,test,2026-02-12T15:00:00+00:00,PUT,SPXW-20260212-06970.000-P,1.1299057731628417,2700.0,1,1,0,-210.0,-210.0,0.0,,False,False
876,2026-02-12,2026-02,q1_2026,test,2026-02-12T15:26:00+00:00,PUT,SPXW-20260212-06980.000-P,1.5880406627655028,3170.0,1,1,0,2610.0,2610.0,0.0,,False,False
877,2026-02-13,2026-02,q1_2026,test,2026-02-13T15:00:00+00:00,CALL,SPXW-20260213-06810.000-C,1.005480719566345,3360.0,1,1,0,1270.0,1270.0,0.0,,False,False
878,2026-02-13,2026-02,q1_2026,test,2026-02-13T15:20:00+00:00,CALL,SPXW-20260213-06820.000-C,1.7459926137924193,3160.0,1,1,0,1860.0,1860.0,0.0,,False,False
879,2026-02-13,2026-02,q1_2026,test,2026-02-13T15:51:00+00:00,CALL,SPXW-20260213-06830.000-C,2.1993964443206786,2680.0,1,2,1,690.0,1380.0,690.0,,True,False
880,2026-02-13,2026-02,q1_2026,test,2026-02-13T16:12:00+00:00,PUT,SPXW-20260213-06860.000-P,2.9930722246170043,2410.0,1,2,1,400.0,800.0,400.0,,True,False
881,2026-02-13,2026-02,q1_2026,test,2026-02-13T18:30:00+00:00,CALL,SPXW-20260213-06860.000-C,1.499756170272827,1970.0,1,1,0,270.0,270.0,0.0,,False,False
882,2026-02-13,2026-02,q1_2026,test,2026-02-13T18:45:00+00:00,CALL,SPXW-20260213-06850.000-C,1.2929312715530394,2370.0,1,1,0,-230.0,-230.0,0.0,,False,False
883,2026-02-13,2026-02,q1_2026,test,2026-02-13T20:29:00+00:00,CALL,SPXW-20260213-06805.000-C,2.2451276907920836,2110.0,1,2,1,-170.0,-340.0,-170.0,,True,False
884,2026-02-17,2026-02,q1_2026,test,2026-02-17T15:03:00+00:00,CALL,SPXW-20260217-06775.000-C,1.3251584300994872,3210.0,1,1,0,840.0,840.0,0.0,,False,False
885,2026-02-17,2026-02,q1_2026,test,2026-02-17T15:28:00+00:00,PUT,SPXW-20260217-06810.000-P,2.0265452394485473,3200.0,1,1,0,960.0,960.0,0.0,,False,False
886,2026-02-17,2026-02,q1_2026,test,2026-02-17T15:47:00+00:00,CALL,SPXW-20260217-06765.000-C,1.513021094560623,3490.0,1,1,0,3780.0,3780.0,0.0,,False,False
887,2026-02-18,2026-02,q1_2026,test,2026-02-18T18:34:00+00:00,CALL,SPXW-20260218-06875.000-C,1.9183646569252013,2160.0,1,1,0,-110.0,-110.0,0.0,,False,False
888,2026-02-18,2026-02,q1_2026,test,2026-02-18T18:44:00+00:00,CALL,SPXW-20260218-06870.000-C,0.8257491121292113,2150.0,1,1,0,30.0,30.0,0.0,,False,False
