null,member,horizon_minutes,sign,n_sessions,measured_raw_ic,excess,excess_se,excess_maxT_p,sign_stable_folds,control_excess,control_maxT_p,passes,fold0_mean_excess,fold1_mean_excess,fold2_mean_excess,fold3_mean_excess,fold4_mean_excess
zero_drift_wild,omar_clipped_neg3_pos3|15m|+,15,+,213,-0.32455748695220465,-0.018164403483824185,0.011187877902041373,1.0,4,0.011556142415848186,0.7174641267936603,False,-0.00827864578245514,-0.04461567433484312,0.0005258599250812302,-0.055011268344616865,-0.0032495788718957825
zero_drift_wild,omar_clipped_neg3_pos3|15m|-,15,-,213,0.32455748695220465,0.018164403483824185,0.011187877902041373,0.18829058547072647,4,-0.011556142415848186,1.0,False,0.00827864578245514,0.04461567433484312,-0.0005258599250812302,0.055011268344616865,0.0032495788718957825
zero_drift_wild,omar_clipped_neg3_pos3|30m|+,30,+,213,-0.4187646029320599,-0.017601617267970965,0.014239497164619482,1.0,3,0.010044417514395314,0.9104044797760112,False,-0.017989520542876652,-0.07876363831857508,0.014276895313053553,-0.03489769288498745,0.0072132554488370405
zero_drift_wild,omar_clipped_neg3_pos3|30m|-,30,-,213,0.4187646029320599,0.017601617267970965,0.014239497164619482,0.36328183590820456,3,-0.010044417514395314,1.0,False,0.017989520542876652,0.07876363831857508,-0.014276895313053553,0.03489769288498745,-0.0072132554488370405
zero_drift_wild,omar_clipped_neg3_pos3|60m|+,60,+,213,-0.5217198901738914,-0.018726733682341644,0.016092093958767047,1.0,5,0.024644491090390786,0.46122693865306735,False,-0.02679881090347896,-0.07181191880746668,-0.004411007954261655,-0.005171302227513361,-0.004919741371228053
zero_drift_wild,omar_clipped_neg3_pos3|60m|-,60,-,213,0.5217198901738914,0.018726733682341644,0.016092093958767047,0.4033298335083246,5,-0.024644491090390786,1.0,False,0.02679881090347896,0.07181191880746668,0.004411007954261655,0.005171302227513361,0.004919741371228053
permuted_time_wild,omar_clipped_neg3_pos3|15m|+,15,+,213,-0.32455748695220465,-0.058212177598112376,0.011388593415553018,1.0,5,-0.0008044935480543241,1.0,False,-0.041063462706934825,-0.09634162926239445,-0.044829943960561294,-0.08919996847057635,-0.03844105176994403
permuted_time_wild,omar_clipped_neg3_pos3|15m|-,15,-,213,0.32455748695220465,0.058212177598112376,0.011388593415553018,4.999750012499375e-05,5,0.0008044935480543241,1.0,True,0.041063462706934825,0.09634162926239445,0.044829943960561294,0.08919996847057635,0.03844105176994403
permuted_time_wild,omar_clipped_neg3_pos3|30m|+,30,+,213,-0.4187646029320599,-0.06707749516703072,0.014426772696664378,1.0,5,-0.004020551831272286,1.0,False,-0.06260201032221921,-0.1401691797491719,-0.03851585903418864,-0.07963755042605623,-0.03813705672542478
permuted_time_wild,omar_clipped_neg3_pos3|30m|-,30,-,213,0.4187646029320599,0.06707749516703072,0.014426772696664378,4.999750012499375e-05,5,0.004020551831272286,0.9987500624968751,True,0.06260201032221921,0.1401691797491719,0.03851585903418864,0.07963755042605623,0.03813705672542478
permuted_time_wild,omar_clipped_neg3_pos3|60m|+,60,+,213,-0.5217198901738914,-0.07537743281568099,0.01616492326885921,1.0,5,0.00644130180175553,0.9947002649867507,False,-0.08193105095341598,-0.14242215569105993,-0.05479675804306456,-0.05975142614648432,-0.05987809410045235
permuted_time_wild,omar_clipped_neg3_pos3|60m|-,60,-,213,0.5217198901738914,0.07537743281568099,0.01616492326885921,4.999750012499375e-05,5,-0.00644130180175553,1.0,True,0.08193105095341598,0.14242215569105993,0.05479675804306456,0.05975142614648432,0.05987809410045235
