session,status,neural_rows,expected_decision_minutes,early_close_session,report_only_reason,ladder_shape_ok_share,tradable_minute_share,mean_tradable_candidates,min_tradable_candidates,near_atm_tradable_share,label_total_cell_count,label_candidate_cell_count,label_finite_share,label_nonzero_share,label_positive_share,label_negative_share,label_spot_sample_count,label_spot_match_count,label_spot_mismatch_count,entry_quote_match_count,entry_quote_mismatch_count,entry_quote_missing_count,entry_quote_match_share,entry_quote_sweep_match_count,entry_quote_sweep_mismatch_count,entry_quote_sweep_missing_count,entry_quote_sweep_stale_count,entry_quote_sweep_match_share,ladder_quote_sweep_match_count,ladder_quote_sweep_mismatch_count,ladder_quote_sweep_match_share,label_fee_model,feature_contract_version,decision_grid,context_lag_exact_one_minute_share,future_context_row_count,opening_no_leading_backfill,context_reconstruction_match_share,context_reconstruction_mismatch_count,context_window_sample_match_share,vix_close_finite_share,failed_checks,record_hash
2024-11-01,pass,360,360,False,,1.0,1.0,26.625,9,0.950462962962963,105840,67095,1.0,0.9936358894105373,0.3342275877487145,0.6594083016618227,36,36,0,36,0,0,1.0,9585,0,0,0,1.0,9585,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,da4cba5c6cc33128add85f75a0855d6860480dda1ea11e44bfc098514c2481af
2024-11-04,pass,360,360,False,,1.0,1.0,26.994444444444444,14,0.953395061728395,105840,68026,1.0,0.9924734660276953,0.29368182753653016,0.6987916384911651,36,36,0,36,0,0,1.0,9718,0,0,0,1.0,9718,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,f6b9c10dc551125436b5b8ddb2afb3ccae5ddc6e54918523d1eba908f7fe5b47
2024-11-05,pass,360,360,False,,1.0,1.0,26.880555555555556,14,0.9626543209876544,105840,67739,1.0,0.991157235861173,0.2826289139196032,0.7085283219415699,36,36,0,36,0,0,1.0,9677,0,0,0,1.0,9677,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,c64f26d0564512b759ecdf0fc15c00de22a71ff79d29f0b0918136db1b5973a3
2024-11-06,pass,360,360,False,,1.0,1.0,27.086111111111112,11,0.9603395061728395,105840,68257,1.0,0.9923084811814173,0.33800196316861275,0.6543065180128046,36,36,0,36,0,0,1.0,9751,0,0,0,1.0,9751,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9916666666666667,,3cd168cefcdc6b23ca3134c72396db59dfc619b3145fef4386f3e9c2769ffcdc
2024-11-07,pass,360,360,False,,1.0,1.0,31.691666666666666,12,0.9893518518518518,105840,79863,1.0,0.9846487109174461,0.24113794873721248,0.7435107621802336,36,36,0,36,0,0,1.0,11409,0,0,0,1.0,11409,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,1a1dce411bbd04ebb4f6f3d296510564daa50d8a26b6a77858a4aacbd8dda2f3
2024-11-08,pass,360,360,False,,1.0,1.0,20.011111111111113,10,0.8574074074074074,105840,50428,1.0,0.9881216784326168,0.2677282462124217,0.7203934322201951,36,36,0,36,0,0,1.0,7204,0,0,0,1.0,7204,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,2c373f00cea50bf167e336f6155bd5c1e59968f84bc9cb18766a005599a1d5be
2024-11-11,pass,360,360,False,,1.0,1.0,18.497222222222224,9,0.841358024691358,105840,46613,1.0,0.9891232059725827,0.25891918563490873,0.7302040203376741,36,36,0,36,0,0,1.0,6659,0,0,0,1.0,6659,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,c76d267f557223a4ab15e741840960477cc92dfe772a160c4655b3dae11d1613
2024-11-12,pass,360,360,False,,1.0,1.0,21.386111111111113,9,0.8878086419753086,105840,53893,1.0,0.9902584751266398,0.3482641530439946,0.6419943220826453,36,36,0,36,0,0,1.0,7699,0,0,0,1.0,7699,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,ca1f8fd2b5303bd93b739e180f15e1d306e2dc7b57f71138eb576a99e3c224ed
2024-11-13,pass,360,360,False,,1.0,1.0,20.6,9,0.861574074074074,105840,51912,1.0,0.9929110802897211,0.3179804284173216,0.6749306518723994,36,36,0,36,0,0,1.0,7416,0,0,0,1.0,7416,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,1ee1fedb516ac4b42d10af72261f18f771adf164b7d77165325f5784128a75af
2024-11-14,pass,360,360,False,,1.0,1.0,25.08888888888889,9,0.9530864197530864,105840,63224,1.0,0.9929457168163989,0.35665253701126154,0.6362931798051373,36,36,0,36,0,0,1.0,9032,0,0,0,1.0,9032,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,01158c0806e6d0592fd823387e80e49710c5e56a8331f4bbd5ab51a9df135e6d
