Loading data from: /root/.cache/autoresearch-trading/features/data.pt
Loaded 382920 1-min bars, 70 features, 8 actions
  ~981 trading days
Training:   up to idx 268019
Validation: idx 268020-382919
  Option P&L coverage: 296720/382920 (77%)
Parameters: 147,496
Architecture: v4 simplified two-head (gate+dir) + position state + capital preservation
Training from scratch (v4: no warm-start).

Budget: 240s | Batch: 128 | Lookback: 120
LR: 0.0003 | Depth: 3 | d_model: 64 | ff_mult: 3
Dropout: 0.15 | Weight decay: 0.05
False entry penalty: 2.0x
Label smoothing: gate=0.05 dir=0.05

step 00000 (  0.0%) | loss: 3.992422 | trade:0.38 call:0.46 put:0.54 | ATM:0.34 OTM:0.66 | lr: 0.00e+00 | left: 240s
step 00050 (  0.4%) | loss: 3.459718 | trade:0.41 call:0.47 put:0.53 | ATM:0.34 OTM:0.66 | lr: 1.07e-05 | left: 239s
step 00100 (  0.8%) | loss: 3.469690 | trade:0.36 call:0.48 put:0.52 | ATM:0.34 OTM:0.66 | lr: 2.46e-05 | left: 238s
step 00150 (  1.3%) | loss: 3.365379 | trade:0.40 call:0.50 put:0.50 | ATM:0.34 OTM:0.66 | lr: 3.97e-05 | left: 237s
step 00200 (  1.8%) | loss: 3.340057 | trade:0.48 call:0.52 put:0.48 | ATM:0.35 OTM:0.65 | lr: 5.54e-05 | left: 236s
step 00250 (  2.4%) | loss: 3.211243 | trade:0.46 call:0.56 put:0.44 | ATM:0.35 OTM:0.65 | lr: 7.06e-05 | left: 234s
step 00300 (  2.9%) | loss: 3.134179 | trade:0.48 call:0.58 put:0.42 | ATM:0.32 OTM:0.68 | lr: 8.61e-05 | left: 233s
step 00350 (  3.4%) | loss: 3.076968 | trade:0.44 call:0.63 put:0.37 | ATM:0.32 OTM:0.68 | lr: 1.02e-04 | left: 232s
step 00400 (  3.7%) | loss: 3.039901 | trade:0.42 call:0.63 put:0.37 | ATM:0.33 OTM:0.67 | lr: 1.11e-04 | left: 231s
step 00450 (  3.9%) | loss: 3.070324 | trade:0.45 call:0.66 put:0.34 | ATM:0.32 OTM:0.68 | lr: 1.17e-04 | left: 231s
step 00500 (  4.1%) | loss: 3.006734 | trade:0.44 call:0.64 put:0.36 | ATM:0.33 OTM:0.67 | lr: 1.24e-04 | left: 230s
step 00550 (  4.3%) | loss: 2.971948 | trade:0.43 call:0.66 put:0.34 | ATM:0.33 OTM:0.67 | lr: 1.30e-04 | left: 230s
step 00600 (  4.6%) | loss: 2.951077 | trade:0.48 call:0.72 put:0.28 | ATM:0.32 OTM:0.68 | lr: 1.38e-04 | left: 229s
step 00650 (  4.8%) | loss: 2.924677 | trade:0.43 call:0.64 put:0.36 | ATM:0.32 OTM:0.68 | lr: 1.45e-04 | left: 228s
step 00700 (  5.0%) | loss: 2.962879 | trade:0.46 call:0.64 put:0.36 | ATM:0.33 OTM:0.67 | lr: 1.51e-04 | left: 228s
step 00750 (  5.3%) | loss: 2.905069 | trade:0.48 call:0.71 put:0.29 | ATM:0.30 OTM:0.70 | lr: 1.59e-04 | left: 227s
step 00800 (  5.5%) | loss: 2.836542 | trade:0.50 call:0.72 put:0.28 | ATM:0.33 OTM:0.67 | lr: 1.65e-04 | left: 227s
step 00850 (  5.7%) | loss: 2.799819 | trade:0.50 call:0.72 put:0.28 | ATM:0.31 OTM:0.69 | lr: 1.72e-04 | left: 226s
step 00900 (  5.9%) | loss: 2.800452 | trade:0.47 call:0.66 put:0.34 | ATM:0.33 OTM:0.67 | lr: 1.78e-04 | left: 226s
step 00950 (  6.1%) | loss: 2.750801 | trade:0.44 call:0.63 put:0.37 | ATM:0.32 OTM:0.68 | lr: 1.84e-04 | left: 225s
step 01000 (  6.3%) | loss: 2.805380 | trade:0.45 call:0.70 put:0.30 | ATM:0.32 OTM:0.68 | lr: 1.90e-04 | left: 225s
step 01050 (  6.5%) | loss: 2.694979 | trade:0.43 call:0.57 put:0.43 | ATM:0.36 OTM:0.64 | lr: 1.96e-04 | left: 224s
step 01100 (  6.7%) | loss: 2.707959 | trade:0.47 call:0.66 put:0.34 | ATM:0.35 OTM:0.65 | lr: 2.02e-04 | left: 224s
step 01150 (  6.9%) | loss: 2.637640 | trade:0.41 call:0.68 put:0.32 | ATM:0.33 OTM:0.67 | lr: 2.08e-04 | left: 223s
step 01200 (  7.1%) | loss: 2.568907 | trade:0.54 call:0.62 put:0.38 | ATM:0.32 OTM:0.68 | lr: 2.14e-04 | left: 223s
step 01250 (  7.4%) | loss: 2.538433 | trade:0.50 call:0.68 put:0.32 | ATM:0.34 OTM:0.66 | lr: 2.21e-04 | left: 222s
step 01300 (  7.6%) | loss: 2.510097 | trade:0.49 call:0.59 put:0.41 | ATM:0.35 OTM:0.65 | lr: 2.27e-04 | left: 222s
step 01350 (  7.8%) | loss: 2.489714 | trade:0.47 call:0.61 put:0.39 | ATM:0.32 OTM:0.68 | lr: 2.33e-04 | left: 221s
step 01400 (  8.0%) | loss: 2.466719 | trade:0.46 call:0.61 put:0.39 | ATM:0.36 OTM:0.64 | lr: 2.39e-04 | left: 221s
step 01450 (  8.2%) | loss: 2.465680 | trade:0.41 call:0.71 put:0.29 | ATM:0.35 OTM:0.65 | lr: 2.45e-04 | left: 220s
step 01500 (  8.4%) | loss: 2.457954 | trade:0.44 call:0.67 put:0.33 | ATM:0.33 OTM:0.67 | lr: 2.51e-04 | left: 220s
step 01550 (  8.6%) | loss: 2.406981 | trade:0.51 call:0.68 put:0.32 | ATM:0.33 OTM:0.67 | lr: 2.57e-04 | left: 219s
step 01600 (  8.8%) | loss: 2.389262 | trade:0.49 call:0.69 put:0.31 | ATM:0.36 OTM:0.64 | lr: 2.63e-04 | left: 219s
step 01650 (  9.0%) | loss: 2.414922 | trade:0.47 call:0.62 put:0.38 | ATM:0.35 OTM:0.65 | lr: 2.69e-04 | left: 218s
