session,status,neural_rows,expected_decision_minutes,early_close_session,report_only_reason,ladder_shape_ok_share,tradable_minute_share,mean_tradable_candidates,min_tradable_candidates,near_atm_tradable_share,label_total_cell_count,label_candidate_cell_count,label_finite_share,label_nonzero_share,label_positive_share,label_negative_share,label_spot_sample_count,label_spot_match_count,label_spot_mismatch_count,entry_quote_match_count,entry_quote_mismatch_count,entry_quote_missing_count,entry_quote_match_share,entry_quote_sweep_match_count,entry_quote_sweep_mismatch_count,entry_quote_sweep_missing_count,entry_quote_sweep_stale_count,entry_quote_sweep_match_share,ladder_quote_sweep_match_count,ladder_quote_sweep_mismatch_count,ladder_quote_sweep_match_share,label_fee_model,feature_contract_version,decision_grid,context_lag_exact_one_minute_share,future_context_row_count,opening_no_leading_backfill,context_reconstruction_match_share,context_reconstruction_mismatch_count,context_window_sample_match_share,vix_close_finite_share,failed_checks,record_hash
2025-01-02,pass,360,360,False,,1.0,1.0,31.57777777777778,20,0.995679012345679,105840,79576,1.0,0.9963808183371871,0.3407937066452197,0.6555871116919674,36,36,0,36,0,0,1.0,11368,0,0,0,1.0,11368,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,a4b7be6498b3fc9336fa5e4e21373672c1cf494a823a25392cd7b74214dbea90
2025-01-03,pass,360,360,False,,1.0,1.0,28.033333333333335,14,0.9686728395061729,105840,70644,1.0,0.9920021516335429,0.30578676179151804,0.6862153898420248,36,36,0,36,0,0,1.0,10092,0,0,0,1.0,10092,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,62cda587f7990ecdb8ae363ad61ff841a07cc6ebbc4b576dfeccae5433b7693d
2025-01-06,pass,360,360,False,,1.0,1.0,25.81388888888889,10,0.9467592592592593,105840,65051,1.0,0.9908687030176323,0.3817005119060429,0.6091681911115894,36,36,0,36,0,0,1.0,9293,0,0,0,1.0,9293,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,42afa28ad5e01579fa3629cc85d246fecfe5e28e7940b8a5b55d0bc076120dd4
2025-01-07,pass,360,360,False,,1.0,1.0,30.55,21,0.9964506172839506,105840,76986,1.0,0.9954537188579742,0.38866806951913335,0.6067856493388408,36,36,0,36,0,0,1.0,10998,0,0,0,1.0,10998,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,ec07b2a18a29885cf78a6f52e270d6fa2f4837eb59e9c9a434e97d45792a0aec
2025-01-08,pass,360,360,False,,1.0,1.0,31.51388888888889,15,0.9936728395061728,105840,79415,1.0,0.9950513127242964,0.2890260026443367,0.7060253100799597,36,36,0,36,0,0,1.0,11345,0,0,0,1.0,11345,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,dbf63d36c7ff9f1010aad05e772faf255279833562e9bf5e0a5485de241eafc6
2025-01-10,pass,360,360,False,,1.0,1.0,31.180555555555557,7,0.9904320987654321,105840,78575,1.0,0.9961947184218899,0.32976137448297804,0.6664333439389118,36,36,0,36,0,0,1.0,11225,0,0,0,1.0,11225,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,b814a0e5b0c834e715209a1607c39d62828bd8c790c46435364bd353e29eae3e
2025-01-13,pass,360,360,False,,1.0,1.0,30.447222222222223,18,0.9941358024691358,105840,76727,1.0,0.9939395519178386,0.3358530895251997,0.6580864623926388,36,36,0,36,0,0,1.0,10961,0,0,0,1.0,10961,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,92380fde8ec878e4ab0afcb9a6ec44194e3ee2464d4db1e785bdabf711824e7d
2025-01-14,pass,360,360,False,,1.0,1.0,30.913888888888888,22,0.9996913580246913,105840,77903,1.0,0.9956227616394747,0.35581428186334285,0.6398084797761319,36,36,0,36,0,0,1.0,11129,0,0,0,1.0,11129,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,904187a9d2d170b0f4ac4ede2a2ef101d888dca6f588338a9348fefd2a75a911
2025-01-15,pass,360,360,False,,1.0,1.0,29.205555555555556,15,0.9810185185185185,105840,73598,1.0,0.9918611918802142,0.30316041196771654,0.6887007799124977,36,36,0,36,0,0,1.0,10514,0,0,0,1.0,10514,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9944444444444445,,e2f926a3d8252d3eaf770e985bbb94312e1e1b1849aab831bd493ada425f3e23
2025-01-16,pass,360,360,False,,1.0,1.0,29.019444444444446,14,0.9814814814814815,105840,73129,1.0,0.9929439757141489,0.25482366776518206,0.7381203079489669,36,36,0,36,0,0,1.0,10447,0,0,0,1.0,10447,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,092e7d9a78fa2397d1cc5151576108ad2cecdff73b13768cbbf721ae5fd254cc
