Loading data from: /root/.cache/autoresearch-trading/features/data.pt
Loaded 384870 1-min bars, 32 features, 8 actions
  ~986 trading days
Training:   up to idx 269189
Validation: idx 269190-384869
  Option P&L coverage: 297877/384870 (77%)
Parameters: 146,330
Architecture: v4 simplified two-head (gate+dir) + balanced strike gating with enhanced PnL alignment and minimized drawdown penalty
Training from scratch (v4: no warm-start).
Day-sequential batching: 70% sequential, 30% random (batch=16)

Budget: 240s | Batch: 128 | Lookback: 120
LR: 0.00012 | Depth: 3 | d_model: 64 | ff_mult: 3
Dropout: 0.15 | Weight decay: 0.08
False entry penalty: 2.0x
Label smoothing: gate=0.05 dir=0.05
Loss weights: gate=1.0, dir=1.0, pnl=0.3, exit=0.5, etv=0.1
EV gate scale: 10.0

step 00000 (  0.0%) | loss: 0.000000 | trade:0.28 call:0.41 put:0.59 | ATM:0.25 OTM:0.75 | etv:-0.156 [seq] | lr: 0.00e+00 | left: 240s
step 00050 (  0.3%) | loss: 1.144034 | trade:0.26 call:0.43 put:0.57 | ATM:0.24 OTM:0.76 | etv:+0.160 [rnd] | lr: 3.28e-06 | left: 239s
step 00100 (  0.7%) | loss: 1.519115 | trade:0.26 call:0.43 put:0.57 | ATM:0.23 OTM:0.77 | etv:+0.140 [rnd] | lr: 8.61e-06 | left: 238s
step 00150 (  1.1%) | loss: 1.003308 | trade:0.27 call:0.45 put:0.55 | ATM:0.24 OTM:0.76 | etv:+0.324 [rnd] | lr: 1.30e-05 | left: 237s
step 00200 (  1.5%) | loss: 0.514567 | trade:0.25 call:0.49 put:0.51 | ATM:0.27 OTM:0.73 | etv:-0.168 [seq] | lr: 1.76e-05 | left: 236s
step 00250 (  1.9%) | loss: 1.136049 | trade:0.29 call:0.47 put:0.53 | ATM:0.25 OTM:0.75 | etv:+0.476 [rnd] | lr: 2.24e-05 | left: 235s
step 00300 (  2.3%) | loss: 1.228286 | trade:0.28 call:0.51 put:0.49 | ATM:0.30 OTM:0.70 | etv:+0.413 [seq] | lr: 2.76e-05 | left: 234s
step 00350 (  2.7%) | loss: 0.816468 | trade:0.31 call:0.44 put:0.56 | ATM:0.25 OTM:0.75 | etv:-0.207 [seq] | lr: 3.22e-05 | left: 234s
step 00400 (  3.1%) | loss: 1.183511 | trade:0.14 call:0.49 put:0.51 | ATM:0.28 OTM:0.72 | etv:-0.521 [seq] | lr: 3.72e-05 | left: 233s
step 00450 (  3.5%) | loss: 1.349126 | trade:0.34 call:0.54 put:0.46 | ATM:0.28 OTM:0.72 | etv:+0.550 [rnd] | lr: 4.25e-05 | left: 231s
step 00500 (  4.0%) | loss: 1.096042 | trade:0.15 call:0.59 put:0.41 | ATM:0.30 OTM:0.70 | etv:-0.288 [seq] | lr: 4.78e-05 | left: 230s
step 00550 (  4.4%) | loss: 0.623707 | trade:0.53 call:0.46 put:0.54 | ATM:0.21 OTM:0.79 | etv:+1.527 [seq] | lr: 5.25e-05 | left: 229s
step 00600 (  4.8%) | loss: 0.833441 | trade:0.43 call:0.51 put:0.49 | ATM:0.30 OTM:0.70 | etv:+0.541 [seq] | lr: 5.75e-05 | left: 228s
step 00650 (  5.2%) | loss: 1.009424 | trade:0.58 call:0.46 put:0.54 | ATM:0.28 OTM:0.72 | etv:+2.074 [seq] | lr: 6.27e-05 | left: 227s
step 00700 (  5.6%) | loss: 0.926424 | trade:0.33 call:0.61 put:0.39 | ATM:0.31 OTM:0.69 | etv:+0.800 [rnd] | lr: 6.78e-05 | left: 226s
step 00750 (  6.1%) | loss: 0.640355 | trade:0.24 call:0.64 put:0.36 | ATM:0.39 OTM:0.61 | etv:-0.315 [seq] | lr: 7.28e-05 | left: 225s
step 00800 (  6.5%) | loss: 0.845812 | trade:0.30 call:0.65 put:0.35 | ATM:0.35 OTM:0.65 | etv:+0.728 [rnd] | lr: 7.80e-05 | left: 224s
step 00850 (  6.9%) | loss: 0.691837 | trade:0.06 call:0.69 put:0.31 | ATM:0.47 OTM:0.53 | etv:-0.103 [seq] | lr: 8.31e-05 | left: 223s
step 00900 (  7.4%) | loss: 0.723116 | trade:0.02 call:0.59 put:0.41 | ATM:0.41 OTM:0.59 | etv:-0.916 [seq] | lr: 8.83e-05 | left: 222s
step 00950 (  7.8%) | loss: 0.455037 | trade:0.04 call:0.77 put:0.23 | ATM:0.46 OTM:0.54 | etv:-0.238 [seq] | lr: 9.30e-05 | left: 221s
step 01000 (  8.0%) | loss: 0.683179 | trade:0.28 call:0.66 put:0.34 | ATM:0.41 OTM:0.59 | etv:+0.433 [rnd] | lr: 9.57e-05 | left: 221s
step 01050 (  8.3%) | loss: 1.399725 | trade:0.39 call:0.73 put:0.27 | ATM:0.45 OTM:0.55 | etv:+0.209 [seq] | lr: 9.91e-05 | left: 220s
step 01100 (  8.6%) | loss: 0.923891 | trade:0.04 call:0.76 put:0.24 | ATM:0.53 OTM:0.47 | etv:-0.336 [seq] | lr: 1.03e-04 | left: 219s
step 01150 (  8.7%) | loss: 0.541448 | trade:0.01 call:0.78 put:0.22 | ATM:0.54 OTM:0.46 | etv:-1.411 [seq] | lr: 1.05e-04 | left: 219s
step 01200 (  9.0%) | loss: 0.452626 | trade:0.35 call:0.68 put:0.32 | ATM:0.46 OTM:0.54 | etv:+1.083 [rnd] | lr: 1.08e-04 | left: 218s
step 01250 (  9.2%) | loss: 0.436885 | trade:0.02 call:0.87 put:0.13 | ATM:0.52 OTM:0.48 | etv:-0.157 [seq] | lr: 1.10e-04 | left: 218s
step 01300 (  9.4%) | loss: 0.505448 | trade:0.06 call:0.89 put:0.11 | ATM:0.57 OTM:0.43 | etv:+0.050 [seq] | lr: 1.13e-04 | left: 217s
step 01350 (  9.6%) | loss: 0.504333 | trade:0.12 call:0.84 put:0.16 | ATM:0.59 OTM:0.41 | etv:+0.913 [seq] | lr: 1.15e-04 | left: 217s
step 01400 (  9.8%) | loss: 0.635602 | trade:0.23 call:0.66 put:0.34 | ATM:0.56 OTM:0.44 | etv:+0.447 [rnd] | lr: 1.18e-04 | left: 216s
step 01450 ( 10.0%) | loss: 0.629078 | trade:0.01 call:0.73 put:0.27 | ATM:0.67 OTM:0.33 | etv:-0.544 [seq] | lr: 1.20e-04 | left: 216s
step 01500 ( 10.2%) | loss: 0.449660 | trade:0.01 call:0.64 put:0.36 | ATM:0.51 OTM:0.49 | etv:-0.537 [seq] | lr: 1.20e-04 | left: 215s
step 01550 ( 10.4%) | loss: 0.348788 | trade:0.03 call:0.38 put:0.62 | ATM:0.61 OTM:0.39 | etv:-0.540 [seq] | lr: 1.20e-04 | left: 215s
step 01600 ( 10.6%) | loss: 0.340061 | trade:0.01 call:0.35 put:0.65 | ATM:0.72 OTM:0.28 | etv:-0.194 [seq] | lr: 1.20e-04 | left: 215s
step 01650 ( 10.8%) | loss: 0.430172 | trade:0.28 call:0.66 put:0.34 | ATM:0.59 OTM:0.41 | etv:+0.665 [rnd] | lr: 1.20e-04 | left: 214s
step 01700 ( 11.1%) | loss: 0.187319 | trade:0.80 call:0.15 put:0.85 | ATM:0.55 OTM:0.45 | etv:+1.245 [seq] | lr: 1.20e-04 | left: 213s
step 01750 ( 11.3%) | loss: 0.407598 | trade:0.62 call:0.92 put:0.08 | ATM:0.20 OTM:0.80 | etv:+0.393 [seq] | lr: 1.20e-04 | left: 213s
step 01800 ( 11.6%) | loss: 1.102084 | trade:0.40 call:0.50 put:0.50 | ATM:0.79 OTM:0.21 | etv:+0.967 [seq] | lr: 1.20e-04 | left: 212s
step 01850 ( 11.9%) | loss: 0.557923 | trade:0.03 call:0.55 put:0.45 | ATM:0.81 OTM:0.19 | etv:-0.527 [seq] | lr: 1.20e-04 | left: 211s
step 01900 ( 12.1%) | loss: 0.344468 | trade:0.01 call:0.65 put:0.35 | ATM:0.69 OTM:0.31 | etv:-0.207 [seq] | lr: 1.20e-04 | left: 211s
step 01950 ( 12.3%) | loss: 0.433835 | trade:0.02 call:0.57 put:0.43 | ATM:0.77 OTM:0.23 | etv:-0.140 [seq] | lr: 1.20e-04 | left: 210s
step 02000 ( 12.5%) | loss: 0.571706 | trade:0.02 call:0.67 put:0.33 | ATM:0.52 OTM:0.48 | etv:-0.448 [seq] | lr: 1.20e-04 | left: 210s
step 02050 ( 12.9%) | loss: 0.449068 | trade:0.28 call:0.71 put:0.29 | ATM:0.60 OTM:0.40 | etv:+0.417 [rnd] | lr: 1.20e-04 | left: 209s
step 02100 ( 13.3%) | loss: 0.578737 | trade:0.45 call:0.82 put:0.18 | ATM:0.42 OTM:0.58 | etv:+0.969 [seq] | lr: 1.20e-04 | left: 208s
step 02150 ( 13.8%) | loss: 0.474437 | trade:0.36 call:0.86 put:0.14 | ATM:0.68 OTM:0.32 | etv:+0.416 [seq] | lr: 1.20e-04 | left: 207s
step 02200 ( 14.2%) | loss: 0.395169 | trade:0.78 call:0.98 put:0.02 | ATM:0.50 OTM:0.50 | etv:+0.505 [seq] | lr: 1.20e-04 | left: 206s
step 02250 ( 14.6%) | loss: 0.380347 | trade:0.20 call:0.10 put:0.90 | ATM:0.90 OTM:0.10 | etv:-0.211 [seq] | lr: 1.20e-04 | left: 205s
step 02300 ( 15.0%) | loss: 0.581817 | trade:0.22 call:0.70 put:0.30 | ATM:0.63 OTM:0.37 | etv:+0.488 [rnd] | lr: 1.20e-04 | left: 204s
step 02350 ( 15.4%) | loss: 0.428979 | trade:0.09 call:0.40 put:0.60 | ATM:0.67 OTM:0.33 | etv:+0.121 [seq] | lr: 1.20e-04 | left: 203s
step 02400 ( 15.8%) | loss: 0.347950 | trade:0.98 call:0.02 put:0.98 | ATM:0.72 OTM:0.28 | etv:+11.682 [seq] | lr: 1.20e-04 | left: 202s
