session,status,neural_rows,expected_decision_minutes,early_close_session,report_only_reason,ladder_shape_ok_share,tradable_minute_share,mean_tradable_candidates,min_tradable_candidates,near_atm_tradable_share,label_total_cell_count,label_candidate_cell_count,label_finite_share,label_nonzero_share,label_positive_share,label_negative_share,label_spot_sample_count,label_spot_match_count,label_spot_mismatch_count,entry_quote_match_count,entry_quote_mismatch_count,entry_quote_missing_count,entry_quote_match_share,entry_quote_sweep_match_count,entry_quote_sweep_mismatch_count,entry_quote_sweep_missing_count,entry_quote_sweep_stale_count,entry_quote_sweep_match_share,ladder_quote_sweep_match_count,ladder_quote_sweep_mismatch_count,ladder_quote_sweep_match_share,label_fee_model,feature_contract_version,decision_grid,context_lag_exact_one_minute_share,future_context_row_count,opening_no_leading_backfill,context_reconstruction_match_share,context_reconstruction_mismatch_count,context_window_sample_match_share,vix_close_finite_share,failed_checks,record_hash
2025-05-01,pass,360,360,False,,1.0,0.9972222222222222,31.413888888888888,0,0.9828703703703704,105840,79163,1.0,0.9941386758965678,0.27245051349746724,0.7216881623991006,36,36,0,36,0,0,1.0,11309,0,0,0,1.0,11309,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,378c4dfd100149ab09ece4047cbc4521eac7bace2ea7d538c2442951d25894ef
2025-05-02,pass,360,360,False,,1.0,1.0,31.93888888888889,21,0.9933641975308642,105840,80486,1.0,0.9929180230102129,0.2435206122803966,0.7493974107298164,36,36,0,36,0,0,1.0,11498,0,0,0,1.0,11498,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,9b77b52b436fb084f8b017ed6d1fdbde9c947a0bb42d6bc96b2abf9d5069a100
2025-05-05,pass,360,360,False,,1.0,1.0,29.883333333333333,8,0.9810185185185185,105840,75306,1.0,0.9910631290999389,0.29265928345682946,0.6984038456431094,36,36,0,36,0,0,1.0,10758,0,0,0,1.0,10758,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,da7e21cdd7b57a4de0c7b9f08de0fc1b15ec54bded57f69871c955ea26997021
2025-05-06,pass,360,360,False,,1.0,1.0,31.416666666666668,14,0.9930555555555556,105840,79170,1.0,0.9938613111026904,0.2711633194391815,0.7226979916635089,36,36,0,36,0,0,1.0,11310,0,0,0,1.0,11310,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,eae5398631906de15701572133746595c6110599c6b9d3eb541c57a1a14934c6
2025-05-07,pass,360,360,False,,1.0,0.9972222222222222,29.538888888888888,0,0.9589506172839506,105840,74438,1.0,0.9945189285042586,0.2629570918079476,0.731561836696311,36,36,0,36,0,0,1.0,10634,0,0,0,1.0,10634,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9944444444444445,,2711d67fb333df574ad77864a97d2d8cd3d3bc51cc02721c81480cbd6757347d
2025-05-08,pass,360,360,False,,1.0,1.0,30.794444444444444,18,0.9822530864197531,105840,77602,1.0,0.9947295172804824,0.32256900595345483,0.6721605113270277,36,36,0,36,0,0,1.0,11086,0,0,0,1.0,11086,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,433f7c6027fe3a1b32b235abf9be0744acb56f7599c29bb752c01f17dbe9ae1c
2025-05-09,pass,360,360,False,,1.0,1.0,31.316666666666666,19,0.9932098765432099,105840,78918,1.0,0.9920043589548645,0.23306470006842545,0.7589396588864391,36,36,0,36,0,0,1.0,11274,0,0,0,1.0,11274,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,edc6b1bba9aa7536df1143ea8d908464f75ef7e39e4fe6832e053c6c263886f8
2025-05-12,pass,360,360,False,,1.0,1.0,26.269444444444446,15,0.8564814814814815,105840,66199,1.0,0.993353373918035,0.2803214550068732,0.7130319189111618,36,36,0,36,0,0,1.0,9457,0,0,0,1.0,9457,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,4ec1ff681d910258b6abfe6ed3e4980edfa57f79bdd15bed5953d4c5c78cfdff
2025-05-13,pass,360,360,False,,1.0,1.0,30.516666666666666,18,0.991358024691358,105840,76902,1.0,0.9911315700501937,0.2651556526488258,0.725975917401368,36,36,0,36,0,0,1.0,10986,0,0,0,1.0,10986,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,3fba64052d79c7683d7bda1aecfaebe508b3fab859f9a65932ffb8be9efc7ca1
2025-05-14,pass,360,360,False,,1.0,1.0,30.372222222222224,14,0.9887345679012346,105840,76538,1.0,0.9909979356659437,0.240795421881941,0.7502025137840027,36,36,0,36,0,0,1.0,10934,0,0,0,1.0,10934,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,c08a461ab91c1f9595664a5b68a761f61cdb0da3885ea8a5abfba6894d097f75
