session,status,neural_rows,expected_decision_minutes,early_close_session,report_only_reason,ladder_shape_ok_share,tradable_minute_share,mean_tradable_candidates,min_tradable_candidates,near_atm_tradable_share,label_total_cell_count,label_candidate_cell_count,label_finite_share,label_nonzero_share,label_positive_share,label_negative_share,label_spot_sample_count,label_spot_match_count,label_spot_mismatch_count,entry_quote_match_count,entry_quote_mismatch_count,entry_quote_missing_count,entry_quote_match_share,entry_quote_sweep_match_count,entry_quote_sweep_mismatch_count,entry_quote_sweep_missing_count,entry_quote_sweep_stale_count,entry_quote_sweep_match_share,ladder_quote_sweep_match_count,ladder_quote_sweep_mismatch_count,ladder_quote_sweep_match_share,label_fee_model,feature_contract_version,decision_grid,context_lag_exact_one_minute_share,future_context_row_count,opening_no_leading_backfill,context_reconstruction_match_share,context_reconstruction_mismatch_count,context_window_sample_match_share,vix_close_finite_share,failed_checks,record_hash
2025-03-03,pass,360,360,False,,1.0,0.9972222222222222,30.63888888888889,0,0.9569444444444445,45360,33090,1.0,0.9931097008159565,0.3967966152916289,0.5963130855243276,20,20,0,20,0,0,1.0,11030,0,0,0,1.0,11030,0,1.0,gross_no_fees,protocol101-live-v1,calendar_v2,1.0,0,True,1.0,0,1.0,0.9972222222222222,,1af3a32d26a5a82640e55a327388edf75f8338e4d429fe8667ead1b443ef22d4
2025-03-04,pass,360,360,False,,1.0,1.0,29.32777777777778,15,0.9234567901234568,45360,31674,1.0,0.9941592473321967,0.4143145797815243,0.5798446675506724,20,20,0,20,0,0,1.0,10558,0,0,0,1.0,10558,0,1.0,gross_no_fees,protocol101-live-v1,,1.0,0,True,1.0,0,1.0,0.9972222222222222,,f31f7e963ac14c4fca896851d87842f0284c7934ca6397b3c17e968cb2013015
2025-03-05,pass,360,360,False,,1.0,1.0,28.147222222222222,1,0.8802469135802469,45360,30399,1.0,0.9947695647883154,0.3829731241159249,0.6117964406723906,20,20,0,20,0,0,1.0,10133,0,0,0,1.0,10133,0,1.0,gross_no_fees,protocol101-live-v1,,1.0,0,True,1.0,0,1.0,0.9888888888888889,,1cd7a879a845d18173c5701ab239a97d595a7566bbfd0c6542832af3b16f893f
2025-03-06,pass,360,360,False,,1.0,1.0,28.96388888888889,2,0.9205246913580247,45360,31281,1.0,0.9944055496947029,0.4031201048559829,0.59128544483872,20,20,0,20,0,0,1.0,10427,0,0,0,1.0,10427,0,1.0,gross_no_fees,protocol101-live-v1,,1.0,0,True,1.0,0,1.0,0.9972222222222222,,7694947468a657754c324f8f78be92f80ff0d0db4e7113d7344b5ed7b99fb62a
2025-03-07,pass,360,360,False,,1.0,1.0,28.15,15,0.8621913580246914,45360,30402,1.0,0.9958884283928688,0.39471087428458657,0.6011775541082823,20,20,0,20,0,0,1.0,10134,0,0,0,1.0,10134,0,1.0,gross_no_fees,protocol101-live-v1,,1.0,0,True,1.0,0,1.0,0.9972222222222222,,e5ea91aae7aa81a38f6f2a07104a1af9791dd3a75a4e6aaba1ca8b3ee6ae7104
2025-03-10,pass,360,360,False,,1.0,1.0,29.73611111111111,2,0.9262345679012346,45360,32115,1.0,0.9921843375369765,0.4030203954538378,0.5891639420831387,20,20,0,20,0,0,1.0,10705,0,0,0,1.0,10705,0,1.0,gross_no_fees,protocol101-live-v1,,1.0,0,True,1.0,0,1.0,0.9972222222222222,,d422444c2947b57040a5e3c0dbb35eda021c75d66ed6df8464c91f2c1544859c
2025-03-11,pass,360,360,False,,1.0,1.0,28.40277777777778,20,0.8853395061728395,45360,30675,1.0,0.9956316218418908,0.4312306438467808,0.56440097799511,20,20,0,20,0,0,1.0,10225,0,0,0,1.0,10225,0,1.0,gross_no_fees,protocol101-live-v1,,1.0,0,True,1.0,0,1.0,0.9972222222222222,,9f108788fe3c5c0e8457d46b8d885036af250b200c6a8b210e715674dfd16d30
2025-03-12,pass,360,360,False,,1.0,1.0,30.319444444444443,23,0.9425925925925925,45360,32745,1.0,0.9936478851733089,0.4142617193464651,0.5793861658268438,20,20,0,20,0,0,1.0,10915,0,0,0,1.0,10915,0,1.0,gross_no_fees,protocol101-live-v1,,1.0,0,True,1.0,0,1.0,0.9944444444444445,,ce568e073ad9f339022826292121d78a120d2f065262de1745537ff1b9b1fa41
2025-03-13,pass,360,360,False,,1.0,1.0,30.772222222222222,14,0.9736111111111111,45360,33234,1.0,0.9940121562255522,0.4056087139676235,0.5884034422579286,20,20,0,20,0,0,1.0,11078,0,0,0,1.0,11078,0,1.0,gross_no_fees,protocol101-live-v1,,1.0,0,True,1.0,0,1.0,0.9972222222222222,,ed4bcec03f9513cb52cc08017b4d953e1d525ab08025923a736b8b88434127fe
2025-03-14,pass,360,360,False,,1.0,1.0,29.283333333333335,4,0.9015432098765432,45360,31626,1.0,0.9887750584961741,0.3648896477581737,0.6238854107380004,20,20,0,20,0,0,1.0,10542,0,0,0,1.0,10542,0,1.0,gross_no_fees,protocol101-live-v1,,1.0,0,True,1.0,0,1.0,0.9972222222222222,,c8f78731e259375d3ab880bba93fa788761be2f8501271a05958f1bd0af2b62f
