candidate,gate,split,selected_export_csv,strict_replay_csv,strict_replay_csv_used,exported_selected_count,canonical_strict_count,extra_exported_count,missing_from_export_count,extra_exported_stressed_pnl,missing_from_export_stressed_pnl,extra_exported_examples,missing_from_export_examples,canonical_rule,note
attempt131,put_near_after_0940_vwap_m2_10,validation,v4/audit/autoresearch/protocol101_fair_contract_aggregate_edge_loss_diagnostic_attempt131/selected_trade_attribution.csv,v4/audit/autoresearch/protocol101_fair_contract_model_search_expanded_jul_dec2025_128_q1_broader_aggregate_decision_objective/attempts/attempt_131_policy0_hgb_decisionpresence_basevwap_stableabs20_cap3_dailyloss500_s42_jittergate/selected_candidate_replay_gate/strict_replay_trades.csv,True,22,21,1,0,570.0,0,2026-03-16@2026-03-16T14:29:00+00:00,,strict_replay_trades_csv,Strict one-account replay is canonical when present; selected attribution exports can include rows later blocked by serial account/risk guards.
attempt131,put_near_after_0940_vwap_m2_10,diagnostic_test,v4/audit/autoresearch/protocol101_fair_contract_aggregate_edge_loss_diagnostic_attempt131/selected_trade_attribution.csv,v4/audit/autoresearch/protocol101_fair_contract_model_search_expanded_jul_dec2025_128_q1_broader_aggregate_decision_objective/attempts/attempt_131_policy0_hgb_decisionpresence_basevwap_stableabs20_cap3_dailyloss500_s42_jittergate/selected_candidate_replay_gate/strict_replay_trades.csv,True,22,22,0,0,0,0,,,strict_replay_trades_csv,Strict one-account replay is canonical when present; selected attribution exports can include rows later blocked by serial account/risk guards.
attempt130,put_near_after_0940_vwap_m2_10_near_vwap,validation,v4/audit/autoresearch/protocol101_fair_contract_aggregate_edge_loss_diagnostic_attempt130/selected_trade_attribution.csv,v4/audit/autoresearch/protocol101_fair_contract_model_search_expanded_jul_dec2025_128_q1_aggregate_decision_objective/attempts/attempt_130_policy0_hgb_decisionpresence_nearvwap_stableabs20_cap3_dailyloss500_s42_jittergate/selected_candidate_replay_gate/strict_replay_trades.csv,True,20,20,0,0,0,0,,,strict_replay_trades_csv,Strict one-account replay is canonical when present; selected attribution exports can include rows later blocked by serial account/risk guards.
attempt130,put_near_after_0940_vwap_m2_10_near_vwap,diagnostic_test,v4/audit/autoresearch/protocol101_fair_contract_aggregate_edge_loss_diagnostic_attempt130/selected_trade_attribution.csv,v4/audit/autoresearch/protocol101_fair_contract_model_search_expanded_jul_dec2025_128_q1_aggregate_decision_objective/attempts/attempt_130_policy0_hgb_decisionpresence_nearvwap_stableabs20_cap3_dailyloss500_s42_jittergate/selected_candidate_replay_gate/strict_replay_trades.csv,True,17,17,0,0,0,0,,,strict_replay_trades_csv,Strict one-account replay is canonical when present; selected attribution exports can include rows later blocked by serial account/risk guards.
