date,fold,strategy_label,paired_trade_id,bar_entry,side,strike,contract_idx,delta_at_entry,spread_at_entry,context_spread_at_entry,entry_mid,trigger_vwap_dist_min_prior,trigger_vwap_dist_now,first15_acceptance_at_entry,bar_delta_at_entry,bar_exit,exit_mid,bars_held,exit_reason,gross_pct,spread_cost_pct,net_pct,net_pnl_dollars,vix_regime_at_entry
2025-08-18,2,control_B,6,102,P,6445.0,180,-0.46250179409980774,0.029083093628287315,0.06622516363859177,6.980000019073486,0.0,-0.0003150960837956518,-0.29854369163513184,-0.7157894968986511,104,7.300000190734863,2,target_first15,0.04584529667434775,0.006,0.039845296674347754,27.812017154693603,-0.33000001311302185
2025-09-03,2,control_B,7,113,P,6445.0,168,-0.5286697149276733,0.05455635488033295,0.14972418546676636,8.34000015258789,0.0,0.0002630990347824991,0.3424369692802429,-0.3272727131843567,114,7.300000190734863,1,stop_vwap,-0.12470023295267169,0.006,-0.1307002329526717,-109.00399627685549,-0.33000001311302185
2025-08-08,2,control_B,8,80,P,6380.0,239,-0.4711855947971344,0.05645161122083664,0.13461539149284363,8.680000305175781,0.0,0.0008232372929342091,1.0,-0.9076305031776428,81,9.199999809265137,1,stop_vwap,0.05990777486255224,0.006,0.053907774862552243,46.79195022583008,-0.33000001311302185
2025-06-25,2,control_B,9,54,C,6100.0,174,0.5149036049842834,0.04139785096049309,0.1257142871618271,9.300000190734863,0.0,-0.0006415789830498397,-1.0,0.22648084163665771,55,10.699999809265137,1,stop_vwap,0.1505375903029577,0.008,0.1425375903029577,132.55996170043943,-0.33000001311302185
2025-10-17,3,control_B,0,33,C,6635.0,303,0.5004891753196716,0.031111111864447594,0.08602150529623032,27.0,0.0,0.0019140748772770166,1.0,-0.319218248128891,34,26.700000762939453,1,target_first15,-0.01111108285409433,0.00848000020980835,-0.019591083063902677,-52.89592427253723,0.33000001311302185
2025-09-19,3,control_B,2,31,P,6650.0,333,-0.52240389585495,0.03512773662805557,0.08771929889917374,10.960000038146973,0.0,0.00013943984231445938,0.06937631219625473,0.720812201499939,33,10.75,2,stop_vwap,-0.019160587355479403,0.008,-0.027160587355479403,-29.768003845214842,-0.33000001311302185
2025-10-15,3,control_B,3,56,C,6725.0,226,0.4704441428184509,0.029439251869916916,0.0923076942563057,10.699999809265137,0.0,0.0033009699545800686,1.0,0.39823007583618164,57,9.800000190734863,1,target_first15,-0.0841121153806903,0.008,-0.09211211538069031,-98.55996170043946,-0.33000001311302185
2025-11-12,3,control_B,5,31,C,6860.0,183,0.49190106987953186,0.04268292710185051,0.11952191591262817,12.300000190734863,0.0,-0.00030281086219474673,-1.0,-0.11267605423927307,32,11.899999618530273,1,stop_vwap,-0.03252037121966027,0.008,-0.04052037121966027,-49.840057373046875,-0.33000001311302185
2025-10-03,3,control_B,6,51,C,6735.0,244,0.48700541257858276,0.03650306910276413,0.1027190312743187,8.149999618530273,0.0,0.00024273597227875143,0.36104217171669006,-0.31073445081710815,53,7.699999809265137,2,stop_vwap,-0.055214703107714654,0.008,-0.06321470310771465,-51.51998062133789,-0.33000001311302185
2025-10-07,3,control_B,7,87,P,6735.0,200,-0.5232278108596802,0.03423913195729256,0.0882352963089943,9.199999809265137,0.0,-0.0016328672645613551,-1.0,0.957446813583374,88,8.899999618530273,1,target_first15,-0.03260871706026983,0.006,-0.03860871706026983,-35.52001895904541,-0.33000001311302185
