seed,src,day,bar,side,pred_exit_pnl,pred_exit_bar,time_stop_pnl,best_exit_pnl,entry_bar,pred_minus_time_stop,best_minus_time_stop,pred_minus_best,captured_of_best,exit_quality
42,oos,2023-04-28,30,put,-338.1900329589844,35,-966.5775146484375,229.29222106933594,13,628.3874816894531,1195.8697357177734,-567.4822540283203,-1.4749302500616395,negative-on-winner
42,oos,2023-05-01,72,call,-423.2536315917969,113,333.0761413574219,724.992431640625,7,-756.3297729492188,391.9162902832031,-1148.2460632324219,-0.5838042069404684,negative-on-winner
42,oos,2023-05-02,33,call,-1015.62451171875,259,-1005.7471313476562,-99.99259185791016,1,-9.87738037109375,905.7545394897461,-915.6319198608398,,no-best-exists
42,oos,2023-05-05,37,call,195.13888549804688,256,175.52769470214844,255.93331909179688,1,19.611190795898438,80.40562438964844,-60.79443359375,0.7624598711512643,ok (50-85%)
42,oos,2023-05-08,38,put,81.40498352050781,47,-856.36376953125,140.6325225830078,13,937.7687530517578,996.9962921142578,-59.2275390625,0.5788489179127028,ok (50-85%)
42,oos,2023-05-09,113,put,149.3600311279297,121,-391.17999267578125,525.56005859375,18,540.5400238037109,916.7400512695312,-376.2000274658203,0.28419212739943533,early-exit (0-50%)
42,oos,2023-05-10,115,call,-566.2822265625,200,-882.9555053710938,205.6088409423828,1,316.67327880859375,1088.5643463134766,-771.8910675048828,-2.7541725538990205,negative-on-winner
42,oos,2023-05-11,38,call,-37.75602722167969,47,216.88870239257812,980.8226928710938,1,-254.6447296142578,763.9339904785156,-1018.5787200927734,-0.038494243145169395,negative-on-winner
42,oos,2023-05-12,109,put,137.1321258544922,135,1279.1033935546875,1406.849365234375,13,-1141.9712677001953,127.7459716796875,-1269.7172393798828,0.09747463320754783,early-exit (0-50%)
42,oos,2023-05-15,31,call,-440.37701416015625,44,469.9344177246094,1528.6663818359375,1,-910.3114318847656,1058.7319641113281,-1969.0433959960938,-0.28807921688659155,negative-on-winner
42,oos,2023-05-16,30,call,-245.54345703125,40,-156.52169799804688,239.13046264648438,1,-89.02175903320312,395.65216064453125,-484.6739196777344,-1.0268179733932359,negative-on-winner
42,oos,2023-05-17,31,call,72.3958740234375,35,4170.74365234375,4170.74365234375,1,-4098.3477783203125,0.0,-4098.3477783203125,0.017358025344653975,early-exit (0-50%)
42,oos,2023-05-18,100,put,-212.34344482421875,136,1490.197509765625,1490.197509765625,14,-1702.5409545898438,0.0,-1702.5409545898438,-0.1424934905827454,negative-on-winner
42,oos,2023-05-19,38,call,-571.1905517578125,102,-1268.6697998046875,95.7493667602539,1,697.479248046875,1364.4191665649414,-666.9399185180664,,no-best-exists
42,oos,2023-05-22,34,call,-98.58795166015625,36,-231.7501678466797,249.60679626464844,1,133.16221618652344,481.3569641113281,-348.1947479248047,-0.39497302611755514,negative-on-winner
42,oos,2023-05-23,100,put,170.9600067138672,110,1641.1099853515625,2045.030029296875,13,-1470.1499786376953,403.9200439453125,-1874.0700225830078,0.08359779771676355,early-exit (0-50%)
42,oos,2023-05-25,49,call,65.18978118896484,57,1230.5589599609375,1371.6661376953125,1,-1165.3691787719727,141.107177734375,-1306.4763565063477,0.04752598274278126,early-exit (0-50%)
42,oos,2023-05-26,115,call,591.244140625,225,347.2604675292969,758.7991333007812,1,243.98367309570312,411.5386657714844,-167.55499267578125,0.7791839957079076,ok (50-85%)
42,oos,2023-05-30,109,call,-36.86540603637695,111,-704.60302734375,554.559326171875,1,667.737621307373,1259.162353515625,-591.424732208252,-0.06647693816793053,negative-on-winner
42,oos,2023-05-31,32,call,-372.2115478515625,40,-420.6634521484375,-168.7134246826172,1,48.451904296875,251.9500274658203,-203.4981231689453,,no-best-exists
42,oos,2023-06-01,32,call,3112.642333984375,217,3433.57421875,3433.57421875,1,-320.931884765625,0.0,-320.931884765625,0.9065312515998385,good (≥85%)
42,oos,2023-06-02,30,call,1580.3428955078125,89,2681.059814453125,2923.83642578125,1,-1100.7169189453125,242.776611328125,-1343.4935302734375,0.5405031832741958,ok (50-85%)
42,oos,2023-06-05,39,call,49.11862564086914,151,-232.70973205566406,689.5493774414062,1,281.8283576965332,922.2591094970703,-640.4307518005371,0.0712329345044517,early-exit (0-50%)
42,oos,2023-06-06,30,put,-742.6390991210938,85,-515.7891235351562,-32.5,13,-226.8499755859375,483.28912353515625,-710.1390991210938,,no-best-exists
42,oos,2023-06-07,118,put,-219.1800079345703,120,759.9300537109375,1324.2301025390625,18,-979.1100616455078,564.300048828125,-1543.4101104736328,-0.16551504720691462,negative-on-winner
42,oos,2023-06-08,30,call,1616.6099853515625,196,1172.10009765625,2144.280029296875,1,444.5098876953125,972.179931640625,-527.6700439453125,0.7539173817151394,ok (50-85%)
42,oos,2023-06-09,89,call,-18.839963912963867,106,-712.5692138671875,197.40003967285156,6,693.7292499542236,909.9692535400391,-216.24000358581543,-0.09544052749020257,negative-on-winner
42,oos,2023-06-12,37,put,-120.0258560180664,50,-1053.301025390625,85.1968994140625,14,933.2751693725586,1138.4979248046875,-205.2227554321289,,no-best-exists
42,oos,2023-06-13,39,call,731.4601440429688,263,533.9380493164062,928.9822998046875,1,197.5220947265625,395.04425048828125,-197.52215576171875,0.7873779125789087,ok (50-85%)
42,oos,2023-06-14,34,put,-104.86572265625,100,160.75926208496094,318.1665954589844,18,-265.62498474121094,157.40733337402344,-423.0323181152344,-0.32959375419337034,negative-on-winner
42,oos,2023-06-15,107,put,-447.5749816894531,232,-1016.0,66.2500228881836,13,568.4250183105469,1082.2500228881836,-513.8250045776367,,no-best-exists
42,oos,2023-06-16,88,put,73.20000457763672,94,-114.89996337890625,764.219970703125,13,188.09996795654297,879.1199340820312,-691.0199661254883,0.09578394622465654,early-exit (0-50%)
42,oos,2023-06-20,34,put,495.1699523925781,128,-658.1799926757812,1509.919921875,14,1153.3499450683594,2168.0999145507812,-1014.7499694824219,0.32794451230081273,early-exit (0-50%)
42,oos,2023-06-21,30,put,-229.65855407714844,41,-1051.731689453125,93.29878234863281,13,822.0731353759766,1145.0304718017578,-322.95733642578125,,no-best-exists
42,oos,2023-06-22,115,put,-295.7648620605469,163,-857.5764770507812,98.48886108398438,19,561.8116149902344,956.0653381347656,-394.25372314453125,,no-best-exists
42,oos,2023-06-23,90,put,-68.15882110595703,98,-864.132568359375,409.62237548828125,18,795.973747253418,1273.7549438476562,-477.7811965942383,-0.16639428211095603,negative-on-winner
42,oos,2023-06-26,64,call,-51.10001754760742,66,-838.1499633789062,18.200057983398438,1,787.0499458312988,856.3500213623047,-69.30007553100586,,no-best-exists
42,oos,2023-06-27,39,call,2450.826904296875,229,3122.734619140625,3233.753662109375,1,-671.90771484375,111.01904296875,-782.9267578125,0.757889177834963,ok (50-85%)
42,oos,2023-06-28,42,call,449.1999206542969,249,82.90003967285156,2169.820068359375,1,366.2998809814453,2086.9200286865234,-1720.6201477050781,0.2070217375185132,early-exit (0-50%)
42,oos,2023-06-29,47,put,20.149982452392578,55,-509.4999694824219,480.49993896484375,13,529.6499519348145,989.9999084472656,-460.3499565124512,0.04193545267831318,early-exit (0-50%)
42,oos,2023-06-30,118,put,-468.0799560546875,197,-854.1799926757812,431.8299560546875,13,386.10003662109375,1286.0099487304688,-899.909912109375,-1.0839450795197016,negative-on-winner
42,oos,2023-07-03,77,call,29.899999618530273,79,560.5399780273438,693.199951171875,5,-530.6399784088135,132.65997314453125,-663.2999515533447,0.04313329735234897,early-exit (0-50%)
42,oos,2023-07-05,110,call,-105.80001831054688,145,-320.6300354003906,161.49996948242188,6,214.83001708984375,482.1300048828125,-267.29998779296875,-0.6551085963026294,negative-on-winner
42,oos,2023-07-06,89,call,98.14002227783203,94,1839.5499267578125,1839.5499267578125,2,-1741.4099044799805,0.0,-1741.4099044799805,0.05335001831170888,early-exit (0-50%)
42,oos,2023-07-07,96,call,1795.550048828125,260,1427.2701416015625,2273.719970703125,6,368.2799072265625,846.4498291015625,-478.169921875,0.7896970919742897,ok (50-85%)
42,oos,2023-08-29,111,put,-631.669189453125,170,-812.260009765625,-9.963226318359375,13,180.5908203125,802.2967834472656,-621.7059631347656,,no-best-exists
42,oos,2023-09-25,35,call,571.3538208007812,230,532.1250610351562,1010.7164916992188,1,39.228759765625,478.5914306640625,-439.3626708984375,0.565295832702027,ok (50-85%)
42,oos,2023-09-28,113,put,11.65636157989502,116,-368.78204345703125,11.65636157989502,13,380.43840503692627,380.43840503692627,0.0,,no-best-exists
42,oos,2023-10-03,58,put,503.92596435546875,150,577.4559326171875,851.9680786132812,13,-73.52996826171875,274.51214599609375,-348.0421142578125,0.591484560285042,ok (50-85%)
42,oos,2023-10-04,71,put,-293.07403564453125,135,-460.0303649902344,865.7993774414062,13,166.95632934570312,1325.8297424316406,-1158.8734130859375,-0.3385010930714896,negative-on-winner
42,oos,2023-10-05,62,call,-409.2699890136719,65,-33.069969177246094,6.529993534088135,1,-376.2000198364258,39.59996271133423,-415.79998254776,,no-best-exists
42,oos,2023-10-06,111,call,3040.23828125,150,3647.6220703125,3757.343017578125,1,-607.3837890625,109.720947265625,-717.104736328125,0.8091457891991054,ok (50-85%)
42,oos,2023-10-09,51,call,-352.8570556640625,75,2403.7001953125,2403.7001953125,1,-2756.5572509765625,0.0,-2756.5572509765625,-0.14679744851382695,negative-on-winner
42,oos,2023-10-10,93,call,401.57696533203125,211,-379.761474609375,954.03857421875,1,781.3384399414062,1333.800048828125,-552.4616088867188,0.42092319554361574,early-exit (0-50%)
42,oos,2023-10-11,72,call,-127.85245513916016,105,-809.9343872070312,415.8361511230469,1,682.0819320678711,1225.7705383300781,-543.688606262207,-0.30745873054535927,negative-on-winner
42,oos,2023-10-12,109,call,106.59476470947266,150,-1019.412353515625,381.9502258300781,1,1126.0071182250977,1401.3625793457031,-275.35546112060547,0.27908025051644947,early-exit (0-50%)
42,oos,2023-10-13,57,call,-781.0477294921875,110,-1025.14794921875,239.29104614257812,1,244.1002197265625,1264.4389953613281,-1020.3387756347656,-3.264007333675208,negative-on-winner
42,oos,2023-10-16,117,call,-150.70999145507812,125,-300.20001220703125,-3.2000184059143066,1,149.49002075195312,296.99999380111694,-147.50997304916382,,no-best-exists
42,oos,2023-10-17,96,call,2024.03369140625,180,-565.1156616210938,2025.9981689453125,1,2589.1493530273438,2591.1138305664062,-1.9644775390625,0.999030365590071,good (≥85%)
42,oos,2023-10-18,35,put,646.2726440429688,150,477.0113525390625,1621.40625,13,169.26129150390625,1144.3948974609375,-975.1336059570312,0.3985877345933314,early-exit (0-50%)
42,oos,2023-10-24,98,call,-238.96153259277344,110,-949.3220825195312,-43.0,1,710.3605499267578,906.3220825195312,-195.96153259277344,,no-best-exists
42,oos,2023-10-26,83,call,-497.8703308105469,100,-1027.5743408203125,-11.903303146362305,1,529.7040100097656,1015.6710376739502,-485.96702766418457,,no-best-exists
42,oos,2023-10-27,114,put,2597.080078125,241,2822.572021484375,2903.9453125,13,-225.491943359375,81.373291015625,-306.865234375,0.8943281634629612,good (≥85%)
42,oos,2023-10-30,103,put,-170.77740478515625,143,-1109.087890625,541.3510131835938,13,938.3104858398438,1650.4389038085938,-712.12841796875,-0.3154651984132129,negative-on-winner
42,oos,2023-10-31,110,call,176.5786895751953,160,1286.4373779296875,1286.4373779296875,1,-1109.8586883544922,0.0,-1109.8586883544922,0.13726178405929879,early-exit (0-50%)
42,oos,2023-11-01,99,call,-157.30503845214844,101,-545.5540161132812,-157.30503845214844,6,388.2489776611328,388.2489776611328,0.0,,no-best-exists
42,oos,2023-11-06,109,call,-241.67996215820312,160,-863.760009765625,69.36001586914062,2,622.0800476074219,933.1200256347656,-311.03997802734375,,no-best-exists
42,oos,2023-11-07,112,put,530.4000244140625,165,-370.5,857.0999755859375,18,900.9000244140625,1227.5999755859375,-326.699951171875,0.618830987658664,ok (50-85%)
42,oos,2023-11-08,57,call,-125.22527313232422,110,-567.676025390625,99.91549682617188,2,442.4507522583008,667.5915222167969,-225.1407699584961,,no-best-exists
42,oos,2023-11-09,93,call,123.89002227783203,210,-980.9500122070312,503.0599060058594,1,1104.8400344848633,1484.0099182128906,-379.16988372802734,0.2462729006998006,early-exit (0-50%)
42,oos,2023-11-10,116,put,-680.7999877929688,180,-1279.75,252.77008056640625,19,598.9500122070312,1532.5200805664062,-933.570068359375,-2.6933566910586677,negative-on-winner
42,oos,2023-11-13,100,call,829.9640502929688,155,300.6455383300781,1124.79931640625,3,529.3185119628906,824.1537780761719,-294.83526611328125,0.7378774490588382,ok (50-85%)
42,oos,2023-11-14,96,put,-128.06996154785156,100,317.4300231933594,796.5900268554688,13,-445.49998474121094,479.1600036621094,-924.6599884033203,-0.16077274034349448,negative-on-winner
42,oos,2023-11-15,103,call,-225.36949157714844,125,-535.8262939453125,198.69293212890625,1,310.45680236816406,734.5192260742188,-424.0624237060547,-1.1342602334286114,negative-on-winner
42,oos,2023-11-16,105,put,-489.0078125,185,-429.8961181640625,358.25921630859375,19,-59.1116943359375,788.1553344726562,-847.2670288085938,-1.3649552900232533,negative-on-winner
42,oos,2023-11-17,114,call,443.4984436035156,165,709.228271484375,757.896728515625,6,-265.7298278808594,48.66845703125,-314.3982849121094,0.5851700197626231,ok (50-85%)
42,oos,2023-11-20,114,call,-111.09996032714844,190,1096.699951171875,1126.4000244140625,5,-1207.7999114990234,29.7000732421875,-1237.499984741211,-0.09863277514126571,negative-on-winner
42,oos,2023-11-21,112,call,569.610107421875,211,901.2599487304688,943.8300170898438,6,-331.64984130859375,42.570068359375,-374.21990966796875,0.6035092093999946,ok (50-85%)
42,oos,2023-11-22,82,call,959.811279296875,160,372.87115478515625,959.811279296875,6,586.9401245117188,586.9401245117188,0.0,1.0,good (≥85%)
42,oos,2023-11-24,57,call,30.88756561279297,170,84.30729675292969,135.74847412109375,5,-53.41973114013672,51.44117736816406,-104.86090850830078,0.22753526927484924,early-exit (0-50%)
42,oos,2023-11-27,86,call,-104.20001983642578,170,-10.150036811828613,301.70001220703125,5,-94.04998302459717,311.85004901885986,-405.90003204345703,-0.34537625329932736,negative-on-winner
42,oos,2023-11-28,68,call,1080.594970703125,165,-261.68304443359375,1543.5836181640625,5,1342.2780151367188,1805.2666625976562,-462.9886474609375,0.700055998254493,ok (50-85%)
42,oos,2023-11-29,64,call,-335.3528747558594,220,-463.823486328125,336.6471252441406,6,128.47061157226562,800.4706115722656,-672.0,-0.9961554684676346,negative-on-winner
42,oos,2023-11-30,56,call,-587.8333129882812,145,-888.3854370117188,259.625,1,300.5521240234375,1148.0104370117188,-847.4583129882812,-2.2641629773260714,negative-on-winner
42,oos,2023-12-01,114,call,1474.5152587890625,220,757.2603759765625,1951.7052001953125,1,717.2548828125,1194.44482421875,-477.18994140625,0.7555010145187417,ok (50-85%)
42,oos,2023-12-04,52,put,-49.70988464355469,117,-806.1128540039062,540.7723388671875,13,756.4029693603516,1346.8851928710938,-590.4822235107422,-0.09192386716318958,negative-on-winner
42,oos,2023-12-05,99,put,1579.517578125,193,804.7156372070312,1728.9366455078125,18,774.8019409179688,924.2210083007812,-149.4190673828125,0.9135774767854921,good (≥85%)
42,oos,2023-12-06,83,put,845.1799926757812,220,295.73004150390625,1042.18994140625,19,549.449951171875,746.4598999023438,-197.00994873046875,0.8109654095637895,ok (50-85%)
42,oos,2023-12-07,94,put,-428.29998779296875,217,-467.8999938964844,1046.800048828125,18,39.600006103515625,1514.7000427246094,-1475.1000366210938,-0.4091516696741115,negative-on-winner
42,oos,2023-12-08,93,call,-648.3242797851562,105,-453.1332702636719,-275.5976867675781,6,-195.19100952148438,177.53558349609375,-372.7265930175781,,no-best-exists
42,oos,2023-12-11,95,call,-152.68539428710938,120,713.2513427734375,765.8502807617188,6,-865.9367370605469,52.59893798828125,-918.5356750488281,-0.19936715846764158,negative-on-winner
42,oos,2023-12-12,112,call,-182.40003967285156,155,282.9000244140625,319.530029296875,6,-465.30006408691406,36.6300048828125,-501.93006896972656,-0.5708384907491242,negative-on-winner
42,oos,2023-12-18,119,call,251.65109252929688,210,241.7587890625,400.0350646972656,5,9.892303466796875,158.27627563476562,-148.38397216796875,0.6290725857238009,ok (50-85%)
42,oos,2023-12-19,91,call,200.99722290039062,120,24.545705795288086,359.705078125,5,176.45151710510254,335.1593723297119,-158.70785522460938,0.5587833898484544,ok (50-85%)
42,oos,2023-12-20,81,call,-111.63887023925781,120,-405.8055725097656,270.77777099609375,6,294.1667022705078,676.5833435058594,-382.41664123535156,-0.4122896419029475,negative-on-winner
42,oos,2023-12-22,79,call,-334.478271484375,156,-619.6239013671875,-0.16960175335407257,1,285.1456298828125,619.4542996138334,-334.3086697310209,,no-best-exists
42,oos,2023-12-26,106,put,52.09206771850586,110,-460.928955078125,131.01840209960938,19,513.0210227966309,591.9473571777344,-78.92633438110352,0.39759352032779194,early-exit (0-50%)
42,oos,2023-12-27,41,call,-190.73643493652344,43,-124.4439697265625,310.9094543457031,6,-66.29246520996094,435.3534240722656,-501.64588928222656,-0.6134790443665371,negative-on-winner
42,oos,2023-12-28,101,put,-98.12002563476562,151,-197.12002563476562,412.7200622558594,19,99.0,609.840087890625,-510.840087890625,-0.23773989831862752,negative-on-winner
42,oos,2024-01-02,118,put,-351.3247985839844,135,-30.73685646057129,44.46281051635742,18,-320.5879421234131,75.19966697692871,-395.7876091003418,,no-best-exists
42,oos,2024-01-03,32,call,-703.12939453125,145,-565.9232177734375,110.30706024169922,1,-137.2061767578125,676.2302780151367,-813.4364547729492,-6.3742918448790915,negative-on-winner
42,oos,2024-01-04,30,call,-469.9201354980469,190,-692.3614501953125,861.8262939453125,1,222.44131469726562,1554.187744140625,-1331.7464294433594,-0.5452608475738451,negative-on-winner
42,oos,2024-01-05,117,call,-346.9671325683594,153,-658.2037963867188,102.59689331054688,1,311.2366638183594,760.8006896972656,-449.56402587890625,-3.3818483325624387,negative-on-winner
42,oos,2024-01-08,116,put,-271.3124694824219,180,-975.4757690429688,75.35248565673828,19,704.1632995605469,1050.828254699707,-346.66495513916016,,no-best-exists
42,oos,2024-01-09,106,call,1236.625,215,874.7999877929688,1445.4832763671875,6,361.82501220703125,570.6832885742188,-208.8582763671875,0.8555097248222107,good (≥85%)
42,oos,2024-01-10,117,call,482.24188232421875,215,559.361328125,655.2660522460938,1,-77.11944580078125,95.90472412109375,-173.024169921875,0.7359482162569082,ok (50-85%)
42,oos,2024-01-12,116,put,-128.2499237060547,245,-414.3599548339844,949.8600463867188,13,286.1100311279297,1364.2200012207031,-1078.1099700927734,-0.13501981075414135,negative-on-winner
42,oos,2024-01-16,102,call,-781.625,195,-1116.0699462890625,803.3531494140625,1,334.4449462890625,1919.423095703125,-1584.9781494140625,-0.9729531782754444,negative-on-winner
42,oos,2024-01-17,119,call,-439.4772644042969,170,-970.8863525390625,141.13638305664062,1,531.4090881347656,1112.0227355957031,-580.6136474609375,-3.113848143805177,negative-on-winner
42,oos,2024-01-18,90,put,-434.1273193359375,140,-346.0302429199219,809.0208740234375,13,-88.09707641601562,1155.0511169433594,-1243.148193359375,-0.5366083042788841,negative-on-winner
42,oos,2024-01-19,52,put,-750.4118041992188,140,-1238.690185546875,-103.29584503173828,13,488.27838134765625,1135.3943405151367,-647.1159591674805,,no-best-exists
42,oos,2024-01-24,96,put,-239.74215698242188,135,29.178585052490234,408.2008361816406,19,-268.9207420349121,379.0222511291504,-647.9429931640625,-0.5873142231284939,negative-on-winner
42,oos,2024-01-25,114,call,-13.407017707824707,150,-964.6153564453125,253.56411743164062,1,951.2083387374878,1218.1794738769531,-266.97113513946533,-0.052874270396082994,negative-on-winner
42,oos,2024-01-26,119,call,-129.3500213623047,125,-1038.169921875,4.30001974105835,2,908.8199005126953,1042.4699416160583,-133.65004110336304,,no-best-exists
42,oos,2024-01-29,117,call,498.1199645996094,191,177.36000061035156,498.1199645996094,6,320.7599639892578,320.7599639892578,0.0,1.0,good (≥85%)
42,oos,2024-01-30,59,call,-74.69999694824219,251,-330.1199951171875,427.22998046875,6,255.4199981689453,757.3499755859375,-501.9299774169922,-0.17484727281143175,negative-on-winner
42,oos,2024-02-01,80,put,-542.662353515625,150,-1034.3436279296875,837.1546020507812,13,491.6812744140625,1871.4982299804688,-1379.8169555664062,-0.6482223859084841,negative-on-winner
42,oos,2024-02-02,69,call,2216.83837890625,190,2080.75,2275.161865234375,1,136.08837890625,194.411865234375,-58.323486328125,0.9743651266227087,good (≥85%)
42,oos,2024-02-08,102,call,-102.60002136230469,115,-43.199981689453125,204.30001831054688,6,-59.40003967285156,247.5,-306.90003967285156,-0.5022027027249073,negative-on-winner
42,oos,2024-02-09,91,call,-254.4999237060547,140,329.60003662109375,532.5499877929688,6,-584.0999603271484,202.949951171875,-787.0499114990234,-0.477889267748876,negative-on-winner
42,oos,2024-02-12,104,put,-737.0,220,-34.10003662109375,261.9099426269531,18,-702.8999633789062,296.0099792480469,-998.9099426269531,-2.8139443375379343,negative-on-winner
42,oos,2024-02-14,80,call,-249.77996826171875,130,-317.4000244140625,25.59998321533203,1,67.62005615234375,343.00000762939453,-275.3799514770508,,no-best-exists
42,oos,2024-02-27,35,put,327.63287353515625,210,-302.35162353515625,368.59161376953125,13,629.9844970703125,670.9432373046875,-40.958740234375,0.8888777207503554,good (≥85%)
42,oos,2024-03-25,84,call,-26.034738540649414,255,2.6297214031219482,208.2230987548828,6,-28.664459943771362,205.59337735176086,-234.25783729553223,-0.1250329031521,negative-on-winner
42,oos,2024-06-24,65,put,1478.0399169921875,222,1718.6099853515625,1899.7799072265625,13,-240.570068359375,181.169921875,-421.739990234375,0.7780058686639855,ok (50-85%)
42,oos,2024-06-28,63,put,2521.669921875,175,3150.320068359375,3482.960205078125,13,-628.650146484375,332.64013671875,-961.290283203125,0.7240019332401294,ok (50-85%)
42,oos,2024-07-01,56,put,-298.7857666015625,155,-925.8737182617188,915.888427734375,13,627.0879516601562,1841.7621459960938,-1214.6741943359375,-0.32622507016566,negative-on-winner
42,oos,2024-07-02,93,put,187.1199951171875,111,-906.8300170898438,266.32000732421875,13,1093.9500122070312,1173.1500244140625,-79.20001220703125,0.702613359759288,ok (50-85%)
42,oos,2024-07-03,102,call,864.7481689453125,180,1170.8170166015625,1641.7681884765625,4,-306.06884765625,470.951171875,-777.02001953125,0.5267175810902597,ok (50-85%)
42,oos,2024-07-05,117,call,735.7999877929688,235,974.7500610351562,1208.7833251953125,6,-238.9500732421875,234.03326416015625,-472.98333740234375,0.6087112325727027,ok (50-85%)
42,oos,2024-07-11,119,put,372.2039489746094,155,518.132080078125,634.4799194335938,13,-145.92813110351562,116.34783935546875,-262.2759704589844,0.5866284141929651,ok (50-85%)
42,oos,2024-07-12,78,put,-263.1389465332031,115,-936.49072265625,592.0669555664062,13,673.3517761230469,1528.5576782226562,-855.2059020996094,-0.4444411971640418,negative-on-winner
42,oos,2024-07-15,114,put,1519.120849609375,170,2675.783203125,2842.272216796875,13,-1156.662353515625,166.489013671875,-1323.1513671875,0.534474087538794,ok (50-85%)
42,oos,2024-07-19,118,put,-386.008544921875,145,-356.7762451171875,724.8179321289062,13,-29.2322998046875,1081.5941772460938,-1110.8264770507812,-0.5325593198116748,negative-on-winner
42,oos,2024-07-22,77,put,-42.75206756591797,210,-656.9375,1960.6624755859375,13,614.185432434082,2617.5999755859375,-2003.4145431518555,-0.021804909360108836,negative-on-winner
42,oos,2024-07-23,111,put,1634.1807861328125,207,775.370361328125,1634.1807861328125,14,858.8104248046875,858.8104248046875,0.0,1.0,good (≥85%)
42,oos,2024-07-24,61,put,904.81982421875,160,796.2882080078125,1120.896728515625,16,108.5316162109375,324.6085205078125,-216.076904296875,0.8072285351541527,ok (50-85%)
42,oos,2024-07-25,108,put,49.6220588684082,145,-766.9673461914062,475.41497802734375,16,816.5894050598145,1242.38232421875,-425.79291915893555,0.10437630525295348,early-exit (0-50%)
42,oos,2024-07-26,100,put,-883.2827758789062,184,-822.3499755859375,192.86891174316406,16,-60.93280029296875,1015.2188873291016,-1076.1516876220703,-4.579705292551965,negative-on-winner
42,oos,2024-07-30,117,put,1108.934326171875,175,198.55162048339844,2592.99658203125,13,910.3827056884766,2394.4449615478516,-1484.062255859375,0.4276651708129828,early-exit (0-50%)
42,oos,2024-07-31,116,put,202.30001831054688,210,232.0000457763672,816.10009765625,16,-29.700027465820312,584.1000518798828,-613.8000793457031,0.24788628121909353,early-exit (0-50%)
42,oos,2024-08-01,57,put,3879.427490234375,150,7182.5244140625,7892.296875,16,-3303.096923828125,709.7724609375,-4012.869384765625,0.49154606721942085,early-exit (0-50%)
42,oos,2024-08-06,106,put,-547.1740112304688,193,-684.5303955078125,445.9425964355469,24,137.35638427734375,1130.4729919433594,-993.1166076660156,-1.2270054836745183,negative-on-winner
42,oos,2024-08-07,97,put,1432.4901123046875,172,6576.52978515625,6615.14013671875,16,-5144.0396728515625,38.6103515625,-5182.6500244140625,0.21654720575809797,early-exit (0-50%)
42,oos,2024-08-08,117,put,174.38998413085938,119,-863.1300659179688,421.8899841308594,16,1037.5200500488281,1285.0200500488281,-247.5,0.4133541697846235,early-exit (0-50%)
42,oos,2024-08-09,98,put,-50.7139892578125,188,-914.8152465820312,693.0198364257812,17,864.1012573242188,1607.8350830078125,-743.7338256835938,-0.0731782650253817,negative-on-winner
42,oos,2024-08-13,99,put,-555.124755859375,165,-931.8560180664062,-87.390869140625,18,376.73126220703125,844.4651489257812,-467.73388671875,,no-best-exists
