day,side,action_id,base_bar,base_pnl,base_hl,h3a_bar,h3a_pnl,h3a_hl
2025-07-30,put,16,210,-569.5411376953125,-645.4268895751824,210,-569.5411376953125,-645.4268895751824
2025-07-31,put,13,115,1609.552001953125,1779.1569563864414,115,1609.552001953125,1779.1569563864414
2025-08-01,call,4,110,-547.8689575195312,-631.507907182248,110,-547.8689575195312,-631.507907182248
2025-08-04,put,13,180,-462.5474548339844,-532.96803874017,111,335.2846984863281,358.16579736140307
2025-08-05,put,13,163,-746.9452514648438,-918.6071770883786,100,-284.270263671875,-404.29435495698607
2025-08-06,call,1,190,945.0925903320312,1018.8892874897765,190,945.0925903320312,1018.8892874897765
2025-08-07,put,13,141,75.80000305175781,41.691670191784695,140,395.9794921875,388.55278342217207
2025-08-08,put,13,100,-70.23257446289062,-88.27904989452952,100,-70.23257446289062,-88.27904989452952
2025-08-11,put,13,155,-520.5681762695312,-591.3415973496084,120,83.28124237060547,86.21991017446669
2025-08-12,put,13,145,-174.3000030517578,-200.5505679550172,120,330.60003662109375,355.24665470225364
2025-08-13,put,13,130,75.57500457763672,70.17425683241744,120,162.1271514892578,165.97342813747923
2025-08-14,put,13,135,809.1110229492188,871.2499704259101,135,809.1110229492188,871.2499704259101
2025-08-15,put,13,120,93.14755249023438,91.30250322195636,105,-44.80370330810547,-61.514189134763726
2025-08-18,call,6,180,41.58650588989258,-29.480257437938093,180,41.58650588989258,-29.480257437938093
2025-08-19,put,13,181,3128.160400390625,3472.4294040699588,115,2235.251708984375,2480.5629233683444
2025-08-20,put,13,175,-520.4212646484375,-642.9371076072088,146,839.6221923828125,858.0727061518377
2025-08-21,put,13,-1,,,-1,,
2025-08-22,put,13,127,-124.19999694824219,-205.50057481858198,127,-124.19999694824219,-205.50057481858198
2025-08-25,call,6,166,-116.67002868652344,-137.28914164395826,165,-93.89997863769531,-112.10701006114988
2025-08-26,put,19,153,-309.58343505859375,-354.8543901995062,106,283.039794921875,303.3245057076736
2025-08-27,call,5,170,-350.70001220703125,-456.86957857134223,170,-350.70001220703125,-456.86957857134223
2025-08-28,put,14,161,-200.28726196289062,-232.00309489150766,160,-150.93809509277344,-177.55587375338277
2025-08-29,put,14,150,18.638866424560547,-56.66204087995207,151,-59.80559539794922,-142.8886911397212
2025-09-03,put,13,202,1638.7374267578125,1806.510505386017,190,1414.1346435546875,1557.9448368577853
2025-09-04,put,13,-1,,,-1,,
2025-09-05,put,16,109,-179.8049774169922,-281.6903288621345,164,-1075.1744384765625,-1260.5830629206646
2025-09-08,put,13,186,1384.8199462890625,1546.8974393978715,186,1384.8199462890625,1546.8974393978715
2025-09-09,call,1,165,158.53094482421875,96.91019082404955,190,206.90724182128906,150.40054683507765
2025-09-10,put,13,125,118.78911590576172,114.6290413885302,126,3.3433516025543213,-18.203132801763307
2025-09-11,put,14,224,-163.9519500732422,-208.48893211659905,109,-28.34932518005371,-53.42135531402742
2025-09-12,put,14,165,96.780029296875,99.24959787864076,101,164.09996032714844,173.88691271655262
2025-09-15,call,5,209,-211.6018829345703,-245.8928409986691,220,-216.53709411621094,-252.27925716809696
2025-09-16,put,13,140,221.8369598388672,237.37467260014913,155,79.37091064453125,79.42318327599408
2025-09-17,put,16,145,162.4899444580078,171.42128671618735,190,528.7899169921875,576.4913650419963
2025-09-18,put,14,145,901.2750244140625,990.8892607170367,180,-44.961158752441406,-64.86499727069074
2025-09-19,put,13,130,-128.7399444580078,-150.83616646501747,130,-128.7399444580078,-150.83616646501747
2025-09-22,call,6,222,987.5999145507812,1093.2021643327773,240,1153.919921875,1277.6953793620364
2025-09-23,call,1,116,-114.47827911376953,-142.28239267075298,116,-114.47827911376953,-142.28239267075298
2025-09-24,put,14,-1,,,-1,,
2025-09-26,put,13,105,140.2047882080078,145.03720683635626,105,140.2047882080078,145.03720683635626
2025-09-29,put,14,160,-12.9374418258667,-48.68135160027081,161,6.187540054321289,-27.421885098890353
2025-09-30,put,13,135,466.3744201660156,496.1511859616351,117,671.9463500976562,722.7858139614676
2025-10-01,put,13,125,-366.5644226074219,-438.88130682102354,100,28.768774032592773,5.37926379282343
2025-10-02,put,14,140,-306.4856262207031,-407.17918872907757,140,-306.4856262207031,-407.17918872907757
2025-10-03,put,13,130,160.81817626953125,166.8429692360488,130,160.81817626953125,166.8429692360488
2025-10-06,put,13,171,-200.02081298828125,-234.19636987990373,171,-200.02081298828125,-234.19636987990373
2025-10-07,put,13,173,175.55140686035156,67.39077352232562,180,-294.39727783203125,-440.8772757355506
2025-10-08,put,13,107,3.4999241828918457,-4.972861196822935,143,-570.7000732421875,-636.1371423561244
2025-10-09,put,13,135,475.0600280761719,514.0871616132301,135,475.0600280761719,514.0871616132301
2025-10-10,put,24,225,608.0198974609375,618.5380359269734,226,306.7666015625,289.31091633423614
2025-10-13,put,18,105,-169.01454162597656,-257.0327232852578,108,-287.5271301269531,-387.89037308841944
2025-10-15,put,17,156,1786.066650390625,1976.8623240669228,155,2044.5054931640625,2265.2130694108746
2025-10-16,put,19,120,1531.5899658203125,1692.3222690727277,120,1531.5899658203125,1692.3222690727277
2025-10-17,put,24,151,-751.1915893554688,-914.8726177974555,150,-760.9789428710938,-925.8033537535118
2025-10-20,call,1,100,-193.7351531982422,-222.83294461575133,100,-193.7351531982422,-222.83294461575133
2025-10-21,put,13,195,-350.8580322265625,-402.10883610375225,195,-350.8580322265625,-402.10883610375225
2025-10-22,put,16,139,-296.4874572753906,-346.72757525427204,200,1084.625,1184.8468999670556
2025-10-23,put,13,135,342.7853088378906,369.57367976871205,135,342.7853088378906,369.57367976871205
2025-10-24,put,14,105,-171.6999969482422,-258.805581619018,107,-142.0000762939453,-225.76107542039566
2025-10-27,put,13,130,-363.77703857421875,-478.217920135332,171,-432.5631103515625,-554.750170900671
2025-10-28,put,13,155,-311.89996337890625,-352.99256517119784,125,292.0000915527344,314.3423715136392
2025-10-29,put,16,171,174.39999389648438,185.78202833720076,171,174.39999389648438,185.78202833720076
2025-10-30,put,24,150,483.8249816894531,513.9298123932058,150,483.8249816894531,513.9298123932058
2025-10-31,put,17,130,386.67730712890625,418.64853698201205,130,386.67730712890625,418.64853698201205
2025-11-05,put,13,175,-845.1542358398438,-952.8645622822906,131,-339.2509765625,-394.2190939833946
2025-11-10,put,18,-1,,,-1,,
2025-11-11,put,13,105,-203.19346618652344,-239.40495960166402,105,-203.19346618652344,-239.40495960166402
2025-11-12,put,24,108,31.563852310180664,19.836174340373987,115,-7.468026161193848,-24.386113712830554
2025-11-13,put,17,220,354.4555358886719,378.9003420815416,186,-292.4923095703125,-333.1209563798222
2025-11-14,put,19,125,147.037109375,151.81439284323022,135,206.29954528808594,217.1989810336667
2025-11-17,put,17,116,-335.6707458496094,-450.5207410105647,116,-335.6707458496094,-450.5207410105647
2025-11-19,put,17,130,3105.9873046875,3442.28563754278,130,3105.9873046875,3442.28563754278
2025-11-20,put,24,161,5198.451171875,5599.251172284665,150,3648.490234375,3996.40914441701
2025-11-21,put,24,110,-527.72412109375,-684.6675809404717,110,-527.72412109375,-684.6675809404717
2025-11-24,put,24,122,76.0,76.93636380847205,122,76.0,76.93636380847205
2025-11-25,put,17,144,-607.3045043945312,-753.4663793149997,141,-507.57635498046875,-642.4054856493392
2025-11-26,put,13,-1,,,-1,,
2025-12-02,put,16,125,-309.2682800292969,-375.3598263605043,142,-472.4449157714844,-557.2493797005034
2025-12-10,put,16,100,66.68000793457031,65.61394083892284,100,66.68000793457031,65.61394083892284
2025-12-12,put,16,185,-665.8079223632812,-851.3892270559935,131,-34.06840133666992,-136.52608484167018
2025-12-15,put,18,105,-336.3333740234375,-399.0997815898014,105,-336.3333740234375,-399.0997815898014
2025-12-17,put,16,165,798.4652709960938,863.8013491443413,165,798.4652709960938,863.8013491443413
2025-12-24,call,5,165,1410.4339599609375,1566.5981267103505,165,1410.4339599609375,1566.5981267103505
2026-01-09,put,13,170,-570.2999267578125,-636.469840036926,170,-570.2999267578125,-636.469840036926
2026-01-28,put,16,200,763.996337890625,827.282869905763,200,763.996337890625,827.282869905763
2026-02-20,put,17,126,-387.313232421875,-443.6378517258188,120,5.387607574462891,-8.981793097194991
2026-02-24,put,13,140,-47.24143600463867,-71.93210839202538,142,-135.06898498535156,-169.22383259822058
