seed,day,bar_index,side,base_hl,tod_bucket,intraday_vol_30bar,vwap_slope,volume_ratio,first15_range_pct,atm_iv,iv_percentile,sigma_pos,omar_retest_dist_norm,omar_range_pct,last10_range_over_omar,decision_margin,orc_triggered,failed_break_triggered,inside_first15,late_window_40_120_flag,best_forward_pnl_chosen_side
42,2023-03-31,60,call,969.1184866816596,mid_morning,2.6294021481937304,5.7701661717146635e-05,0.7950635552406311,0.0038404776714742184,0.08721358329057693,0.0051282052882015705,1.655632734298706,1.1962110996246338,0.0018146502552554011,0.667117714881897,0.06717179715633392,False,False,False,True,1546.8599661768974
42,2023-04-12,39,call,-28.190022602677345,early,5.430840203672367,4.810013251699274e-06,0.4944320619106293,0.003065752563998103,0.11104822903871536,0.25410255789756775,0.056949734687805176,0.05816831812262535,0.0019582039676606655,1.3873761892318726,0.6698399782180786,False,False,True,False,188.27431708785286
42,2023-04-13,33,call,2717.157595390546,early,4.995257058829465,-2.348565203647013e-06,0.42007216811180115,0.0016451617702841759,0.09116130322217941,0.06709402054548264,-0.604660153388977,0.1345733106136322,0.0011138354893773794,1.2363238334655762,0.7124305963516235,False,False,True,False,2916.8929764140084
42,2023-04-14,34,put,2967.185451038477,early,4.713790364732922,0.00018821615958586335,0.46478644013404846,0.004103414714336395,0.09708157181739807,0.1159401684999466,1.096563696861267,4.3954081535339355,0.000942318991292268,2.3954081535339355,0.6514366865158081,False,False,False,False,3901.2116208876646
42,2023-04-17,38,call,-633.082554142548,early,3.898476548016571,-4.381803591968492e-05,0.5486952662467957,0.0021738498471677303,0.08645694702863693,0.03743589669466019,-1.501820683479309,0.08596491068601608,0.0006891515222378075,2.936842203140259,0.7626346349716187,False,False,True,False,368.4068325853953
42,2023-04-18,32,call,-382.8626885306122,early,2.5385218335983715,-0.000224895280553028,0.804645299911499,0.0012247294653207064,0.08516523241996765,0.039230767637491226,-2.8895485401153564,2.3403613567352295,0.0007988411816768348,2.569277048110962,0.9054064750671387,False,False,False,False,3.4142820966277085
42,2023-04-19,37,call,821.2468605778445,early,2.638676628820115,1.532089663669467e-05,0.4200500249862671,0.0012594276340678334,0.0853467583656311,0.0480341874063015,0.24400921165943146,0.08700696378946304,0.0010418681195005774,1.0139211416244507,0.6831569075584412,False,False,True,False,1366.6000955194236
42,2023-04-20,36,call,8.789893730508586,early,2.754091485873043,1.3515549653675407e-05,0.23245565593242645,0.0022303590085357428,0.08597148954868317,0.06623931974172592,0.28093284368515015,0.14030611515045166,0.0018985901260748506,0.5905612111091614,0.7709416151046753,False,False,True,False,1280.1905530920164
42,2023-04-21,31,call,100.69230506573196,early,3.6884249320223352,-0.0001873005967354402,0.7725660800933838,0.0012138632591813803,0.09469222277402878,0.16440171003341675,-3.039553642272949,3.5185184478759766,0.0007865834049880505,2.3580245971679688,0.8576683402061462,False,False,False,False,1024.400038538873
42,2023-04-24,40,put,495.6842438094833,early,1.7428783228883262,-1.3236232007329818e-05,0.7226242423057556,0.002231176942586899,0.08262971043586731,0.05410256236791611,-0.4179384708404541,0.6242038011550903,0.000759035290684551,1.522292971611023,0.8904660940170288,False,False,True,True,1509.5685504056578
42,2023-04-25,36,call,-391.7610111667126,early,4.233281263416915,-3.681521411635913e-05,0.5637056827545166,0.0017881524981930852,0.07885733246803284,0.04025641083717346,-0.28022727370262146,0.4275956153869629,0.0017784342635422945,0.8647540807723999,0.8939443230628967,False,False,False,False,-22.88970904490528
42,2023-04-26,30,call,-465.10036852226955,early,3.515349211431269,-5.376927583711222e-05,0.48164287209510803,0.0029327094089239836,0.09686877578496933,0.2222222238779068,-0.7954983115196228,0.5881384015083313,0.0014884236734360456,1.169687032699585,0.7803525328636169,False,False,True,False,471.00000062584877
42,2023-04-27,30,call,2411.9056962972068,early,3.435217849189376,0.00012407540634740144,0.44286197423934937,0.0026981541886925697,0.08188878744840622,0.06623931974172592,1.6696834564208984,1.0803278684616089,0.0014921794645488262,1.1163934469223022,0.7449302673339844,False,False,False,False,2663.9713035652685
42,2023-04-28,30,put,-463.7387873083353,early,2.7909511109899983,0.00013384927297011018,0.41321173310279846,0.0019968668930232525,0.08767658472061157,0.14927349984645844,0.5115190148353577,1.4932975769042969,0.0009017328848131001,0.887399435043335,0.678300678730011,False,False,False,False,214.7659021450252
42,2023-05-01,72,call,-478.7418227957979,mid_morning,3.1026076024682716,1.6009764294722117e-05,0.7099785804748535,0.0017846490954980254,0.07389120757579803,0.01512820553034544,0.5842278003692627,2.2272727489471436,0.0005797115154564381,2.516528844833374,1.3806536197662354,False,False,False,True,984.8100536135585
42,2023-05-02,33,call,-1215.7102121185617,early,2.856745333672602,-0.00015435162640642375,0.831641435623169,0.003470547264441848,0.08134476840496063,0.07688034325838089,-2.2642908096313477,1.055491328239441,0.002086187247186899,0.7387283444404602,0.9468065500259399,True,False,False,False,-22.56250956468284
