day,side,action_id,orig_bar,orig_pnl,orig_hl,h2_bar,h2_pnl,h2_hl,fwd_pnl_time_stop,fwd_reported,delta
2026-03-04,put,18,122,-570.2913208007812,-707.1590996767288,120,-443.3317565917969,-567.7231634606942,-1185.556640625,-707.1591186523438,139.43593621603463
2026-03-11,put,18,182,-6.4860920906066895,-81.1667971360007,112,347.6805114746094,315.67131074754974,-183.56944274902344,-81.16679382324219,396.83810788355044
2026-03-13,put,16,200,332.5522766113281,350.8237577148357,115,808.5204467773438,884.285920566671,1235.92041015625,350.8237609863281,533.4621628518353
2026-03-27,put,17,111,68.9563980102539,57.263219911798195,110,181.6163330078125,180.83981560015707,1377.7703857421875,57.263221740722656,123.57659568835888
2026-04-13,call,1,110,-9.229525566101074,-19.97517315040517,110,-9.229525566101074,-19.97517315040517,1394.4754638671875,-19.975173950195312,0.0
