seed,day,bar_index,side,strike,hl,oracle_exit_pnl,oracle_exit_bar,time_stop_pnl,best_forward_pnl,regret_vs_best,vwap,vwap_slope,volume_ratio,first15_range_pct,iv_percentile,atm_iv,sigma_pos,omar_retest_dist_norm,omar_range_pct,last10_range_over_omar,decision_margin,pred_dollar_score,pred_return_score,pred_win_prob,pred_clean_entry_prob,pred_stopout_risk,orc_triggered,failed_break_triggered,sigma_b,iv_b,cell
42,2023-03-31,60,call,4065.0,969.1184866816596,903.0000610351562,269,,1546.8599661768974,643.8599051417411,4068.712350989974,5.7701661717146635e-05,0.7950635552406311,0.0038404776714742184,0.0051282052882015705,0.08721358329057693,1.655632734298706,1.1962110996246338,0.0018146502552554011,0.667117714881897,0.06717179715633392,-0.03557208925485611,0.07904306054115295,0.4346809685230255,0.3483101427555084,0.19987651705741882,False,False,2,0,s2_iv0
42,2023-04-12,39,call,4125.0,-28.190022602677345,-14.880020141601562,47,,188.27431708785286,203.15433722945443,4125.748234136402,4.810013251699274e-06,0.4944320619106293,0.003065752563998103,0.25410255789756775,0.11104822903871536,0.056949734687805176,0.05816831812262535,0.0019582039676606655,1.3873761892318726,0.6698399782180786,-1.1881940364837646,-0.30794012546539307,0.44537004828453064,0.3820679783821106,0.2821241021156311,False,False,1,1,s1_iv1
42,2023-04-13,33,call,4100.0,2717.157595390546,2489.368896484375,260,,2916.8929764140084,427.52407992963344,4103.518534616892,-2.348565203647013e-06,0.42007216811180115,0.0016451617702841759,0.06709402054548264,0.09116130322217941,-0.604660153388977,0.1345733106136322,0.0011138354893773794,1.2363238334655762,0.7124305963516235,-1.3026899099349976,-0.34862664341926575,0.44642794132232666,0.3809410631656647,0.259695440530777,False,False,0,0,s0_iv0
42,2023-04-14,34,put,4165.0,2967.185451038477,2786.51806640625,214,,3901.2116208876646,1114.6935544814146,4153.268247435236,0.00018821615958586335,0.46478644013404846,0.004103414714336395,0.1159401684999466,0.09708157181739807,1.096563696861267,4.3954081535339355,0.000942318991292268,2.3954081535339355,0.6514366865158081,-0.9951374530792236,-0.23301354050636292,0.44631892442703247,0.38771766424179077,0.306302934885025,False,False,1,0,s1_iv0
42,2023-04-17,38,call,4130.0,-633.082554142548,-567.4700317382812,120,,368.4068325853953,935.8768643236765,4138.942045899679,-4.381803591968492e-05,0.5486952662467957,0.0021738498471677303,0.03743589669466019,0.08645694702863693,-1.501820683479309,0.08596491068601608,0.0006891515222378075,2.936842203140259,0.7626346349716187,-1.1498639583587646,-0.3082316517829895,0.4544937312602997,0.40105924010276794,0.2873366177082062,False,False,0,0,s0_iv0
42,2023-04-18,32,call,4150.0,-382.8626885306122,-333.953857421875,55,,3.4142820966277085,337.3681395185027,4163.692211861899,-0.000224895280553028,0.804645299911499,0.0012247294653207064,0.039230767637491226,0.08516523241996765,-2.8895485401153564,2.3403613567352295,0.0007988411816768348,2.569277048110962,0.9054064750671387,-1.3248306512832642,-0.36913731694221497,0.45796334743499756,0.4072803258895874,0.25221285223960876,False,False,0,0,s0_iv0
42,2023-04-19,37,call,4135.0,821.2468605778445,754.1871948242188,256,,1366.6000955194236,612.4129006952048,4136.544441438113,1.532089663669467e-05,0.4200500249862671,0.0012594276340678334,0.0480341874063015,0.0853467583656311,0.24400921165943146,0.08700696378946304,0.0010418681195005774,1.0139211416244507,0.6831569075584412,-1.4823194742202759,-0.39733466506004333,0.43905454874038696,0.3619178831577301,0.22916458547115326,False,False,1,0,s1_iv0
42,2023-04-20,36,call,4125.0,8.789893730508586,23.624361038208008,150,,1280.1905530920164,1256.5661920538084,4128.259474490814,1.3515549653675407e-05,0.23245565593242645,0.0022303590085357428,0.06623931974172592,0.08597148954868317,0.28093284368515015,0.14030611515045166,0.0018985901260748506,0.5905612111091614,0.7709416151046753,-1.4366916418075562,-0.40016457438468933,0.4480142593383789,0.3805321156978607,0.23360466957092285,False,False,1,0,s1_iv0
42,2023-04-21,31,call,4115.0,100.69230506573196,101.8695297241211,35,,1024.400038538873,922.530508814752,4129.254681393744,-0.0001873005967354402,0.7725660800933838,0.0012138632591813803,0.16440171003341675,0.09469222277402878,-3.039553642272949,3.5185184478759766,0.0007865834049880505,2.3580245971679688,0.8576683402061462,-1.1870932579040527,-0.3234596252441406,0.45861580967903137,0.4120020866394043,0.27921929955482483,False,False,0,1,s0_iv1
42,2023-04-24,40,put,4145.0,495.6842438094833,522.550048828125,234,,1509.5685504056578,987.0185015775328,4137.49040743753,-1.3236232007329818e-05,0.7226242423057556,0.002231176942586899,0.05410256236791611,0.08262971043586731,-0.4179384708404541,0.6242038011550903,0.000759035290684551,1.522292971611023,0.8904660940170288,-1.2768371105194092,-0.34003177285194397,0.45494508743286133,0.399422287940979,0.24717076122760773,False,False,1,0,s1_iv0
42,2023-04-25,36,call,4110.0,-391.7610111667126,-277.58331298828125,40,,-22.88970904490528,254.69360394337596,4117.056780420719,-3.681521411635913e-05,0.5637056827545166,0.0017881524981930852,0.04025641083717346,0.07885733246803284,-0.28022727370262146,0.4275956153869629,0.0017784342635422945,0.8647540807723999,0.8939443230628967,-1.4035887718200684,-0.39313575625419617,0.455057293176651,0.39754718542099,0.2386520504951477,False,False,1,0,s1_iv0
42,2023-04-26,30,call,4075.0,-465.10036852226955,-406.24346923828125,45,,471.00000062584877,877.24346986413,4080.342798035354,-5.376927583711222e-05,0.48164287209510803,0.0029327094089239836,0.2222222238779068,0.09686877578496933,-0.7954983115196228,0.5881384015083313,0.0014884236734360456,1.169687032699585,0.7803525328636169,-1.1216866970062256,-0.31178566813468933,0.4594489634037018,0.41191622614860535,0.2908908724784851,False,False,0,1,s0_iv1
42,2023-04-27,30,call,4085.0,2411.9056962972068,2155.085205078125,248,,2663.9713035652685,508.8860984871435,4082.7343750120563,0.00012407540634740144,0.44286197423934937,0.0026981541886925697,0.06623931974172592,0.08188878744840622,1.6696834564208984,1.0803278684616089,0.0014921794645488262,1.1163934469223022,0.7449302673339844,-1.372278094291687,-0.3710280656814575,0.44610360264778137,0.37840765714645386,0.24659307301044464,False,False,2,0,s2_iv0
