seed,day,side,bar_index,pred_dollar_score,pred_return_score,pred_win_prob,pred_clean_entry_prob,pred_stopout_risk,decision_margin,sigma_pos,iv_percentile,hl,sigma_b,iv_b,cell_id
42,2023-06-12,put,37,-1.5383834838867188,-0.3964216113090515,0.45023417472839355,0.3935900330543518,0.20864631235599518,1.2097989320755005,-1.7780169248580933,0.12094017118215561,-151.51536728020073,0,0,0
42,2023-06-13,call,39,-1.623110294342041,-0.40937986969947815,0.431864857673645,0.35609111189842224,0.21172460913658142,0.9478052258491516,-0.9752471446990967,0.5963675379753113,731.9338752964183,0,2,2
42,2023-06-14,put,34,-1.947771430015564,-0.36305367946624756,0.3692464232444763,0.23873783648014069,0.17140080034732819,0.663576602935791,1.738094449043274,0.9262820482254028,-129.2529588160186,2,2,8
42,2023-06-15,put,107,-1.812195897102356,-0.44333958625793457,0.42810294032096863,0.3485543429851532,0.17237628996372223,1.1357972621917725,1.534118413925171,0.30529913306236267,-518.1341615881896,2,1,7
42,2023-06-16,put,88,-1.6853009462356567,-0.40178346633911133,0.42327016592025757,0.33434420824050903,0.19279974699020386,0.8745918869972229,-0.5332034826278687,0.3379487097263336,71.89903798520473,0,1,1
42,2023-06-20,put,34,-1.5134859085083008,-0.370098739862442,0.4397927224636078,0.37094223499298096,0.21739421784877777,1.0412514209747314,-1.453377604484558,0.14790597558021545,534.4160696357553,0,0,0
42,2023-06-21,put,30,-1.2353122234344482,-0.25371453166007996,0.4291131794452667,0.35484778881073,0.27376195788383484,0.8603842258453369,-2.4457786083221436,0.43811964988708496,-271.37283806844414,0,1,1
42,2023-06-22,put,115,-2.263357639312744,-0.6107444167137146,0.4312298893928528,0.3549109995365143,0.11484993249177933,1.2801165580749512,0.3219645023345947,0.19794872403144836,-396.8298678395844,1,1,4
42,2023-06-23,put,90,-2.104297161102295,-0.5794868469238281,0.4378518760204315,0.36436861753463745,0.12999536097049713,1.2110470533370972,0.2155955284833908,0.03311965987086296,-87.60578193766736,1,0,3
42,2023-06-26,call,64,-1.9894745349884033,-0.5452377200126648,0.43312394618988037,0.3554931879043579,0.15455417335033417,1.009045958518982,-0.727116048336029,0.10068376362323761,-124.5022744240055,0,0,0
42,2023-06-27,call,39,-1.8762273788452148,-0.5165001749992371,0.43989622592926025,0.3674807846546173,0.16917216777801514,1.0730915069580078,-1.4035757780075073,0.1873931586742401,2757.5089354949746,0,1,1
42,2023-06-28,call,42,-1.83329439163208,-0.4735167622566223,0.42639288306236267,0.3406822979450226,0.17833280563354492,0.8557320237159729,-2.422605514526367,0.12901709973812103,476.08991291530435,0,0,0
42,2023-06-29,put,47,-1.7932639122009277,-0.4266778230667114,0.42146575450897217,0.3350882828235626,0.1792350709438324,1.0239354372024536,0.8854759931564331,0.2979487180709839,14.112758707095963,1,1,4
42,2023-06-30,put,118,-1.8126355409622192,-0.43785202503204346,0.422604501247406,0.3338863253593445,0.17465010285377502,0.9628824591636658,0.21385908126831055,0.3841452896595001,-525.994882536714,1,1,4
42,2023-07-03,call,77,-3.0964746475219727,-1.1322818994522095,0.49829256534576416,0.5068110227584839,0.03484507277607918,2.194794178009033,-0.1451270580291748,0.0001709401694824919,27.408816701131553,1,0,3
42,2023-07-05,call,110,-2.8279130458831787,-0.8882383704185486,0.44434618949890137,0.38733410835266113,0.06404381990432739,1.4243078231811523,0.6718024611473083,0.018034188076853752,-125.09205112796973,1,0,3
42,2023-07-06,call,89,-1.329816460609436,-0.3921259343624115,0.4625242352485657,0.41198378801345825,0.24718323349952698,0.8060564994812012,-1.5402253866195679,0.4426923096179962,98.76400875234624,0,1,1
42,2023-07-07,call,96,-2.6347930431365967,-0.8006158471107483,0.43862447142601013,0.3715416491031647,0.08097493648529053,1.2859503030776978,1.2451252937316895,0.030512820929288864,1967.8590916683343,2,0,6
42,2023-08-29,put,111,-0.9827739000320435,0.09755588322877884,0.5443158149719238,0.45975419878959656,0.205343559384346,0.7370949983596802,1.3756577968597412,0.5220085382461548,-714.1533189560104,2,1,7
42,2023-09-25,call,35,-1.1804307699203491,0.028975479304790497,0.5259442329406738,0.4203498661518097,0.20966266095638275,0.5726880431175232,1.091227412223816,0.8317948579788208,607.6335890149527,1,2,5
42,2023-09-28,put,113,-1.0268852710723877,0.015118606388568878,0.4978990852832794,0.39408060908317566,0.2388954758644104,0.5894519090652466,1.639411211013794,0.8958974480628967,-64.69836616240711,2,2,8
42,2023-10-03,put,58,-0.8564643263816833,-0.0681198388338089,0.4447951912879944,0.2714172303676605,0.2935788333415985,0.3627743721008301,-1.487011194229126,0.9124786257743835,537.0885605876148,0,2,2
42,2023-10-04,put,71,-0.14801983535289764,0.16311606764793396,0.46026796102523804,0.2902168035507202,0.2676529884338379,0.44087284803390503,0.6373679637908936,0.8285897374153137,-337.5467310186762,1,2,5
42,2023-10-05,call,62,-0.7729986310005188,-0.013790316879749298,0.5120981931686401,0.34659305214881897,0.2527705430984497,0.42098546028137207,-0.7059442400932312,0.8006410002708435,-518.7680736222673,0,2,2
42,2023-10-06,call,111,-0.47554439306259155,0.06814455986022949,0.5332185626029968,0.38145121932029724,0.25756609439849854,0.5617828965187073,1.6748902797698975,0.8462820649147034,3316.460022832204,2,2,8
42,2023-10-09,call,51,-0.4440382719039917,0.08472603559494019,0.5196170210838318,0.35527878999710083,0.24680501222610474,0.4546021819114685,0.2530316710472107,0.7636324763298035,-408.54659596871164,1,2,5
42,2023-10-10,call,93,-0.26758092641830444,0.11840927600860596,0.5213868618011475,0.36717140674591064,0.2605983018875122,0.46426093578338623,1.166838526725769,0.6511538624763489,431.2954880427516,1,2,5
42,2023-10-11,call,72,-0.4900524616241455,0.05488745495676994,0.5144492983818054,0.357036292552948,0.261167973279953,0.39845430850982666,-1.399667501449585,0.7363675236701965,-150.752091599244,0,2,2
42,2023-10-12,call,109,-0.3410129249095917,0.09896820783615112,0.5139865875244141,0.3545544445514679,0.25744590163230896,0.38337135314941406,1.490606665611267,0.610897421836853,46.97447526178928,2,2,8
42,2023-10-13,call,57,-0.7942197322845459,-0.026872852817177773,0.5044867992401123,0.3367263674736023,0.2552923560142517,0.404954195022583,-1.1372394561767578,0.8309829235076904,-891.1596988297191,0,2,2
42,2023-10-16,call,117,-0.29364463686943054,0.09397567808628082,0.5240745544433594,0.3805237114429474,0.27671632170677185,0.4751430153846741,1.027713418006897,0.6474786400794983,-235.53612667559224,1,2,5
42,2023-10-17,call,96,-0.08309309184551239,0.1272449940443039,0.5030501484870911,0.3686566650867462,0.3049974739551544,0.39667457342147827,1.222859263420105,0.6481196284294128,2205.768227732412,1,2,5
42,2023-10-18,put,35,-0.5715852975845337,0.02649395912885666,0.4609997570514679,0.2835577428340912,0.26856544613838196,0.3615787625312805,-0.2681467831134796,0.8101282119750977,699.4027333659457,1,2,5
42,2023-10-24,call,98,-0.38346225023269653,0.08153516054153442,0.5228880047798157,0.3718820810317993,0.26506075263023376,0.45887845754623413,1.0020978450775146,0.6148290634155273,-282.3828716389065,1,2,5
42,2023-10-26,call,83,-0.9175713062286377,-0.06137225404381752,0.4987359941005707,0.32710573077201843,0.2522118389606476,0.3811368942260742,1.1861240863800049,0.8820512890815735,-637.4064529827256,1,2,5
