day,bar_index,window_idx,rule,pnl,pred_score,label,v0_pnl,v1_pnl
2023-12-15,57,3,V0,787.5901028307527,0.003910994082354584,0.0,787.5901028307527,787.5901028307527
2023-12-18,30,3,V0,-791.6486132938148,0.0008497690383326648,0.0,-791.6486132938148,-791.6486132938148
2023-12-20,32,3,V0,-65.73799345706404,0.0026266273848386122,0.0,-65.73799345706404,-449.3434875305943
2023-12-21,30,3,V0,93.85237837841538,0.00024024290898831273,0.0,93.85237837841538,93.85237837841538
2023-12-22,33,3,V0,185.68719926768136,0.022510414461005848,0.0,185.68719926768136,185.68719926768136
2023-12-27,51,3,V0,-708.8095887436815,0.004777219883767028,0.0,-708.8095887436815,-708.8095887436815
2023-12-28,98,4,V0,-337.11214935417485,0.0001601743496952281,0.0,-337.11214935417485,-337.11214935417485
2023-12-29,61,4,V0,1192.3957434998376,0.00022912478987981716,0.0,1192.3957434998376,1192.3957434998376
2024-01-02,78,4,V0,-454.0599670918286,0.00012772442557459787,0.0,-454.0599670918286,-454.0599670918286
2024-01-03,59,4,V0,-533.1535844836691,0.00039331594394140175,0.0,-533.1535844836691,-533.1535844836691
2024-01-08,30,4,V0,1679.5614577627032,0.0010121913475588107,0.0,1679.5614577627032,-1093.067164292933
2024-01-09,36,4,V0,1774.2647479910315,0.015343960617097935,0.0,1774.2647479910315,-1086.6456741058676
2024-01-10,31,4,V0,-899.806968307934,0.00011224555192170503,0.0,-899.806968307934,-899.806968307934
2024-01-12,117,4,V0,-414.3599572622776,0.0008138612693519072,0.0,-414.3599572622776,-414.3599572622776
2024-01-16,93,4,V0,712.1251089274883,0.31318828875440335,0.0,712.1251089274883,712.1251089274883
2024-01-17,31,4,V0,-741.0454107577151,0.0064663716579036615,1.0,-741.0454107577151,-95.03663925006302
2024-01-18,35,4,V0,-549.1169735956541,0.00790627571799032,0.0,-549.1169735956541,-549.1169735956541
2024-01-19,47,4,V0,-1125.160036292076,0.0029239385402489147,0.0,-1125.160036292076,-1125.160036292076
