trade_number,session,month,segment,stage,decision_time,exit_time,side,contract_id,score_margin,one_contract_premium,baseline_quantity,candidate_quantity,quantity_delta,baseline_pnl,candidate_pnl,incremental_pnl,candidate_cash_before,candidate_cash_after,candidate_drawdown_pct_before,candidate_daily_pnl_before,premium_exposure,skip_reason,is_scaled,is_skipped
532,2025-10-15,2025-10,q4_2025,test,2025-10-15T14:51:00+00:00,2025-10-15T15:00:00+00:00,CALL,SPXW-20251015-06700.000-C,1.3455258140563966,1860.0,1,1,0,140.0,140.0,0.0,195790.0,195930.0,0.000715,1310.0,1860.0,,False,False
533,2025-10-15,2025-10,q4_2025,test,2025-10-15T15:13:00+00:00,2025-10-15T15:16:00+00:00,CALL,SPXW-20251015-06685.000-C,0.7056531438827516,2470.0,1,1,0,170.0,170.0,0.0,195930.0,196100.0,0.000867,1450.0,2470.0,,False,False
534,2025-10-15,2025-10,q4_2025,test,2025-10-15T15:17:00+00:00,2025-10-15T15:24:00+00:00,CALL,SPXW-20251015-06680.000-C,0.9173893461227418,2740.0,1,1,0,110.0,110.0,0.0,196100.0,196210.0,0.000561,1620.0,2740.0,,False,False
535,2025-10-15,2025-10,q4_2025,test,2025-10-15T17:33:00+00:00,2025-10-15T17:38:00+00:00,CALL,SPXW-20251015-06615.000-C,0.4618278274536134,2700.0,1,1,0,900.0,900.0,0.0,196210.0,197110.0,0.004566,1730.0,2700.0,,False,False
536,2025-10-15,2025-10,q4_2025,test,2025-10-15T17:45:00+00:00,2025-10-15T17:51:00+00:00,CALL,SPXW-20251015-06630.000-C,1.2326778898239137,2760.0,1,1,0,830.0,830.0,0.0,197110.0,197940.0,0.004193,2630.0,2760.0,,False,False
537,2025-10-16,2025-10,q4_2025,test,2025-10-16T14:00:00+00:00,2025-10-16T14:08:00+00:00,PUT,SPXW-20251016-06715.000-P,1.30510236120224,3379.9999999999995,1,1,0,270.0,270.0,0.0,197940.0,198210.0,0.001362,0.0,3379.9999999999995,,False,False
538,2025-10-16,2025-10,q4_2025,test,2025-10-16T14:25:00+00:00,2025-10-16T14:30:00+00:00,CALL,SPXW-20251016-06670.000-C,0.16146261787414562,3210.0,1,1,0,-20.0,-20.0,0.0,198210.0,198190.0,0.0,270.0,3210.0,,False,False
539,2025-10-16,2025-10,q4_2025,test,2025-10-16T14:37:00+00:00,2025-10-16T14:46:00+00:00,CALL,SPXW-20251016-06675.000-C,0.5278551111221317,3229.9999999999995,1,1,0,570.0,570.0,0.0,198190.0,198760.0,0.002868,250.0,3229.9999999999995,,False,False
540,2025-10-17,2025-10,q4_2025,test,2025-10-17T14:00:00+00:00,2025-10-17T14:07:00+00:00,PUT,SPXW-20251017-06640.000-P,1.2157040367126466,3310.0,1,1,0,-390.0,-390.0,0.0,198760.0,198370.0,0.0,0.0,3310.0,,False,False
541,2025-10-17,2025-10,q4_2025,test,2025-10-17T14:11:00+00:00,2025-10-17T14:17:00+00:00,CALL,SPXW-20251017-06625.000-C,0.8686840066909791,3080.0,1,1,0,1300.0,1300.0,0.0,198370.0,199670.0,0.006511,-390.0,3080.0,,False,False
542,2025-10-17,2025-10,q4_2025,test,2025-10-17T14:44:00+00:00,2025-10-17T14:50:00+00:00,PUT,SPXW-20251017-06650.000-P,1.7350192496776582,3340.0,1,1,0,-60.0,-60.0,0.0,199670.0,199610.0,0.0,910.0,3340.0,,False,False
543,2025-10-17,2025-10,q4_2025,test,2025-10-17T14:52:00+00:00,2025-10-17T15:01:00+00:00,PUT,SPXW-20251017-06650.000-P,1.160847140312195,3310.0,1,1,0,930.0,930.0,0.0,199610.0,200540.0,0.004637,850.0,3310.0,,False,False
544,2025-10-17,2025-10,q4_2025,test,2025-10-17T15:11:00+00:00,2025-10-17T15:17:00+00:00,PUT,SPXW-20251017-06645.000-P,1.8071325550079347,3110.0,1,1,0,790.0,790.0,0.0,200540.0,201330.0,0.003924,1780.0,3110.0,,False,False
545,2025-10-17,2025-10,q4_2025,test,2025-10-17T17:32:00+00:00,2025-10-17T17:35:00+00:00,CALL,SPXW-20251017-06615.000-C,0.7006558904647828,2800.0,1,1,0,470.0,470.0,0.0,201330.0,201800.0,0.002329,2570.0,2800.0,,False,False
546,2025-10-17,2025-10,q4_2025,test,2025-10-17T17:58:00+00:00,2025-10-17T18:01:00+00:00,CALL,SPXW-20251017-06630.000-C,0.9474688301086427,2350.0,1,1,0,470.0,470.0,0.0,201800.0,202270.0,0.002324,3040.0,2350.0,,False,False
547,2025-10-20,2025-10,q4_2025,test,2025-10-20T14:00:00+00:00,2025-10-20T14:13:00+00:00,CALL,SPXW-20251020-06685.000-C,1.1887343058586122,3110.0,1,1,0,720.0,720.0,0.0,202270.0,202990.0,0.003547,0.0,3110.0,,False,False
548,2025-10-20,2025-10,q4_2025,test,2025-10-20T14:25:00+00:00,2025-10-20T14:33:00+00:00,CALL,SPXW-20251020-06690.000-C,1.946065975189209,3410.0,1,1,0,290.0,290.0,0.0,202990.0,203280.0,0.001427,720.0,3410.0,,False,False
549,2025-10-20,2025-10,q4_2025,test,2025-10-20T14:35:00+00:00,2025-10-20T14:42:00+00:00,CALL,SPXW-20251020-06700.000-C,1.616945726633072,2660.0,1,1,0,660.0,660.0,0.0,203280.0,203940.0,0.003236,1010.0,2660.0,,False,False
550,2025-10-20,2025-10,q4_2025,test,2025-10-20T17:38:00+00:00,2025-10-20T17:43:00+00:00,CALL,SPXW-20251020-06730.000-C,1.9381801614761354,1330.0,1,1,0,150.0,150.0,0.0,203940.0,204090.0,0.000735,1670.0,1330.0,,False,False
551,2025-10-21,2025-10,q4_2025,test,2025-10-21T14:00:00+00:00,2025-10-21T14:10:00+00:00,PUT,SPXW-20251021-06750.000-P,1.2411076555252076,2570.0,1,1,0,-100.0,-100.0,0.0,204090.0,203990.0,0.0,0.0,2570.0,,False,False
552,2025-10-21,2025-10,q4_2025,test,2025-10-21T14:25:00+00:00,2025-10-21T14:33:00+00:00,PUT,SPXW-20251021-06765.000-P,1.724793148994446,2880.0,1,1,0,1150.0,1150.0,0.0,203990.0,205140.0,0.005606,-100.0,2880.0,,False,False
553,2025-10-22,2025-10,q4_2025,test,2025-10-22T14:01:00+00:00,2025-10-22T14:09:00+00:00,CALL,SPXW-20251022-06710.000-C,0.7964306602478028,3070.0,1,1,0,90.0,90.0,0.0,205140.0,205230.0,0.000439,0.0,3070.0,,False,False
554,2025-10-22,2025-10,q4_2025,test,2025-10-22T14:10:00+00:00,2025-10-22T14:19:00+00:00,PUT,SPXW-20251022-06740.000-P,2.1517760882377623,1410.0,1,2,1,40.0,80.0,40.0,205230.0,205310.0,0.00039,90.0,2820.0,,True,False
555,2025-10-22,2025-10,q4_2025,test,2025-10-22T14:26:00+00:00,2025-10-22T14:36:00+00:00,PUT,SPXW-20251022-06730.000-P,0.6506443748474122,1230.0,1,1,0,1090.0,1090.0,0.0,205310.0,206400.0,0.005281,170.0,1230.0,,False,False
556,2025-10-22,2025-10,q4_2025,test,2025-10-22T14:38:00+00:00,2025-10-22T14:45:00+00:00,PUT,SPXW-20251022-06735.000-P,1.0489139089584352,2310.0,1,1,0,690.0,690.0,0.0,206400.0,207090.0,0.003332,1260.0,2310.0,,False,False
557,2025-10-23,2025-10,q4_2025,test,2025-10-23T14:00:00+00:00,2025-10-23T14:12:00+00:00,PUT,SPXW-20251023-06740.000-P,1.1136509904861451,2330.0,1,1,0,750.0,750.0,0.0,207090.0,207840.0,0.003609,0.0,2330.0,,False,False
558,2025-10-23,2025-10,q4_2025,test,2025-10-23T14:12:00+00:00,2025-10-23T14:19:00+00:00,CALL,SPXW-20251023-06700.000-C,1.9518358836174012,2200.0,1,1,0,-250.0,-250.0,0.0,207840.0,207590.0,0.0,750.0,2200.0,,False,False
559,2025-10-23,2025-10,q4_2025,test,2025-10-23T14:26:00+00:00,2025-10-23T14:39:00+00:00,CALL,SPXW-20251023-06690.000-C,1.0852585563659667,3170.0,1,1,0,520.0,520.0,0.0,207590.0,208110.0,0.002499,500.0,3170.0,,False,False
560,2025-10-23,2025-10,q4_2025,test,2025-10-23T14:44:00+00:00,2025-10-23T14:50:00+00:00,CALL,SPXW-20251023-06695.000-C,0.7284749279022218,3030.0,1,1,0,430.0,430.0,0.0,208110.0,208540.0,0.002062,1020.0,3030.0,,False,False
561,2025-10-24,2025-10,q4_2025,test,2025-10-24T14:01:00+00:00,2025-10-24T14:11:00+00:00,CALL,SPXW-20251024-06785.000-C,1.0894986519813539,2000.0,1,1,0,240.0,240.0,0.0,208540.0,208780.0,0.00115,0.0,2000.0,,False,False
562,2025-10-24,2025-10,q4_2025,test,2025-10-24T14:12:00+00:00,2025-10-24T14:20:00+00:00,CALL,SPXW-20251024-06775.000-C,1.6141856441497804,2910.0,1,1,0,-170.0,-170.0,0.0,208780.0,208610.0,0.0,240.0,2910.0,,False,False
563,2025-10-24,2025-10,q4_2025,test,2025-10-24T14:26:00+00:00,2025-10-24T14:32:00+00:00,PUT,SPXW-20251024-06805.000-P,0.46421392059326183,1730.0,1,1,0,470.0,470.0,0.0,208610.0,209080.0,0.002248,70.0,1730.0,,False,False
564,2025-10-24,2025-10,q4_2025,test,2025-10-24T14:32:00+00:00,2025-10-24T14:41:00+00:00,CALL,SPXW-20251024-06765.000-C,1.7988242337703706,2790.0,1,1,0,540.0,540.0,0.0,209080.0,209620.0,0.002576,540.0,2790.0,,False,False
565,2025-10-27,2025-10,q4_2025,test,2025-10-27T14:01:00+00:00,2025-10-27T14:09:00+00:00,CALL,SPXW-20251027-06820.000-C,1.2253071794509889,3470.0000000000005,1,1,0,440.0,440.0,0.0,209620.0,210060.0,0.002095,0.0,3470.0000000000005,,False,False
566,2025-10-27,2025-10,q4_2025,test,2025-10-27T14:11:00+00:00,2025-10-27T14:19:00+00:00,CALL,SPXW-20251027-06835.000-C,1.1140561828613282,2340.0,1,1,0,-310.0,-310.0,0.0,210060.0,209750.0,0.0,440.0,2340.0,,False,False
567,2025-10-27,2025-10,q4_2025,test,2025-10-27T14:28:00+00:00,2025-10-27T14:32:00+00:00,CALL,SPXW-20251027-06820.000-C,1.507382316350937,3170.0,1,1,0,160.0,160.0,0.0,209750.0,209910.0,0.001476,130.0,3170.0,,False,False
568,2025-10-27,2025-10,q4_2025,test,2025-10-27T14:33:00+00:00,2025-10-27T14:37:00+00:00,CALL,SPXW-20251027-06820.000-C,1.7015447149276735,3400.0,1,1,0,250.0,250.0,0.0,209910.0,210160.0,0.00119,290.0,3400.0,,False,False
569,2025-10-27,2025-10,q4_2025,test,2025-10-27T14:38:00+00:00,2025-10-27T14:46:00+00:00,CALL,SPXW-20251027-06835.000-C,1.9498824903964997,2220.0,1,1,0,90.0,90.0,0.0,210160.0,210250.0,0.000428,540.0,2220.0,,False,False
570,2025-10-27,2025-10,q4_2025,test,2025-10-27T14:55:00+00:00,2025-10-27T15:12:00+00:00,CALL,SPXW-20251027-06835.000-C,2.592387450695038,1870.0,1,2,1,20.0,40.0,20.0,210250.0,210290.0,0.00019,630.0,3740.0,,True,False
571,2025-10-28,2025-10,q4_2025,test,2025-10-28T14:00:00+00:00,2025-10-28T14:25:00+00:00,PUT,SPXW-20251028-06890.000-P,0.6866174468994142,1700.0,1,1,0,-320.0,-320.0,0.0,210290.0,209970.0,0.0,0.0,1700.0,,False,False
572,2025-10-28,2025-10,q4_2025,test,2025-10-28T14:25:00+00:00,2025-10-28T14:31:00+00:00,CALL,SPXW-20251028-06850.000-C,1.9252367446422578,3410.0,1,1,0,190.0,190.0,0.0,209970.0,210160.0,0.001522,-320.0,3410.0,,False,False
573,2025-10-28,2025-10,q4_2025,test,2025-10-28T14:52:00+00:00,2025-10-28T14:57:00+00:00,CALL,SPXW-20251028-06855.000-C,0.9424367675781251,3130.0,1,1,0,-180.0,-180.0,0.0,210160.0,209980.0,0.000618,-130.0,3130.0,,False,False
574,2025-10-28,2025-10,q4_2025,test,2025-10-28T15:03:00+00:00,2025-10-28T15:14:00+00:00,PUT,SPXW-20251028-06915.000-P,0.9049289951324464,3240.0,1,1,0,300.0,300.0,0.0,209980.0,210280.0,0.001474,-310.0,3240.0,,False,False
575,2025-10-28,2025-10,q4_2025,test,2025-10-28T18:40:00+00:00,2025-10-28T18:42:00+00:00,CALL,SPXW-20251028-06870.000-C,0.6187618503570558,3130.0,1,1,0,30.0,30.0,0.0,210280.0,210310.0,0.000143,-10.0,3130.0,,False,False
576,2025-10-29,2025-10,q4_2025,test,2025-10-29T14:11:00+00:00,2025-10-29T14:27:00+00:00,PUT,SPXW-20251029-06940.000-P,1.1360953578948976,3370.0000000000005,1,1,0,190.0,190.0,0.0,210310.0,210500.0,0.000903,0.0,3370.0000000000005,,False,False
577,2025-10-29,2025-10,q4_2025,test,2025-10-29T14:46:00+00:00,2025-10-29T15:05:00+00:00,PUT,SPXW-20251029-06935.000-P,1.3501997718811036,3310.0,1,1,0,380.0,380.0,0.0,210500.0,210880.0,0.001802,190.0,3310.0,,False,False
578,2025-10-29,2025-10,q4_2025,test,2025-10-29T18:12:00+00:00,2025-10-29T18:16:00+00:00,PUT,SPXW-20251029-06930.000-P,1.7848081121444703,2940.0,1,1,0,630.0,630.0,0.0,210880.0,211510.0,0.002979,570.0,2940.0,,False,False
579,2025-10-29,2025-10,q4_2025,test,2025-10-29T18:35:00+00:00,2025-10-29T18:38:00+00:00,PUT,SPXW-20251029-06930.000-P,0.7846252450942994,2770.0,1,1,0,2950.0,2950.0,0.0,211510.0,214460.0,0.013755,1200.0,2770.0,,False,False
580,2025-10-29,2025-10,q4_2025,test,2025-10-29T18:51:00+00:00,2025-10-29T18:52:00+00:00,CALL,SPXW-20251029-06855.000-C,1.3619565496444703,2680.0,1,1,0,330.0,330.0,0.0,214460.0,214790.0,0.001536,4150.0,2680.0,,False,False
581,2025-10-29,2025-10,q4_2025,test,2025-10-29T19:01:00+00:00,2025-10-29T19:05:00+00:00,PUT,SPXW-20251029-06900.000-P,2.8214475641250614,1820.0,1,2,1,1370.0,2740.0,1370.0,214790.0,217530.0,0.012596,4480.0,3640.0,,True,False
582,2025-10-30,2025-10,q4_2025,test,2025-10-30T14:00:00+00:00,2025-10-30T14:06:00+00:00,CALL,SPXW-20251030-06850.000-C,1.2461815605163575,3279.9999999999995,1,1,0,240.0,240.0,0.0,217530.0,217770.0,0.001102,0.0,3279.9999999999995,,False,False
583,2025-10-30,2025-10,q4_2025,test,2025-10-30T14:25:00+00:00,2025-10-30T14:30:00+00:00,PUT,SPXW-20251030-06875.000-P,0.6430974731445314,2620.0,1,1,0,90.0,90.0,0.0,217770.0,217860.0,0.000413,240.0,2620.0,,False,False
584,2025-10-30,2025-10,q4_2025,test,2025-10-30T14:30:00+00:00,2025-10-30T14:33:00+00:00,CALL,SPXW-20251030-06850.000-C,2.220996988773346,2180.0,1,2,1,350.0,700.0,350.0,217860.0,218560.0,0.003203,330.0,4360.0,,True,False
585,2025-10-30,2025-10,q4_2025,test,2025-10-30T14:46:00+00:00,2025-10-30T14:50:00+00:00,CALL,SPXW-20251030-06855.000-C,2.0077442059516906,2540.0,1,2,1,-60.0,-120.0,-60.0,218560.0,218440.0,0.0,1030.0,5080.0,,True,False
586,2025-10-31,2025-10,q4_2025,test,2025-10-31T14:00:00+00:00,2025-10-31T14:15:00+00:00,PUT,SPXW-20251031-06885.000-P,1.6791746149063111,3340.0,1,1,0,520.0,520.0,0.0,218440.0,218960.0,0.002375,0.0,3340.0,,False,False
587,2025-10-31,2025-10,q4_2025,test,2025-10-31T14:31:00+00:00,2025-10-31T14:40:00+00:00,CALL,SPXW-20251031-06830.000-C,1.2814380655288697,3200.0,1,1,0,420.0,420.0,0.0,218960.0,219380.0,0.001914,520.0,3200.0,,False,False
588,2025-10-31,2025-10,q4_2025,test,2025-10-31T14:41:00+00:00,2025-10-31T14:48:00+00:00,CALL,SPXW-20251031-06835.000-C,0.9945503005981446,3170.0,1,1,0,480.0,480.0,0.0,219380.0,219860.0,0.002183,940.0,3170.0,,False,False
589,2025-10-31,2025-10,q4_2025,test,2025-10-31T14:58:00+00:00,2025-10-31T15:03:00+00:00,CALL,SPXW-20251031-06835.000-C,0.9171505699157716,3470.0000000000005,1,1,0,70.0,70.0,0.0,219860.0,219930.0,0.000318,1420.0,3470.0000000000005,,False,False
590,2025-10-31,2025-10,q4_2025,test,2025-10-31T15:12:00+00:00,2025-10-31T15:18:00+00:00,CALL,SPXW-20251031-06835.000-C,0.541326476097107,3279.9999999999995,1,1,0,260.0,260.0,0.0,219930.0,220190.0,0.001181,1490.0,3279.9999999999995,,False,False
591,2025-10-31,2025-10,q4_2025,test,2025-10-31T17:30:00+00:00,2025-10-31T17:32:00+00:00,CALL,SPXW-20251031-06790.000-C,0.6211124191284181,3450.0,1,1,0,560.0,560.0,0.0,220190.0,220750.0,0.002537,1750.0,3450.0,,False,False
592,2025-10-31,2025-10,q4_2025,test,2025-10-31T18:08:00+00:00,2025-10-31T18:12:00+00:00,CALL,SPXW-20251031-06820.000-C,1.264047754764557,2300.0,1,1,0,180.0,180.0,0.0,220750.0,220930.0,0.000815,2310.0,2300.0,,False,False
593,2025-11-03,2025-11,q4_2025,test,2025-11-03T15:00:00+00:00,2025-11-03T15:08:00+00:00,PUT,SPXW-20251103-06860.000-P,1.181253028869629,2280.0,1,1,0,420.0,420.0,0.0,220930.0,221350.0,0.001897,0.0,2280.0,,False,False
594,2025-11-03,2025-11,q4_2025,test,2025-11-03T15:16:00+00:00,2025-11-03T15:36:00+00:00,PUT,SPXW-20251103-06860.000-P,0.9231079349517823,2440.0,1,1,0,1390.0,1390.0,0.0,221350.0,222740.0,0.00624,420.0,2440.0,,False,False
595,2025-11-03,2025-11,q4_2025,test,2025-11-03T15:42:00+00:00,2025-11-03T15:50:00+00:00,PUT,SPXW-20251103-06850.000-P,0.998233271598816,2000.0,1,1,0,110.0,110.0,0.0,222740.0,222850.0,0.000494,1810.0,2000.0,,False,False
596,2025-11-03,2025-11,q4_2025,test,2025-11-03T15:53:00+00:00,2025-11-03T15:59:00+00:00,CALL,SPXW-20251103-06820.000-C,1.6804682443141938,2780.0,1,1,0,580.0,580.0,0.0,222850.0,223430.0,0.002596,1920.0,2780.0,,False,False
597,2025-11-03,2025-11,q4_2025,test,2025-11-03T16:02:00+00:00,2025-11-03T16:14:00+00:00,PUT,SPXW-20251103-06865.000-P,1.5130689868927003,2450.0,1,1,0,40.0,40.0,0.0,223430.0,223470.0,0.000179,2500.0,2450.0,,False,False
598,2025-11-03,2025-11,q4_2025,test,2025-11-03T16:14:00+00:00,2025-11-03T16:16:00+00:00,CALL,SPXW-20251103-06830.000-C,0.9354910383224488,2150.0,1,1,0,120.0,120.0,0.0,223470.0,223590.0,0.000537,2540.0,2150.0,,False,False
599,2025-11-03,2025-11,q4_2025,test,2025-11-03T18:31:00+00:00,2025-11-03T18:38:00+00:00,CALL,SPXW-20251103-06850.000-C,2.101277543067932,1230.0,1,2,1,270.0,540.0,270.0,223590.0,224130.0,0.002409,2660.0,2460.0,,True,False
600,2025-11-04,2025-11,q4_2025,test,2025-11-04T15:01:00+00:00,2025-11-04T15:08:00+00:00,CALL,SPXW-20251104-06785.000-C,0.9437119493484498,3120.0,1,1,0,120.0,120.0,0.0,224130.0,224250.0,0.000535,0.0,3120.0,,False,False
601,2025-11-04,2025-11,q4_2025,test,2025-11-04T15:09:00+00:00,2025-11-04T15:18:00+00:00,CALL,SPXW-20251104-06785.000-C,0.8965304622650148,2990.0,1,1,0,270.0,270.0,0.0,224250.0,224520.0,0.001203,120.0,2990.0,,False,False
602,2025-11-04,2025-11,q4_2025,test,2025-11-04T15:33:00+00:00,2025-11-04T15:42:00+00:00,CALL,SPXW-20251104-06785.000-C,0.8414662609100343,3220.0000000000005,1,1,0,530.0,530.0,0.0,224520.0,225050.0,0.002355,390.0,3220.0000000000005,,False,False
603,2025-11-04,2025-11,q4_2025,test,2025-11-04T15:46:00+00:00,2025-11-04T15:51:00+00:00,CALL,SPXW-20251104-06795.000-C,0.9687870273590089,2530.0,1,1,0,-460.0,-460.0,0.0,225050.0,224590.0,0.0,920.0,2530.0,,False,False
604,2025-11-04,2025-11,q4_2025,test,2025-11-04T15:58:00+00:00,2025-11-04T16:02:00+00:00,CALL,SPXW-20251104-06775.000-C,0.6635607013702394,3130.0,1,1,0,580.0,580.0,0.0,224590.0,225170.0,0.002576,460.0,3130.0,,False,False
605,2025-11-04,2025-11,q4_2025,test,2025-11-04T16:04:00+00:00,2025-11-04T16:10:00+00:00,CALL,SPXW-20251104-06785.000-C,0.9633701572418214,2550.0,1,1,0,-190.0,-190.0,0.0,225170.0,224980.0,0.0,1040.0,2550.0,,False,False
606,2025-11-04,2025-11,q4_2025,test,2025-11-04T16:12:00+00:00,2025-11-04T16:18:00+00:00,CALL,SPXW-20251104-06770.000-C,1.9013658294677735,3390.0,1,1,0,340.0,340.0,0.0,224980.0,225320.0,0.001509,850.0,3390.0,,False,False
607,2025-11-04,2025-11,q4_2025,test,2025-11-04T16:18:00+00:00,2025-11-04T16:21:00+00:00,PUT,SPXW-20251104-06815.000-P,1.2746857533454896,1780.0,1,1,0,420.0,420.0,0.0,225320.0,225740.0,0.001861,1190.0,1780.0,,False,False
608,2025-11-04,2025-11,q4_2025,test,2025-11-04T16:26:00+00:00,2025-11-04T16:34:00+00:00,PUT,SPXW-20251104-06810.000-P,0.5661881694793702,1810.0,1,1,0,-200.0,-200.0,0.0,225740.0,225540.0,0.0,1610.0,1810.0,,False,False
609,2025-11-04,2025-11,q4_2025,test,2025-11-04T18:31:00+00:00,2025-11-04T18:34:00+00:00,PUT,SPXW-20251104-06795.000-P,2.3229314813613895,2070.0,1,2,1,440.0,880.0,440.0,225540.0,226420.0,0.003887,1410.0,4140.0,,True,False
610,2025-11-05,2025-11,q4_2025,test,2025-11-05T15:01:00+00:00,2025-11-05T15:12:00+00:00,PUT,SPXW-20251105-06820.000-P,1.5877936611175538,3240.0,1,1,0,-270.0,-270.0,0.0,226420.0,226150.0,0.0,0.0,3240.0,,False,False
611,2025-11-05,2025-11,q4_2025,test,2025-11-05T15:26:00+00:00,2025-11-05T15:29:00+00:00,CALL,SPXW-20251105-06765.000-C,2.1386579999923705,3340.0,1,1,0,600.0,600.0,0.0,226150.0,226750.0,0.002646,-270.0,3340.0,,False,False
612,2025-11-05,2025-11,q4_2025,test,2025-11-05T15:31:00+00:00,2025-11-05T15:44:00+00:00,CALL,SPXW-20251105-06775.000-C,1.098986936569214,2670.0,1,1,0,520.0,520.0,0.0,226750.0,227270.0,0.002288,330.0,2670.0,,False,False
613,2025-11-06,2025-11,q4_2025,test,2025-11-06T15:00:00+00:00,2025-11-06T15:10:00+00:00,PUT,SPXW-20251106-06790.000-P,1.842595768928528,3420.0000000000005,1,1,0,580.0,580.0,0.0,227270.0,227850.0,0.002546,0.0,3420.0000000000005,,False,False
614,2025-11-06,2025-11,q4_2025,test,2025-11-06T15:26:00+00:00,2025-11-06T15:28:00+00:00,PUT,SPXW-20251106-06800.000-P,0.7873001823425294,3240.0,1,1,0,410.0,410.0,0.0,227850.0,228260.0,0.001796,580.0,3240.0,,False,False
615,2025-11-07,2025-11,q4_2025,test,2025-11-07T15:03:00+00:00,2025-11-07T15:08:00+00:00,PUT,SPXW-20251107-06700.000-P,1.0645588169097902,3470.0000000000005,1,1,0,950.0,950.0,0.0,228260.0,229210.0,0.004145,0.0,3470.0000000000005,,False,False
616,2025-11-07,2025-11,q4_2025,test,2025-11-07T15:30:00+00:00,2025-11-07T15:34:00+00:00,CALL,SPXW-20251107-06660.000-C,0.14597864246368397,3180.0,1,1,0,-300.0,-300.0,0.0,229210.0,228910.0,0.0,950.0,3180.0,,False,False
617,2025-11-07,2025-11,q4_2025,test,2025-11-07T15:41:00+00:00,2025-11-07T15:47:00+00:00,PUT,SPXW-20251107-06685.000-P,1.638142598628998,2700.0,1,1,0,770.0,770.0,0.0,228910.0,229680.0,0.003352,650.0,2700.0,,False,False
618,2025-11-07,2025-11,q4_2025,test,2025-11-07T15:48:00+00:00,2025-11-07T15:57:00+00:00,PUT,SPXW-20251107-06680.000-P,0.8105424175262452,2940.0,1,1,0,340.0,340.0,0.0,229680.0,230020.0,0.001478,1420.0,2940.0,,False,False
619,2025-11-07,2025-11,q4_2025,test,2025-11-07T18:31:00+00:00,2025-11-07T18:36:00+00:00,CALL,SPXW-20251107-06645.000-C,1.0792624483108522,3180.0,1,1,0,-150.0,-150.0,0.0,230020.0,229870.0,0.0,1760.0,3180.0,,False,False
620,2025-11-10,2025-11,q4_2025,test,2025-11-10T15:01:00+00:00,2025-11-10T15:09:00+00:00,CALL,SPXW-20251110-06780.000-C,1.5526123771667482,3060.0,1,1,0,140.0,140.0,0.0,229870.0,230010.0,0.000652,0.0,3060.0,,False,False
621,2025-11-10,2025-11,q4_2025,test,2025-11-10T15:10:00+00:00,2025-11-10T15:14:00+00:00,CALL,SPXW-20251110-06780.000-C,2.0773250589370726,3140.0,1,1,0,190.0,190.0,0.0,230010.0,230200.0,0.000825,140.0,3140.0,,False,False
622,2025-11-10,2025-11,q4_2025,test,2025-11-10T15:26:00+00:00,2025-11-10T15:33:00+00:00,CALL,SPXW-20251110-06795.000-C,0.6888507137298585,2130.0,1,1,0,-150.0,-150.0,0.0,230200.0,230050.0,0.0,330.0,2130.0,,False,False
623,2025-11-10,2025-11,q4_2025,test,2025-11-10T15:34:00+00:00,2025-11-10T15:41:00+00:00,CALL,SPXW-20251110-06790.000-C,1.8616746494770051,2280.0,1,1,0,-450.0,-450.0,0.0,230050.0,229600.0,0.000652,180.0,2280.0,,False,False
624,2025-11-11,2025-11,q4_2025,test,2025-11-11T15:01:00+00:00,2025-11-11T15:06:00+00:00,CALL,SPXW-20251111-06795.000-C,0.9572462568283082,3260.0,1,1,0,-470.0,-470.0,0.0,229600.0,229130.0,0.002606,0.0,3260.0,,False,False
625,2025-11-11,2025-11,q4_2025,test,2025-11-11T15:06:00+00:00,2025-11-11T15:22:00+00:00,PUT,SPXW-20251111-06820.000-P,1.1615210304260255,1240.0,1,1,0,320.0,320.0,0.0,229130.0,229450.0,0.004648,-470.0,1240.0,,False,False
626,2025-11-11,2025-11,q4_2025,test,2025-11-11T15:26:00+00:00,2025-11-11T15:36:00+00:00,PUT,SPXW-20251111-06835.000-P,0.4089676866531371,2110.0,1,1,0,700.0,700.0,0.0,229450.0,230150.0,0.003258,-150.0,2110.0,,False,False
627,2025-11-11,2025-11,q4_2025,test,2025-11-11T16:26:00+00:00,2025-11-11T16:31:00+00:00,PUT,SPXW-20251111-06830.000-P,1.2423063049316407,1390.0,1,1,0,830.0,830.0,0.0,230150.0,230980.0,0.003593,550.0,1390.0,,False,False
628,2025-11-12,2025-11,q4_2025,test,2025-11-12T15:02:00+00:00,2025-11-12T15:05:00+00:00,CALL,SPXW-20251112-06840.000-C,0.5671190748214725,2580.0,1,1,0,-40.0,-40.0,0.0,230980.0,230940.0,0.0,0.0,2580.0,,False,False
629,2025-11-12,2025-11,q4_2025,test,2025-11-12T15:05:00+00:00,2025-11-12T15:23:00+00:00,PUT,SPXW-20251112-06890.000-P,0.45652563667297374,3340.0,1,1,0,830.0,830.0,0.0,230940.0,231770.0,0.003581,-40.0,3340.0,,False,False
630,2025-11-12,2025-11,q4_2025,test,2025-11-12T15:27:00+00:00,2025-11-12T15:37:00+00:00,PUT,SPXW-20251112-06870.000-P,0.5724392662048341,2550.0,1,1,0,870.0,870.0,0.0,231770.0,232640.0,0.00374,790.0,2550.0,,False,False
