policy_idx,heuristic,fold,threshold,net_pnl,max_drawdown_pct,trades_executed,trades_per_day
6,put_call_ratio_skew,3,2.6089592984579792,5188.0,0.48102541945704613,44,0.9777777777777777
6,put_call_ratio_skew,4,2.6051557779395775,2835.0,1.0351389626482563,45,1.0
6,near_atm_band_momentum,0,0.22800974096538282,-14639.999999999996,1.3418396998996143,45,1.0
6,near_atm_band_momentum,1,0.2138699145288805,3090.0000000000005,0.3351,45,1.0
6,near_atm_band_momentum,2,0.2256719976675684,-8760.0,0.8855455048920067,45,1.0
6,near_atm_band_momentum,3,0.22631312607548879,16310.0,0.4084,45,1.0
6,near_atm_band_momentum,4,0.2295744416445,-2389.9999999999977,1.3252810554678063,45,1.0
6,internal_delta_geometry,0,-0.18384900670614962,-4759.999999999999,0.8644152720713498,45,1.0
6,internal_delta_geometry,1,-0.18608994759914724,16760.0,0.4147,45,1.0
6,internal_delta_geometry,2,-0.19006491673489728,-7344.999999999999,1.1349258804645455,45,1.0
6,internal_delta_geometry,3,-0.19024378065961378,-2944.999999999999,0.988590137910507,45,1.0
6,internal_delta_geometry,4,-0.1903279425633516,3565.0000000000014,0.8714,45,1.0
