source_file,line_number,timestamp,run_id,mode,model_action,has_live_score,has_live_threshold,has_live_wait_logit,has_live_candidate_logits,has_replay_logits,status,missing_evidence
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,44,2026-05-19T16:46:21.431057+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,48,2026-05-19T16:46:32.149808+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,53,2026-05-19T16:46:37.240055+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,58,2026-05-19T16:46:42.336526+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,63,2026-05-19T16:48:59.315600+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,67,2026-05-19T16:49:22.411283+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,72,2026-05-19T16:49:27.511461+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,77,2026-05-19T16:49:32.602973+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,82,2026-05-19T16:51:51.772858+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,86,2026-05-19T16:52:08.507345+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,91,2026-05-19T16:52:13.578423+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,96,2026-05-19T16:52:18.650849+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,101,2026-05-19T16:54:37.611069+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,105,2026-05-19T16:55:01.979568+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,110,2026-05-19T16:55:07.087547+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,115,2026-05-19T16:55:12.140481+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,120,2026-05-19T16:57:27.340674+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,124,2026-05-19T16:58:01.457578+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,129,2026-05-19T16:58:06.548187+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,134,2026-05-19T16:58:11.598103+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,139,2026-05-19T17:00:28.633689+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,143,2026-05-19T17:00:53.425175+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,148,2026-05-19T17:00:58.519850+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,153,2026-05-19T17:01:03.595096+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,158,2026-05-19T17:03:02.225394+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,162,2026-05-19T17:03:14.192449+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,167,2026-05-19T17:03:19.271356+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,172,2026-05-19T17:03:24.324899+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,177,2026-05-19T17:05:16.757086+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,181,2026-05-19T17:05:50.600730+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,186,2026-05-19T17:05:55.662106+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,191,2026-05-19T17:06:00.714912+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,196,2026-05-19T17:08:19.067038+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,200,2026-05-19T17:08:40.879401+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,205,2026-05-19T17:08:45.931615+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,210,2026-05-19T17:08:51.010532+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,215,2026-05-19T17:11:01.293531+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,219,2026-05-19T17:11:14.668660+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,224,2026-05-19T17:11:19.771691+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,229,2026-05-19T17:11:24.824203+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,234,2026-05-19T17:13:49.820598+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,238,2026-05-19T17:14:09.604706+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,243,2026-05-19T17:14:14.654976+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,248,2026-05-19T17:14:19.705215+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,253,2026-05-19T17:16:13.322404+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,257,2026-05-19T17:16:44.778024+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,262,2026-05-19T17:16:49.882239+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,267,2026-05-19T17:16:54.937631+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,272,2026-05-19T17:19:13.187744+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,276,2026-05-19T17:19:37.044095+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,281,2026-05-19T17:19:42.121383+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,286,2026-05-19T17:19:47.175111+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,291,2026-05-19T17:21:51.918771+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,295,2026-05-19T17:22:15.296617+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,300,2026-05-19T17:22:20.369448+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,305,2026-05-19T17:22:25.421184+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,310,2026-05-19T17:24:23.759338+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,314,2026-05-19T17:24:35.831278+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,319,2026-05-19T17:24:40.903232+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,324,2026-05-19T17:24:45.957307+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,329,2026-05-19T17:26:18.780104+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,blocked,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,333,2026-05-19T17:26:54.595739+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,338,2026-05-19T17:26:59.697125+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,343,2026-05-19T17:27:04.745695+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,348,2026-05-19T17:28:59.424163+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,352,2026-05-19T17:29:09.208960+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,357,2026-05-19T17:29:14.259574+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,362,2026-05-19T17:29:19.337113+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,367,2026-05-19T17:31:30.594832+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,371,2026-05-19T17:31:52.762081+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,376,2026-05-19T17:31:57.865728+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,381,2026-05-19T17:32:02.959506+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,386,2026-05-19T17:34:13.710419+00:00,protocol101_no-order-shadow_2026-05-19,no-order-shadow,wait,false,false,false,false,false,not_comparable,live_score;live_threshold;live_wait_logit;live_candidate_logits;replay_logits
