source_file,line_number,timestamp,run_id,mode,candidate_count,candidate_sample_count,has_full_candidate_features,has_surface_scores,has_surface_gate_diagnostics,has_replay_candidate_set,status,missing_evidence
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,332,2026-05-19T17:26:54.595592+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,337,2026-05-19T17:26:59.696985+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,342,2026-05-19T17:27:04.745573+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,351,2026-05-19T17:29:09.208778+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,356,2026-05-19T17:29:14.259328+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,361,2026-05-19T17:29:19.336967+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,370,2026-05-19T17:31:52.761758+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,375,2026-05-19T17:31:57.865583+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,380,2026-05-19T17:32:02.959343+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,389,2026-05-19T17:34:24.575996+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,394,2026-05-19T17:34:29.629170+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,399,2026-05-19T17:34:34.680585+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,408,2026-05-19T17:36:50.139626+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,413,2026-05-19T17:36:55.244550+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,418,2026-05-19T17:37:00.303250+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,427,2026-05-19T17:39:35.749247+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,432,2026-05-19T17:39:40.840781+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,437,2026-05-19T17:39:45.895637+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,446,2026-05-19T17:42:07.077370+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,451,2026-05-19T17:42:12.183714+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,456,2026-05-19T17:42:17.234899+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,465,2026-05-19T17:44:34.578546+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,470,2026-05-19T17:44:39.682623+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,475,2026-05-19T17:44:44.736374+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,484,2026-05-19T17:47:19.948931+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,489,2026-05-19T17:47:25.033150+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,494,2026-05-19T17:47:30.087579+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,503,2026-05-19T17:49:47.836593+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,508,2026-05-19T17:49:52.884922+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,513,2026-05-19T17:49:57.962712+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,522,2026-05-19T17:52:08.877641+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,527,2026-05-19T17:52:13.936096+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,532,2026-05-19T17:52:18.999476+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,541,2026-05-19T17:54:52.962384+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,546,2026-05-19T17:54:58.045703+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
/Users/gduby/Documents/autoresearch-trading/v4/logs/paper_trading/2026-05-19/protocol101_no-order-shadow_2026-05-19.jsonl,551,2026-05-19T17:55:03.121096+00:00,protocol101_no-order-shadow_2026-05-19,paper-submit,,0,false,false,false,false,not_comparable,full_candidate_features;surface_scores;replay_candidate_set
