window_idx,day,entry_bar,exit_bar,direction,exit_pnl,trigger,bars_held,clean_entry_prob
0,2023-03-31,61,269,call,903.0000570714474,time_stop,208,0.3483101427555084
1,2023-04-12,39,269,call,-622.5540053015459,time_stop,230,0.2654634416103363
1,2023-04-13,58,269,call,1265.9170303984477,time_stop,211,0.2699807584285736
1,2023-04-14,78,269,call,-1051.2396974547926,time_stop,191,0.2473786473274231
1,2023-04-17,50,269,call,-1074.1000382356347,time_stop,219,0.2733592391014099
1,2023-04-18,33,269,call,-607.4630496515907,time_stop,236,0.2741110026836395
1,2023-04-19,52,269,call,1132.037030862061,time_stop,217,0.2775658965110779
1,2023-04-20,94,269,call,331.3872897606817,time_stop,175,0.2708362936973572
1,2023-04-21,112,269,call,403.1000190801919,time_stop,157,0.26823633909225464
1,2023-04-24,50,269,call,-694.8599950948358,time_stop,219,0.2706458866596222
1,2023-04-25,87,269,call,-927.1599843615294,time_stop,182,0.2717554569244385
1,2023-04-26,96,269,call,-770.0657903440297,time_stop,173,0.24361178278923035
1,2023-04-27,47,269,call,1713.6000699625774,time_stop,222,0.27078133821487427
1,2023-04-28,120,269,call,373.63329603473346,time_stop,149,0.26793742179870605
1,2023-05-01,97,269,call,19.576037773132327,time_stop,172,0.2767082154750824
1,2023-05-02,32,269,call,-1154.7100444575399,time_stop,237,0.24799662828445435
1,2023-05-03,50,269,call,0.1699547878652794,time_stop,219,0.20492683351039886
1,2023-05-08,116,269,call,153.4000202178955,time_stop,153,0.2694743275642395
1,2023-05-09,81,269,call,121.74197527958499,time_stop,188,0.26547473669052124
1,2023-05-11,80,269,call,-154.4774806969338,time_stop,189,0.24286174774169922
1,2023-05-12,76,269,call,-962.4400019423167,time_stop,193,0.27082934975624084
1,2023-05-15,38,269,call,990.3125401511788,time_stop,231,0.26390984654426575
1,2023-05-16,89,269,call,54.99992424249649,time_stop,180,0.2541123628616333
1,2023-05-17,79,269,call,3723.339873738438,time_stop,190,0.2769957184791565
1,2023-05-18,83,269,call,-960.1500283893197,time_stop,186,0.26316264271736145
1,2023-05-19,113,269,call,-988.0054533012346,time_stop,156,0.2521199882030487
1,2023-05-22,34,269,call,-207.0796252944197,time_stop,235,0.2646041810512543
1,2023-05-23,116,269,call,-1084.0999564580618,time_stop,153,0.26203927397727966
1,2023-05-24,117,269,call,-518.1192348767585,time_stop,152,0.24995402991771698
1,2023-05-26,53,269,call,493.3798585440327,time_stop,216,0.2689545750617981
1,2023-05-30,98,269,call,-778.8977416997606,time_stop,171,0.2685353457927704
1,2023-05-31,112,269,call,1025.9999444708228,time_stop,157,0.2689959704875946
1,2023-06-01,37,269,call,3231.5998504300915,time_stop,232,0.2666948735713959
1,2023-06-02,115,269,call,335.6400352871418,time_stop,154,0.28764158487319946
1,2023-06-05,46,269,call,99.64616560912434,time_stop,223,0.2616501450538635
1,2023-06-06,120,269,call,-793.8976882249117,time_stop,149,0.2293241024017334
1,2023-06-07,111,269,call,-782.0074109112784,time_stop,158,0.26796117424964905
1,2023-06-08,31,269,call,1172.1000393532217,time_stop,238,0.2310406118631363
1,2023-06-09,90,269,call,-712.5692103478198,time_stop,179,0.2613648772239685
1,2023-06-12,42,269,call,923.3499248042702,time_stop,227,0.2174706757068634
1,2023-06-13,47,269,call,1091.335076455921,time_stop,222,0.22524987161159515
1,2023-06-14,81,269,call,-269.47999774336813,time_stop,188,0.16384270787239075
1,2023-06-15,80,269,call,1696.52707798948,time_stop,189,0.21569158136844635
1,2023-06-16,80,269,call,-357.3999814152718,time_stop,189,0.221194788813591
1,2023-06-20,49,269,call,622.9274997264147,time_stop,220,0.22758281230926514
1,2023-06-21,103,269,call,618.8058879824079,time_stop,166,0.2172657996416092
1,2023-06-22,76,269,call,787.0120772908583,time_stop,193,0.21535328030586243
1,2023-06-23,109,269,call,1110.470027764067,time_stop,160,0.21761800348758698
1,2023-06-26,114,269,call,-358.83682488877525,time_stop,155,0.2498350888490677
1,2023-06-27,43,268,call,3502.381832257172,time_stop,225,0.21683959662914276
1,2023-06-28,56,269,call,-264.1918492730536,time_stop,213,0.2212052196264267
1,2023-06-29,102,269,call,-221.59999992102382,time_stop,167,0.21883633732795715
1,2023-06-30,90,269,call,565.301538069569,time_stop,179,0.21402792632579803
1,2023-07-03,55,209,call,338.33998548969623,time_stop,154,0.22972005605697632
1,2023-07-05,111,269,call,-320.63002631150187,time_stop,158,0.20795106887817383
1,2023-07-06,90,269,call,1839.5499439638106,time_stop,179,0.27058345079421997
1,2023-07-07,97,268,call,1427.2701033665985,time_stop,171,0.22267889976501465
2,2023-08-29,107,269,call,1067.6300685935469,time_stop,162,0.24968644976615906
2,2023-09-25,115,269,call,-182.0203074608669,time_stop,154,0.26670336723327637
2,2023-09-28,119,269,call,-390.9576660245657,time_stop,150,0.24628329277038574
3,2023-10-04,96,268,call,104.42994627603903,time_stop,172,0.31933367252349854
3,2023-10-05,94,269,put,-1203.1912651275368,time_stop,175,0.24888959527015686
3,2023-10-06,102,269,call,3625.2613175283323,time_stop,167,0.3024178445339203
3,2023-10-11,58,269,call,-840.4606278265917,time_stop,211,0.3381292223930359
3,2023-10-16,105,269,call,-449.2083732262254,time_stop,164,0.3522104024887085
3,2023-10-24,99,269,call,-949.3220795646597,time_stop,170,0.35564902424812317
3,2023-10-25,51,269,call,-950.3326576444285,time_stop,218,0.2992754280567169
3,2023-10-26,118,269,put,103.33663663695256,time_stop,151,0.2212163507938385
3,2023-10-27,115,269,put,2822.5719239391683,time_stop,154,0.2285631150007248
3,2023-10-31,111,268,call,1286.437405022896,time_stop,157,0.30598190426826477
3,2023-11-02,103,269,call,736.8428636045829,time_stop,166,0.37289854884147644
3,2023-11-06,58,269,call,-947.699994906038,time_stop,211,0.38747209310531616
3,2023-11-07,114,269,call,-43.5172204959722,time_stop,155,0.4095117747783661
3,2023-11-08,85,269,put,-103.76953585180877,time_stop,184,0.27693498134613037
3,2023-11-09,94,269,call,-980.950009488687,time_stop,175,0.38512298464775085
3,2023-11-10,115,266,call,2250.4398155635595,time_stop,151,0.36811670660972595
3,2023-11-13,85,269,call,349.90874503042784,time_stop,184,0.36319729685783386
3,2023-11-16,57,269,call,-834.4149034974054,time_stop,212,0.38209226727485657
3,2023-11-17,118,269,call,967.970068738535,time_stop,151,0.38616907596588135
3,2023-11-20,115,268,call,1096.6999251909554,time_stop,153,0.448126882314682
3,2023-11-21,95,269,call,343.09998093321923,time_stop,174,0.4208552837371826
3,2023-11-22,83,269,call,372.8711433501578,time_stop,186,0.4111775755882263
3,2023-11-24,31,209,call,-315.12350232023334,time_stop,178,0.49683159589767456
3,2023-11-27,87,269,call,-10.150037225708374,time_stop,182,0.5011405348777771
3,2023-11-28,69,269,call,-261.6830595799345,time_stop,200,0.4539986848831177
3,2023-11-29,96,269,call,-389.69998031780125,time_stop,173,0.37273460626602173
3,2023-12-05,106,269,call,-453.9757025651634,time_stop,163,0.425348699092865
3,2023-12-06,112,269,call,-435.1346476828823,time_stop,157,0.44282567501068115
3,2023-12-07,61,269,call,-30.441459845852158,time_stop,208,0.40135109424591064
3,2023-12-08,94,269,call,-453.133264522627,time_stop,175,0.41318804025650024
3,2023-12-11,96,269,call,713.2513239323857,time_stop,173,0.44703957438468933
3,2023-12-12,113,269,call,282.9000383488834,time_stop,156,0.44329833984375
3,2023-12-18,120,269,call,241.75879375080152,time_stop,149,0.48634234070777893
3,2023-12-19,93,269,call,-35.90003720894457,time_stop,176,0.461502343416214
3,2023-12-20,82,269,call,-405.8055856107838,time_stop,187,0.45076555013656616
3,2023-12-26,79,269,call,73.60997826732694,time_stop,190,0.4342886209487915
3,2023-12-27,36,269,call,-133.29994247183203,time_stop,233,0.3833658695220947
5,2024-03-26,116,269,call,-626.2999898351729,time_stop,153,0.40031951665878296
5,2024-04-01,44,269,call,-1078.9546681645006,time_stop,225,0.38003093004226685
5,2024-04-03,104,269,call,-480.00003772228956,time_stop,165,0.3567901849746704
5,2024-04-04,74,269,call,-646.9000192902982,time_stop,195,0.3565569818019867
5,2024-05-13,42,269,call,-839.2200266073644,time_stop,227,0.3739972710609436
5,2024-05-16,72,269,call,-570.5200458425284,time_stop,197,0.3795456886291504
5,2024-05-17,80,269,call,-559.2999592952431,time_stop,189,0.37542301416397095
5,2024-05-20,116,269,call,-867.1890570896838,time_stop,153,0.37284281849861145
5,2024-05-21,48,269,call,674.7145263375239,time_stop,221,0.4023609161376953
5,2024-05-22,53,269,call,-608.8999610714615,time_stop,216,0.4002928137779236
5,2024-05-28,53,269,call,-777.3086097596912,time_stop,216,0.42340266704559326
5,2024-05-30,120,269,put,-508.9328001247731,time_stop,149,0.37759724259376526
5,2024-06-10,115,269,call,580.3533296759567,time_stop,154,0.3605863153934479
5,2024-06-17,118,269,call,3159.6256921050294,time_stop,151,0.36009472608566284
6,2024-06-25,57,269,call,-311.89996100440624,time_stop,212,0.38508927822113037
6,2024-06-26,52,269,call,-43.420871443177255,time_stop,217,0.3842722177505493
6,2024-06-28,72,269,put,2234.7658953160953,time_stop,197,0.38219544291496277
6,2024-07-01,111,269,call,400.30001990571617,time_stop,158,0.38885125517845154
6,2024-07-03,103,209,call,1170.8170384967,time_stop,106,0.5212091207504272
6,2024-07-05,100,269,call,988.7713961681669,time_stop,169,0.3835468292236328
6,2024-07-10,117,269,call,1979.2100000856071,time_stop,152,0.40871432423591614
6,2024-07-16,58,269,call,-119.00977323234498,time_stop,211,0.41405484080314636
6,2024-07-18,52,234,call,-1215.0100228262693,time_stop,182,0.3879036009311676
6,2024-07-19,88,269,call,-954.7256235777593,time_stop,181,0.4016471207141876
6,2024-07-23,73,269,call,-575.035728567228,time_stop,196,0.3851796090602875
6,2024-07-24,94,269,call,-843.0721013166077,time_stop,175,0.39979517459869385
6,2024-07-26,120,269,call,589.1633614174802,time_stop,149,0.378791868686676
6,2024-07-30,90,269,call,-979.6817433594887,time_stop,179,0.40144070982933044
6,2024-07-31,118,269,put,106.94730516030668,time_stop,151,0.3536471128463745
6,2024-08-01,59,209,call,-905.3077331506289,time_stop,150,0.37973082065582275
6,2024-08-07,99,236,call,-1056.3742728825694,time_stop,137,0.3699866533279419
6,2024-08-13,111,269,call,1172.7000378139317,time_stop,158,0.39917126297950745
6,2024-08-14,55,269,call,-66.54839672190607,time_stop,214,0.38376152515411377
6,2024-08-15,60,269,call,1214.3049347552706,time_stop,209,0.3916381597518921
6,2024-08-16,104,267,call,921.9992389390513,time_stop,163,0.3880150616168976
6,2024-08-22,76,248,call,-1024.0143838370077,time_stop,172,0.4054105579853058
6,2024-08-23,103,269,call,-866.9868796356022,time_stop,166,0.38968518376350403
6,2024-08-26,61,269,call,-888.4190528689085,time_stop,208,0.40410956740379333
6,2024-09-03,67,269,call,-1092.4214053315134,time_stop,202,0.4036082327365875
6,2024-09-04,68,269,call,-1156.4432202238927,time_stop,201,0.3817383348941803
6,2024-09-05,72,269,call,-1134.334014332192,time_stop,197,0.3927878141403198
6,2024-09-09,53,269,call,-351.1516975968618,time_stop,216,0.38816753029823303
6,2024-09-10,120,269,call,-786.5393169953641,time_stop,149,0.4002506732940674
6,2024-09-13,117,269,call,-74.99795031987253,time_stop,152,0.39095544815063477
6,2024-09-16,55,269,call,-252.0585246706734,time_stop,214,0.394387423992157
7,2024-09-17,57,269,call,-1207.2244085404932,time_stop,212,0.4847828149795532
7,2024-09-18,70,269,call,-25.499999970855058,time_stop,199,0.6308721899986267
7,2024-09-19,60,269,put,-771.9538497214421,time_stop,209,0.42060139775276184
7,2024-09-20,58,269,call,-248.7199731233716,time_stop,211,0.5065912008285522
7,2024-09-23,80,269,call,-654.1406620010018,time_stop,189,0.4738527834415436
7,2024-09-24,88,269,call,439.6408935163551,time_stop,181,0.42934679985046387
7,2024-09-25,38,269,call,-1008.2700306563825,time_stop,231,0.3951377272605896
7,2024-09-26,73,269,call,-1047.5904203223452,time_stop,196,0.42428073287010193
7,2024-09-27,57,269,put,854.1079846123308,time_stop,212,0.385867178440094
7,2024-09-30,61,269,call,-37.37778710153654,time_stop,208,0.49272358417510986
7,2024-10-01,39,269,call,-264.71566752724203,time_stop,230,0.501073956489563
7,2024-10-02,61,269,call,-179.58373050649055,time_stop,208,0.5094659328460693
7,2024-10-03,84,269,call,-931.4500094775111,time_stop,185,0.5016050934791565
7,2024-10-04,92,269,put,-437.1723818274231,time_stop,177,0.46729686856269836
7,2024-10-07,51,269,call,-889.5731545468476,time_stop,218,0.46855559945106506
7,2024-10-08,61,269,call,-7.866278545930982,time_stop,208,0.4987422823905945
7,2024-10-09,90,269,call,-43.02405301124266,time_stop,179,0.527464747428894
7,2024-10-10,58,269,call,-372.4382513957831,time_stop,211,0.49228349328041077
7,2024-10-11,88,269,call,-587.3274716772138,time_stop,181,0.4943055808544159
7,2024-10-14,56,269,call,-275.5742793154008,time_stop,213,0.5042651891708374
7,2024-10-15,107,269,call,-1103.7852479269309,time_stop,162,0.45189639925956726
7,2024-10-16,55,269,call,32.622741990604155,time_stop,214,0.49123936891555786
7,2024-10-17,105,269,call,166.89865651073654,time_stop,164,0.4203808903694153
7,2024-10-18,120,269,call,-23.79999872744085,time_stop,149,0.4310449957847595
7,2024-10-21,47,269,call,-1041.3091661094836,time_stop,222,0.4651467800140381
7,2024-10-22,59,269,call,1691.31517801401,time_stop,210,0.4626069962978363
7,2024-10-23,64,221,call,-1211.0261710622617,time_stop,157,0.4588615298271179
7,2024-10-24,97,269,call,-406.48782609403133,time_stop,172,0.4268336296081543
7,2024-10-25,99,264,call,-1020.7264527882327,time_stop,165,0.4424903392791748
7,2024-10-28,61,269,call,-743.5041273789762,time_stop,208,0.438524454832077
7,2024-10-29,53,269,call,178.3709492997724,time_stop,216,0.42729946970939636
7,2024-10-30,64,269,call,-1159.1500166099518,time_stop,205,0.4599333107471466
7,2024-10-31,53,269,call,-1064.6036257028686,time_stop,216,0.4975300133228302
7,2024-11-01,90,269,call,-1085.3106093311985,time_stop,179,0.5053405165672302
7,2024-11-04,51,269,call,-969.8499709848315,time_stop,218,0.49765434861183167
7,2024-11-05,63,269,call,196.76056248925346,time_stop,206,0.5191381573677063
7,2024-11-06,32,269,call,865.9104568508765,time_stop,237,0.3962799608707428
7,2024-11-07,80,269,put,-114.09996171817183,time_stop,189,0.5528355836868286
7,2024-11-08,66,269,call,1192.4588839120722,time_stop,203,0.4964715540409088
7,2024-11-11,64,269,call,-796.8847814397197,time_stop,205,0.4447634220123291
7,2024-11-12,110,269,put,-146.20001722398615,time_stop,159,0.34950897097587585
7,2024-11-13,64,269,put,-1046.1249832678586,time_stop,205,0.40190640091896057
7,2024-11-14,59,269,call,-1195.4066082126494,time_stop,210,0.42863771319389343
7,2024-11-15,108,269,put,1792.572785601446,time_stop,161,0.36049291491508484
7,2024-11-18,67,269,call,-135.70328695431348,time_stop,202,0.49701428413391113
7,2024-11-19,59,216,put,-833.2647058895844,time_stop,157,0.4025959074497223
7,2024-11-20,90,269,call,-931.1733188331127,time_stop,179,0.4657233953475952
7,2024-11-21,49,269,call,2038.0442312812872,time_stop,220,0.5431057810783386
7,2024-11-22,78,269,call,-434.8502423693642,time_stop,191,0.451168954372406
7,2024-11-25,99,269,call,-610.8892512813876,time_stop,170,0.41720810532569885
7,2024-11-26,93,269,call,223.10000096037982,time_stop,176,0.45229271054267883
7,2024-11-27,101,269,put,-647.2256872117243,time_stop,168,0.33598971366882324
7,2024-11-29,33,209,call,1056.7644661693057,time_stop,176,0.48785296082496643
7,2024-12-02,79,269,call,107.65003835447133,time_stop,190,0.45275601744651794
7,2024-12-03,81,269,call,401.3099972014874,time_stop,188,0.4052458703517914
7,2024-12-04,115,269,call,-279.3600411185622,time_stop,154,0.5013947486877441
7,2024-12-05,34,269,call,-741.8019164211627,time_stop,235,0.4219502806663513
7,2024-12-06,70,269,call,-760.6592776708029,time_stop,199,0.4464315176010132
7,2024-12-09,112,269,put,-533.9519520469009,time_stop,157,0.36815255880355835
7,2024-12-10,65,267,put,893.9591710039863,time_stop,202,0.36215925216674805
8,2024-12-11,82,269,call,673.9970798804163,time_stop,187,0.40910157561302185
8,2024-12-12,110,269,call,-797.3010001636825,time_stop,159,0.3943173587322235
8,2024-12-13,67,269,call,-802.8699881090969,time_stop,202,0.4112590253353119
8,2024-12-16,110,269,call,589.1800267656148,time_stop,159,0.4373883903026581
8,2024-12-17,59,269,put,-862.5424689133644,time_stop,210,0.38371747732162476
8,2024-12-18,101,269,call,-165.16001192495227,time_stop,168,0.3839356601238251
8,2024-12-19,49,269,call,-433.5300107405335,time_stop,220,0.3523923456668854
8,2024-12-23,88,268,call,2689.0304541262713,time_stop,180,0.3952144384384155
8,2024-12-24,58,209,call,2523.750001123175,time_stop,151,0.3976707458496094
8,2024-12-26,113,269,call,-71.130026300326,time_stop,156,0.3871963918209076
8,2024-12-30,74,269,call,2662.2697567018936,time_stop,195,0.3423767387866974
8,2025-01-02,109,269,call,-1350.9891512329164,time_stop,160,0.39169278740882874
8,2025-01-06,113,267,call,-1087.749999737367,time_stop,154,0.38183197379112244
8,2025-01-08,80,269,call,-479.08514737547546,time_stop,189,0.37789252400398254
8,2025-01-10,45,269,call,1994.7999639853836,time_stop,224,0.3398410379886627
8,2025-01-15,93,269,put,-947.2927124414865,time_stop,176,0.3445923924446106
8,2025-01-17,101,269,call,-56.84292113695142,time_stop,168,0.37468475103378296
8,2025-01-22,75,269,call,-229.63636426627636,time_stop,194,0.4129914939403534
8,2025-01-23,64,269,call,1125.662512202692,time_stop,205,0.3977454900741577
8,2025-01-24,101,269,call,-1072.224336034881,time_stop,168,0.4022943377494812
8,2025-01-27,68,269,call,-1083.1995735263138,time_stop,201,0.33531084656715393
8,2025-01-29,116,269,call,-151.90999649666247,time_stop,153,0.45942068099975586
8,2025-01-30,104,269,call,2483.742206459692,time_stop,165,0.4227006733417511
8,2025-01-31,105,269,call,-1032.5999623924495,time_stop,164,0.3827729821205139
8,2025-02-03,46,265,call,5011.922033580831,time_stop,219,0.32725438475608826
8,2025-02-05,49,269,call,1742.0021559459387,time_stop,220,0.3649563491344452
8,2025-02-06,101,269,call,-569.8999991960824,time_stop,168,0.4236758053302765
8,2025-02-07,74,269,call,-1031.0601470482438,time_stop,195,0.3712577521800995
8,2025-02-10,74,269,put,-569.6537735206338,time_stop,195,0.370755136013031
8,2025-02-11,100,269,call,-470.3099761237949,time_stop,169,0.389435738325119
8,2025-02-12,88,269,call,23.700001328438503,time_stop,181,0.35139063000679016
8,2025-02-13,96,269,call,-424.55402782559395,time_stop,173,0.3693186044692993
8,2025-02-14,51,269,call,-457.47055059671413,time_stop,218,0.38428831100463867
8,2025-02-18,68,269,call,-715.2516979918696,time_stop,201,0.3700973093509674
8,2025-02-19,119,269,call,122.12005003273487,time_stop,150,0.3937642574310303
8,2025-03-05,100,269,call,2167.650754104948,time_stop,169,0.4268638789653778
8,2025-03-07,100,269,call,476.5993869667026,time_stop,169,0.42947918176651
8,2025-03-10,56,269,call,-1018.9941423248724,time_stop,213,0.3491959869861603
9,2025-04-03,82,269,call,-500.43105430233066,time_stop,187,0.37629637122154236
9,2025-04-11,75,269,call,710.4164443528189,time_stop,194,0.39030760526657104
10,2025-06-06,96,269,call,-1059.8357820288459,time_stop,173,0.35959407687187195
10,2025-06-09,111,269,call,844.749999769032,time_stop,158,0.3533616065979004
10,2025-06-10,52,269,call,-213.7000565223396,time_stop,217,0.33399054408073425
10,2025-06-11,88,269,call,-944.7966719425718,time_stop,181,0.36851418018341064
10,2025-06-12,91,269,call,-497.62842743531996,time_stop,178,0.32614532113075256
10,2025-06-13,60,269,call,1204.657933064524,time_stop,209,0.30501827597618103
10,2025-06-16,104,269,call,-991.971103813961,time_stop,165,0.31468090415000916
10,2025-06-17,118,269,call,-933.5999564692378,time_stop,151,0.341301292181015
10,2025-06-18,117,269,call,-235.25784507527948,time_stop,152,0.31770601868629456
10,2025-06-20,100,269,call,-911.7698306616971,time_stop,169,0.3074004650115967
10,2025-06-24,82,269,call,1430.8999823503195,time_stop,187,0.38776400685310364
10,2025-06-25,54,269,call,-1057.4492051664708,time_stop,215,0.34148257970809937
10,2025-06-26,112,269,call,177.59451349885376,time_stop,157,0.3786473572254181
10,2025-06-27,120,269,call,-781.4399863383173,time_stop,149,0.3531562089920044
10,2025-06-30,110,269,call,-393.35271364837416,time_stop,159,0.32390692830085754
10,2025-07-01,99,269,call,1619.321587873022,time_stop,170,0.3889533281326294
10,2025-07-02,107,269,call,210.62998923741281,time_stop,162,0.3662989139556885
10,2025-07-03,106,209,call,-284.79312303796064,time_stop,103,0.4336692690849304
10,2025-07-07,84,269,call,-1121.319654588221,time_stop,185,0.4159059226512909
10,2025-07-08,59,269,call,421.9000002242625,time_stop,210,0.3606700301170349
10,2025-07-09,107,269,call,488.07488198772563,time_stop,162,0.3829980492591858
10,2025-07-11,80,269,call,45.4633752591908,time_stop,189,0.3422550857067108
10,2025-07-15,113,269,call,-646.9583146485189,time_stop,156,0.3441998064517975
10,2025-07-16,90,269,call,51.22865575162636,time_stop,179,0.34802600741386414
10,2025-07-17,118,269,call,425.35091606808595,time_stop,151,0.42185699939727783
10,2025-07-18,80,269,call,-729.3407401664831,time_stop,189,0.3551257252693176
10,2025-07-21,116,269,call,-246.764010469029,time_stop,153,0.43307289481163025
10,2025-07-22,120,269,call,240.3737898793377,time_stop,149,0.35589900612831116
10,2025-07-23,89,268,call,1470.9000386171042,time_stop,179,0.418590247631073
10,2025-07-24,103,269,call,-629.6999421708285,time_stop,166,0.4044112265110016
10,2025-07-25,113,269,call,881.6626073802547,time_stop,156,0.43784698843955994
10,2025-07-28,80,269,call,-986.4588678066161,time_stop,189,0.4306745231151581
10,2025-07-29,77,269,call,-1104.4999851547182,time_stop,192,0.43152421712875366
10,2025-07-30,96,269,call,368.3926365898001,time_stop,173,0.314258337020874
10,2025-07-31,83,269,call,-979.9962616536977,time_stop,186,0.30777397751808167
10,2025-08-01,114,269,call,-757.1927238956365,time_stop,155,0.3081621527671814
10,2025-08-04,82,269,call,68.99589029980484,time_stop,187,0.3636143207550049
10,2025-08-05,113,269,call,950.083180049292,time_stop,156,0.3888862729072571
10,2025-08-06,117,269,call,-7.916221820996249,time_stop,152,0.3584478199481964
10,2025-08-07,110,269,call,-1277.4050939853173,time_stop,159,0.32257333397865295
10,2025-08-08,109,269,call,520.8704168421583,time_stop,160,0.33380958437919617
10,2025-08-11,102,269,call,-251.70001842007042,time_stop,167,0.36960306763648987
10,2025-08-12,33,268,call,2819.841032970076,time_stop,235,0.3406040668487549
10,2025-08-13,103,269,call,-214.30005689039825,time_stop,166,0.37524259090423584
10,2025-08-14,110,269,call,16.198426597838612,time_stop,159,0.3379855453968048
10,2025-08-15,57,269,call,-150.9117451969754,time_stop,212,0.38583433628082275
10,2025-08-18,113,269,call,-418.4205327986557,time_stop,156,0.4418278932571411
10,2025-08-19,90,269,call,-888.05841708337,time_stop,179,0.3853718638420105
10,2025-08-20,48,269,call,1228.799980890751,time_stop,221,0.37108558416366577
10,2025-08-21,97,269,call,-771.849970940128,time_stop,172,0.3137753903865814
10,2025-08-22,112,269,call,-656.0046329428154,time_stop,157,0.33202195167541504
10,2025-08-25,113,269,call,-579.0000377446413,time_stop,156,0.43080928921699524
10,2025-08-26,89,269,call,-140.62815659879482,time_stop,180,0.4498036205768585
10,2025-08-27,113,269,call,42.330008082166316,time_stop,156,0.4406466484069824
10,2025-08-28,36,269,call,925.1274370134298,time_stop,233,0.33868831396102905
10,2025-08-29,60,269,call,-515.2422390727653,time_stop,209,0.38503187894821167
10,2025-09-02,59,269,call,-1070.6316072995724,time_stop,210,0.291159063577652
11,2025-09-03,101,265,call,-1028.879652804869,time_stop,164,0.4031710624694824
11,2025-09-04,105,269,call,878.4310485944152,time_stop,164,0.41126182675361633
11,2025-09-09,117,269,call,666.911408418839,time_stop,152,0.43541771173477173
11,2025-09-10,116,269,call,-625.3368602884443,time_stop,153,0.37786686420440674
11,2025-09-11,89,269,call,354.4371011710952,time_stop,180,0.38619372248649597
11,2025-09-12,72,269,call,132.60003911852834,time_stop,197,0.43392232060432434
11,2025-09-15,112,269,call,-66.1017166869682,time_stop,157,0.4425855875015259
11,2025-09-16,111,269,call,-96.19993554748166,time_stop,158,0.4249431788921356
11,2025-09-17,109,269,call,194.00007685273886,time_stop,160,0.41765323281288147
11,2025-09-18,96,269,call,-619.4071173891425,time_stop,173,0.4008384048938751
11,2025-09-19,112,269,call,1197.1927349099315,time_stop,157,0.38206911087036133
11,2025-09-22,57,269,call,2151.283268987205,time_stop,212,0.4484892785549164
11,2025-09-23,117,269,call,-1098.5499780949206,time_stop,152,0.4322596490383148
11,2025-09-24,80,255,call,-1076.8243599725668,time_stop,175,0.40214306116104126
11,2025-09-25,120,269,call,-1096.4507853411308,time_stop,149,0.33405327796936035
11,2025-09-26,118,269,call,792.1249997578561,time_stop,151,0.44296056032180786
11,2025-09-29,120,269,call,-727.883668182225,time_stop,149,0.3894931972026825
11,2025-09-30,91,269,call,-792.9507688339946,time_stop,178,0.41999638080596924
11,2025-10-01,81,269,call,1587.0015473081744,time_stop,188,0.3855275809764862
11,2025-10-02,61,269,call,-373.72623842590065,time_stop,208,0.4020500183105469
