date,fold,side,entry_mid,entry_cost_per_contract,contracts,equity_before,net_pnl_dollars_per_contract,trade_pnl_dollars,equity_after
2024-12-19,0,C,17.600000381469727,1760.0000381469727,1,1000000.0,28.806361333465574,28.806361333465574,1000028.8063613335
2024-12-20,0,C,19.200000762939453,1920.0000762939453,1,1000028.8063613335,821.7183150268555,821.7183150268555,1000850.5246763603
2024-12-23,0,C,9.899999618530273,989.9999618530273,2,1000850.5246763603,-45.93996162414551,-91.87992324829102,1000758.644753112
2024-12-24,0,C,4.599999904632568,459.99999046325684,5,1000758.644753112,27.240019130706788,136.20009565353394,1000894.8448487655
2024-12-27,0,P,13.600000381469727,1360.0000381469727,1,1000894.8448487655,71.83992347717285,71.83992347717285,1000966.6847722427
2024-12-30,0,C,14.5,1450.0,1,1000966.6847722427,-321.70001144409184,-321.70001144409184,1000644.9847607986
2024-12-31,0,C,18.299999237060547,1829.9999237060547,1,1000644.9847607986,-194.63992309570312,-194.63992309570312,1000450.3448377029
2025-01-02,0,C,14.800000190734863,1480.0000190734863,1,1000450.3448377029,-108.88000011444092,-108.88000011444092,1000341.4648375885
2025-01-03,0,C,13.800000190734863,1380.0000190734863,1,1000341.4648375885,501.71994266510006,501.71994266510006,1000843.1847802536
2025-01-06,0,C,9.5,950.0,2,1000843.1847802536,-16.69996566772461,-33.39993133544922,1000809.7848489181
2025-01-07,0,C,11.600000381469727,1160.0000381469727,2,1000809.7848489181,-296.9600574493408,-593.9201148986816,1000215.8647340194
2025-01-08,0,C,13.699999809265137,1369.9999809265137,1,1000215.8647340194,171.78001918792725,171.78001918792725,1000387.6447532073
2025-01-10,0,C,13.5,1350.0,1,1000387.6447532073,-180.10002670288085,-180.10002670288085,1000207.5447265045
2025-01-13,0,C,15.5,1550.0,1,1000207.5447265045,60.1420760500431,60.1420760500431,1000267.6868025545
2025-01-14,0,C,15.199999809265137,1519.9999809265137,1,1000267.6868025545,-272.1599426269532,-272.1599426269532,999995.5268599276
2025-01-16,0,C,10.800000190734863,1080.0000190734863,2,999995.5268599276,241.51995410919187,483.03990821838374,1000478.566768146
2025-01-17,0,C,10.529999732971191,1052.9999732971191,2,1000478.566768146,-171.42401123046878,-342.84802246093756,1000135.7187456851
2025-01-21,0,P,9.100000381469727,910.0000381469727,2,1000135.7187456851,-175.46002883911132,-350.92005767822263,999784.7986880068
2025-01-27,0,C,14.300000190734863,1430.0000190734863,1,999784.7986880068,-18.580038261413577,-18.580038261413577,999766.2186497455
2025-01-28,0,C,12.5,1250.0,1,999766.2186497455,220.00001907348633,220.00001907348633,999986.2186688189
2025-01-29,0,C,15.199999809265137,1519.9999809265137,1,999986.2186688189,77.84005737304686,77.84005737304686,1000064.058726192
2025-01-30,0,C,11.899999618530273,1189.9999618530273,2,1000064.058726192,-289.5199234008789,-579.0398468017578,999485.0188793902
2025-02-03,0,P,19.219999313354492,1921.9999313354492,1,999485.0188793902,102.62403106689453,102.62403106689453,999587.6429104571
2025-02-04,0,C,9.600000381469727,960.0000381469727,2,999587.6429104571,-115.76003837585449,-231.52007675170898,999356.1228337054
2025-02-07,0,C,11.100000381469727,1110.0000381469727,2,999356.1228337054,-166.6600383758545,-333.320076751709,999022.8027569536
2025-02-10,0,C,12.050000190734863,1205.0000190734863,2,999022.8027569536,204.35993881225585,408.7198776245117,999431.5226345782
2025-02-11,0,C,13.5,1350.0,1,999431.5226345782,-110.80000000000001,-110.80000000000001,999320.7226345781
2025-02-12,0,C,12.899999618530273,1289.9999618530273,1,999320.7226345781,92.26000022888184,92.26000022888184,999412.982634807
2025-02-13,0,C,10.949999809265137,1094.9999809265137,2,999412.982634807,46.24001922607421,92.48003845214842,999505.4626732592
2025-02-20,0,C,10.699999809265137,1069.9999809265137,2,999505.4626732592,3.580038261413574,7.160076522827148,999512.622749782
2025-02-25,0,C,15.300000190734863,1530.0000190734863,1,999512.622749782,-19.180038261413575,-19.180038261413575,999493.4427115206
2025-02-26,0,C,9.600000381469727,960.0000381469727,2,999493.4427115206,-45.76005744934082,-91.52011489868164,999401.9225966219
2025-02-27,0,C,17.200000762939453,1720.0000762939453,1,999401.9225966219,-351.76010742187503,-351.76010742187503,999050.1624892
2025-02-28,0,C,19.399999618530273,1939.9999618530273,1,999050.1624892,153.54887621040345,153.54887621040345,999203.7113654104
2025-03-03,0,C,17.200000762939453,1720.0000762939453,1,999203.7113654104,-445.3200386047363,-445.3200386047363,998758.3913268056
2025-03-04,0,C,23.5,2350.0,1,998758.3913268056,-194.9459240758419,-194.9459240758419,998563.4454027298
2025-03-13,0,C,22.700000762939453,2270.0000762939453,1,998563.4454027298,-379.24963927021025,-379.24963927021025,998184.1957634595
2025-03-14,0,C,23.649999618530273,2364.9999618530273,1,998184.1957634595,334.9449142682076,334.9449142682076,998519.1406777278
2025-03-17,0,P,15.800000190734863,1580.0000190734863,1,998519.1406777278,-190.0488194434166,-190.0488194434166,998329.0918582843
2025-03-18,0,P,17.899999618530273,1789.9999618530273,1,998329.0918582843,168.61571440186503,168.61571440186503,998497.7075726861
2025-03-19,0,C,22.799999237060547,2279.9999237060547,1,998497.7075726861,-149.33432353744504,-149.33432353744504,998348.3732491487
2025-03-20,1,C,14.5,1450.0,1,998348.3732491487,-8.700000000000001,-8.700000000000001,998339.6732491488
2025-03-21,1,C,18.1299991607666,1812.9999160766602,1,998339.6732491488,-207.53058819880005,-207.53058819880005,998132.14266095
2025-03-25,1,C,10.199999809265137,1019.9999809265137,2,998132.14266095,351.84003829956055,703.6800765991211,998835.8227375491
2025-03-26,1,C,10.75,1075.0,2,998835.8227375491,8.549961853027344,17.09992370605469,998852.9226612551
2025-03-27,1,C,16.5,1650.0,1,998852.9226612551,126.79996185302733,126.79996185302733,998979.7226231082
2025-03-31,1,C,21.299999237060547,2129.9999237060547,1,998979.7226231082,-11.062239582633957,-11.062239582633957,998968.6603835255
2025-04-01,1,C,17.799999237060547,1779.9999237060547,1,998968.6603835255,208.67927649908066,208.67927649908066,999177.3396600246
2025-04-02,1,C,16.799999237060547,1679.9999237060547,1,999177.3396600246,139.315200220871,139.315200220871,999316.6548602455
2025-04-22,1,C,20.950000762939453,2095.0000762939453,1,999316.6548602455,-15.168039245605469,-15.168039245605469,999301.4868209999
2025-04-25,1,C,18.100000381469727,1810.0000381469727,1,999301.4868209999,-493.5116653772831,-493.5116653772831,998807.9751556226
2025-04-28,1,C,20.200000762939453,2020.0000762939453,1,998807.9751556226,132.87039892921445,132.87039892921445,998940.8455545518
2025-04-29,1,C,15.899999618530273,1589.9999618530273,1,998940.8455545518,99.88763813939096,99.88763813939096,999040.7331926912
2025-04-30,1,C,22.200000762939453,2220.0000762939453,1,999040.7331926912,35.88079916543959,35.88079916543959,999076.6139918567
2025-05-01,1,C,20.600000381469727,2060.0000381469727,1,999076.6139918567,552.5310848033905,552.5310848033905,999629.1450766601
2025-05-02,1,C,19.299999237060547,1929.9999237060547,1,999629.1450766601,-86.36628531703947,-86.36628531703947,999542.7787913431
2025-05-05,1,C,15.5,1550.0,1,999542.7787913431,256.85607596874235,256.85607596874235,999799.6348673118
2025-05-06,1,C,16.899999618530273,1689.9999618530273,1,999799.6348673118,345.66883811588286,345.66883811588286,1000145.3037054277
2025-05-07,1,C,21.270000457763672,2127.000045776367,1,1000145.3037054277,-140.52776640220165,-140.52776640220165,1000004.7759390255
2025-05-08,1,C,16.799999237060547,1679.9999237060547,1,1000004.7759390255,524.3152383678437,524.3152383678437,1000529.0911773933
2025-05-12,1,P,17.600000381469727,1760.0000381469727,1,1000529.0911773933,355.9198852539063,355.9198852539063,1000885.0110626472
2025-05-13,1,C,12.600000381469727,1260.0000381469727,1,1000885.0110626472,32.43996162414551,32.43996162414551,1000917.4510242713
2025-05-14,1,P,13.199999809265137,1319.9999809265137,1,1000917.4510242713,372.08001918792723,372.08001918792723,1001289.5310434592
2025-05-16,1,P,13.600000381469727,1360.0000381469727,1,1001289.5310434592,-318.16003837585447,-318.16003837585447,1000971.3710050833
2025-05-19,1,P,11.5,1150.0,2,1000971.3710050833,78.10003814697265,156.2000762939453,1001127.5710813772
2025-05-21,1,C,13.300000190734863,1330.0000190734863,1,1001127.5710813772,202.01994266510007,202.01994266510007,1001329.5910240423
2025-05-22,1,P,17.0,1700.0,1,1001329.5910240423,-240.81201934099198,-240.81201934099198,1001088.7790047013
2025-05-23,1,C,16.200000762939453,1620.0000762939453,1,1001088.7790047013,39.69679925985336,39.69679925985336,1001128.4758039612
2025-05-27,1,C,8.600000381469727,860.0000381469727,2,1001128.4758039612,34.8399616241455,69.679923248291,1001198.1557272094
2025-05-28,1,P,12.399999618530273,1239.9999618530273,2,1001198.1557272094,52.560038375854504,105.12007675170901,1001303.2758039611
2025-05-29,1,C,13.800000190734863,1380.0000190734863,1,1001303.2758039611,81.71996173858642,81.71996173858642,1001384.9957656997
2025-05-30,1,P,16.399999618530273,1639.9999618530273,1,1001384.9957656997,120.16011466979981,120.16011466979981,1001505.1558803695
2025-06-02,1,C,13.699999809265137,1369.9999809265137,1,1001505.1558803695,-58.21999988555908,-58.21999988555908,1001446.935880484
2025-06-05,1,C,13.369999885559082,1336.9999885559082,1,1001446.935880484,124.97799243927001,124.97799243927001,1001571.9138729232
2025-06-06,1,P,11.199999809265137,1119.9999809265137,2,1001571.9138729232,533.2800573348999,1066.5601146697998,1002638.4739875931
2025-06-09,1,C,8.5,850.0,2,1002638.4739875931,-28.09995422363281,-56.19990844726562,1002582.2740791459
2025-06-11,1,C,11.600000381469727,1160.0000381469727,2,1002582.2740791459,200.7199424743652,401.4398849487304,1002983.7139640946
2025-06-12,1,P,10.300000190734863,1030.0000190734863,2,1002983.7139640946,-46.1800573348999,-92.3601146697998,1002891.3538494249
2025-06-13,1,C,12.5,1250.0,2,1002891.3538494249,839.4999313354493,1678.9998626708987,1004570.3537120958
2025-06-16,2,C,9.5,950.0,2,1004570.3537120958,-157.69999809265138,-315.39999618530277,1004254.9537159104
2025-06-23,2,C,10.300000190734863,1030.0000190734863,2,1004254.9537159104,-26.550781209898,-53.101562419796,1004201.8521534906
2025-06-24,2,C,10.5,1050.0,2,1004201.8521534906,321.60001907348635,643.2000381469727,1004845.0521916376
2025-07-09,2,P,11.0,1100.0,2,1004845.0521916376,681.1999618530274,1362.3999237060548,1006207.4521153437
2025-07-11,2,P,9.010000228881836,901.0000228881836,2,1006207.4521153437,-256.4060230255127,-512.8120460510254,1005694.6400692926
2025-07-14,2,P,9.260000228881836,926.0000228881836,2,1005694.6400692926,-81.5560230255127,-163.1120460510254,1005531.5280232416
2025-07-15,2,C,8.800000190734863,880.0000190734863,2,1005531.5280232416,-75.2799810409546,-150.5599620819092,1005380.9680611596
2025-07-17,2,P,10.600000381469727,1060.0000381469727,2,1005380.9680611596,-168.48003845214842,-336.96007690429684,1005044.0079842553
2025-07-31,2,C,10.399999618530273,1039.9999618530273,2,1005044.0079842553,31.680057525634766,63.36011505126953,1005107.3680993066
2025-08-01,2,C,16.799999237060547,1679.9999237060547,1,1005107.3680993066,-507.4399574279785,-507.4399574279785,1004599.9281418786
2025-08-04,2,C,10.5,1050.0,2,1004599.9281418786,-76.29998092651368,-152.59996185302737,1004447.3281800256
2025-08-07,2,C,12.5,1250.0,2,1004447.3281800256,159.99998092651367,319.99996185302734,1004767.3281418786
