date,fold,side,entry_mid,entry_cost_per_contract,contracts,equity_before,net_pnl_dollars_per_contract,trade_pnl_dollars,equity_after
2024-12-23,0,C,9.899999618530273,989.9999618530273,1,500000.0,-45.93996162414551,-45.93996162414551,499954.06003837584
2024-12-24,0,C,4.599999904632568,459.99999046325684,2,499954.06003837584,27.240019130706788,54.480038261413576,500008.54007663723
2025-01-06,0,C,9.5,950.0,1,500008.54007663723,-16.69996566772461,-16.69996566772461,499991.8401109695
2025-01-07,0,C,11.600000381469727,1160.0000381469727,1,499991.8401109695,-296.9600574493408,-296.9600574493408,499694.88005352014
2025-01-16,0,C,10.800000190734863,1080.0000190734863,1,499694.88005352014,241.51995410919187,241.51995410919187,499936.40000762936
2025-01-17,0,C,10.529999732971191,1052.9999732971191,1,499936.40000762936,-171.42401123046878,-171.42401123046878,499764.9759963989
2025-01-21,0,P,9.100000381469727,910.0000381469727,1,499764.9759963989,-175.46002883911132,-175.46002883911132,499589.51596755977
2025-01-30,0,C,11.899999618530273,1189.9999618530273,1,499589.51596755977,-289.5199234008789,-289.5199234008789,499299.9960441589
2025-02-04,0,C,9.600000381469727,960.0000381469727,1,499299.9960441589,-115.76003837585449,-115.76003837585449,499184.236005783
2025-02-07,0,C,11.100000381469727,1110.0000381469727,1,499184.236005783,-166.6600383758545,-166.6600383758545,499017.57596740715
2025-02-10,0,C,12.050000190734863,1205.0000190734863,1,499017.57596740715,204.35993881225585,204.35993881225585,499221.9359062194
2025-02-13,0,C,10.949999809265137,1094.9999809265137,1,499221.9359062194,46.24001922607421,46.24001922607421,499268.1759254455
2025-02-20,0,C,10.699999809265137,1069.9999809265137,1,499268.1759254455,3.580038261413574,3.580038261413574,499271.75596370694
2025-02-26,0,C,9.600000381469727,960.0000381469727,1,499271.75596370694,-45.76005744934082,-45.76005744934082,499225.9959062576
2025-03-25,1,C,10.199999809265137,1019.9999809265137,1,499225.9959062576,351.84003829956055,351.84003829956055,499577.83594455716
2025-03-26,1,C,10.75,1075.0,1,499577.83594455716,8.549961853027344,8.549961853027344,499586.38590641017
2025-05-19,1,P,11.5,1150.0,1,499586.38590641017,78.10003814697265,78.10003814697265,499664.4859445571
2025-05-27,1,C,8.600000381469727,860.0000381469727,1,499664.4859445571,34.8399616241455,34.8399616241455,499699.32590618124
2025-05-28,1,P,12.399999618530273,1239.9999618530273,1,499699.32590618124,52.560038375854504,52.560038375854504,499751.8859445571
2025-06-06,1,P,11.199999809265137,1119.9999809265137,1,499751.8859445571,533.2800573348999,533.2800573348999,500285.166001892
2025-06-09,1,C,8.5,850.0,1,500285.166001892,-28.09995422363281,-28.09995422363281,500257.0660476684
2025-06-11,1,C,11.600000381469727,1160.0000381469727,1,500257.0660476684,200.7199424743652,200.7199424743652,500457.7859901428
2025-06-12,1,P,10.300000190734863,1030.0000190734863,1,500457.7859901428,-46.1800573348999,-46.1800573348999,500411.6059328079
2025-06-13,1,C,12.5,1250.0,1,500411.6059328079,839.4999313354493,839.4999313354493,501251.10586414335
2025-06-16,2,C,9.5,950.0,1,501251.10586414335,-157.69999809265138,-157.69999809265138,501093.4058660507
2025-06-23,2,C,10.300000190734863,1030.0000190734863,1,501093.4058660507,-26.550781209898,-26.550781209898,501066.8550848408
2025-06-24,2,C,10.5,1050.0,1,501066.8550848408,321.60001907348635,321.60001907348635,501388.45510391425
2025-07-09,2,P,11.0,1100.0,1,501388.45510391425,681.1999618530274,681.1999618530274,502069.6550657673
2025-07-11,2,P,9.010000228881836,901.0000228881836,1,502069.6550657673,-256.4060230255127,-256.4060230255127,501813.2490427418
