date,fold,side,entry_mid,entry_cost_per_contract,contracts,equity_before,net_pnl_dollars_per_contract,trade_pnl_dollars,equity_after
2024-12-24,0,C,4.599999904632568,459.99999046325684,1,250000.0,27.240019130706788,27.240019130706788,250027.2400191307
2025-12-29,4,C,5.900000095367432,590.0000095367432,1,250027.2400191307,-253.54000005722045,-253.54000005722045,249773.70001907347
