session,era,era_assignment_reason,source_types,source_statuses,source_paths
2025-06-03,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-04,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-05,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-06,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-09,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-10,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-11,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-12,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-13,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-16,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-17,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-18,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-19,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/vendor/thetadata/index/vix_1m
2025-06-20,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-23,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-24,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-25,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-26,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-27,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-06-30,pre_program_oct2024_jun2025,matched_single_rule,raw_vendor_session,raw_file_present,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m
2025-07-01,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_chunk_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_smoke_preflight/canonical_processed_session_manifest.json
2025-07-02,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_chunk_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-03,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_chunk_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-04,owned_jul_dec2025,matched_single_rule,raw_vendor_session,raw_file_present,data/vendor/thetadata/index/vix_1m
2025-07-07,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_chunk_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-08,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_chunk_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-09,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_chunk_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-10,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_chunk_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-11,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_chunk_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-14,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_chunk_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-15,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_chunk_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-16,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_chunk_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-17,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_chunk_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-18,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_chunk_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
2025-07-21,owned_jul_dec2025,matched_single_rule,canonical_processed_session;raw_vendor_session,raw_file_present;usable_only_if_training_runner_requires_this_manifest,data/raw/databento/opra_spxw_cbbo_1m;data/raw/databento/opra_spxw_definition;data/raw/databento/opra_spxw_ohlcv_1m;data/raw/databento/opra_spxw_statistics;data/vendor/thetadata/index/spx_1m;data/vendor/thetadata/index/vix_1m;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_dec2025_128_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_jul_sep2025_64_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july2025_20_q1_design/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_expanded_july_aug2025_43_q1_design_input/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_july2025_20session_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_expanded_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_dec128_preflight/canonical_processed_session_manifest.json;v4/audit/autoresearch/protocol101_fair_contract_q3_q4_2025_jul_sep64_preflight/canonical_processed_session_manifest.json
