date,bar_of_day,global_bar,target_delta,horizon,spot_mfe,spot_mae,spot_end_ret,opt_mfe,opt_mae,opt_end_ret,n_valid_spot_bars,n_valid_opt_bars
2022-04-18,108,888,0.4,10,0.00010245636353473565,-0.002032347540875033,-0.0018729956696073421,0.007692273834049358,-0.38461542089209,-0.3516483683471525,10,10
2022-04-18,108,888,0.4,20,0.00010245636353473565,-0.002507958425830205,-0.002507958425830205,0.007692273834049358,-0.47252747367911396,-0.47252747367911396,20,20
2022-04-18,108,888,0.4,30,0.00010245636353473565,-0.0037209884305429756,-0.0037209884305429756,0.007692273834049358,-0.6593406841009503,-0.6593406841009503,30,30
2022-04-18,108,888,0.5,5,0.00010245636353473565,-0.000691858263955818,-0.000691858263955818,0.017543927160695635,-0.14035083169605295,-0.14035083169605295,5,5
2022-04-18,108,888,0.5,10,0.00010245636353473565,-0.002032347540875033,-0.0018729956696073421,0.017543927160695635,-0.3596490846483025,-0.3596490846483025,10,10
2022-04-18,108,888,0.5,20,0.00010245636353473565,-0.002507958425830205,-0.002507958425830205,0.017543927160695635,-0.43157892667465636,-0.43157892667465636,20,19
2022-04-18,108,888,0.5,30,0.00010245636353473565,-0.0037209884305429756,-0.0037209884305429756,0.017543927160695635,-0.6140350664384764,-0.6140350664384764,30,27
2022-04-20,137,1307,0.4,5,-0.00024142027591980087,-0.0009119836462865535,-0.0009119836462865535,-0.07575757685224327,-0.22727273055672978,-0.22727273055672978,5,5
2022-04-20,137,1307,0.4,10,2.2373940580270876e-05,-0.0011399795578581919,-0.00014974169012747142,0.015151500920837589,-0.33181819528259215,-0.07575757685224327,10,10
2022-04-20,137,1307,0.4,20,0.0004135359066275432,-0.0011399795578581919,-0.00014526690201141726,0.07575757685224327,-0.33181819528259215,-0.09090907777308085,20,20
2022-04-20,137,1307,0.4,30,0.0004135359066275432,-0.0022687175748394668,-0.002049671239499937,0.07575757685224327,-0.5,-0.48484846295513473,30,30
2022-04-20,137,1307,0.5,5,-0.00024142027591980087,-0.0009119836462865535,-0.0009119836462865535,-0.043478220306857156,-0.23913041900822224,-0.23913041900822224,5,5
2022-04-20,137,1307,0.5,10,2.2373940580270876e-05,-0.0011399795578581919,-0.00014974169012747142,-0.03260871706026983,-0.3260869632821905,-0.08695654427396825,10,10
2022-04-20,137,1307,0.5,20,0.0004135359066275432,-0.0011399795578581919,-0.00014526690201141726,0.054347827213698414,-0.3260869632821905,-0.11956515767398415,20,20
2022-04-20,137,1307,0.5,30,0.0004135359066275432,-0.0022687175748394668,-0.002049671239499937,0.054347827213698414,-0.5217391101534286,-0.45652172786301587,30,30
2022-04-22,93,1653,0.4,5,0.0023634819277366416,0.0001962055138369966,0.0023634819277366416,0.27470353403246206,-0.11462449214721754,0.27470353403246206,5,5
2022-04-22,93,1653,0.4,10,0.003279708709755471,0.0001962055138369966,0.0025872982117574775,0.442687801044688,-0.11462449214721754,0.3537549371729342,10,10
2022-04-22,93,1653,0.4,20,0.003279708709755471,0.0001962055138369966,0.0021465401620064757,0.442687801044688,-0.11462449214721754,0.16600793717133222,20,19
2022-04-22,93,1653,0.4,30,0.003279708709755471,0.0001962055138369966,0.0003046200481915002,0.442687801044688,-0.16007904188524452,-0.16007904188524452,30,29
2022-04-22,93,1653,0.5,5,0.0023634819277366416,0.0001962055138369966,0.0023634819277366416,0.43420026515002635,0.11899135372833688,0.43420026515002635,5,4
2022-04-22,93,1653,0.5,10,0.003279708709755471,0.0001962055138369966,0.0025872982117574775,0.5445233277838856,0.11899135372833688,0.4972419722827214,10,9
2022-04-22,93,1653,0.5,20,0.003279708709755471,0.0001962055138369966,0.0021465401620064757,0.5681639303828248,0.11899135372833688,0.3553980560825147,20,17
2022-04-22,93,1653,0.5,30,0.003279708709755471,0.0001962055138369966,0.0003046200481915002,0.5681639303828248,0.02442871787765147,0.02442871787765147,30,24
2022-04-25,120,2070,0.4,5,0.0019444915009406347,-0.00114066490655429,0.0019444915009406347,0.28813555623498116,-0.08474576134203633,0.28813555623498116,5,5
2022-04-25,120,2070,0.4,10,0.002029945840706858,-0.00114066490655429,-0.0003676389278560421,0.33898304536814533,-0.08474576134203633,-0.05084748913316421,10,10
2022-04-25,120,2070,0.4,20,0.002029945840706858,-0.0036828736187052833,-0.0033152346908492413,0.33898304536814533,-0.36440678993472747,-0.32796612710522594,20,20
2022-04-25,120,2070,0.4,30,0.002029945840706858,-0.0036828736187052833,-0.002520903023103588,0.33898304536814533,-0.36440678993472747,-0.28813563705483713,30,30
2022-04-25,120,2070,0.5,5,0.0019444915009406347,-0.00114066490655429,0.0019444915009406347,0.221511587031538,-0.156976781579981,0.221511587031538,5,5
2022-04-25,120,2070,0.5,10,0.002029945840706858,-0.00114066490655429,-0.0003676389278560421,0.221511587031538,-0.156976781579981,-0.0813953784944677,10,10
2022-04-25,120,2070,0.5,20,0.002029945840706858,-0.0036828736187052833,-0.0033152346908492413,0.221511587031538,-0.3604651446468821,-0.3546511692379278,20,19
