date,bar_of_day,global_bar,ablation_cell,target_delta,spx_spot,session_vwap,vwap_dist_frac,vwap_sigma_frac,first15_high,first15_close_position,ovn_proxy_direction,in_cooldown,contract_idx,contract_strike,contract_right,contract_delta,contract_mid_at_entry,skip_reason
2022-04-13,34,424,P-open,0.4,4403.39990234375,4405.424699331287,-0.00045982582378201187,0.0,4412.14013671875,0.9341734325665314,-1,False,117,4415.0,C,0.37147510051727295,8.300000190734863,
2022-04-13,34,424,P-open,0.5,4403.39990234375,4405.424699331287,-0.00045982582378201187,0.0,4412.14013671875,0.9341734325665314,-1,False,113,4405.0,C,0.49173760414123535,12.699999809265137,
2022-04-13,34,424,P-15m,0.4,4403.39990234375,4405.424699331287,-0.00045982582378201187,0.0,4412.14013671875,0.9341734325665314,-1,False,117,4415.0,C,0.37147510051727295,8.300000190734863,
2022-04-13,34,424,P-15m,0.5,4403.39990234375,4405.424699331287,-0.00045982582378201187,0.0,4412.14013671875,0.9341734325665314,-1,False,113,4405.0,C,0.49173760414123535,12.699999809265137,
2022-04-13,34,424,P-cooldown,0.4,4403.39990234375,4405.424699331287,-0.00045982582378201187,0.0,4412.14013671875,0.9341734325665314,-1,False,117,4415.0,C,0.37147510051727295,8.300000190734863,
2022-04-13,34,424,P-cooldown,0.5,4403.39990234375,4405.424699331287,-0.00045982582378201187,0.0,4412.14013671875,0.9341734325665314,-1,False,113,4405.0,C,0.49173760414123535,12.699999809265137,
2022-04-13,34,424,P-all,0.4,4403.39990234375,4405.424699331287,-0.00045982582378201187,0.0,4412.14013671875,0.9341734325665314,-1,False,-1,0.0,C,0.0,0.0,ovn_proxy_not_long
2022-04-13,34,424,P-all,0.5,4403.39990234375,4405.424699331287,-0.00045982582378201187,0.0,4412.14013671875,0.9341734325665314,-1,False,-1,0.0,C,0.0,0.0,ovn_proxy_not_long
2022-04-18,87,867,P-open,0.4,4397.18994140625,4397.455368133299,-6.036280683474615e-05,0.0,4405.89990234375,0.906437386972937,-1,True,110,4405.0,C,0.40624499320983887,8.600000381469727,
2022-04-18,87,867,P-open,0.5,4397.18994140625,4397.455368133299,-6.036280683474615e-05,0.0,4405.89990234375,0.906437386972937,-1,True,108,4400.0,C,0.4729507267475128,10.899999618530273,
2022-04-18,87,867,P-15m,0.4,4397.18994140625,4397.455368133299,-6.036280683474615e-05,0.0,4405.89990234375,0.906437386972937,-1,True,110,4405.0,C,0.40624499320983887,8.600000381469727,
2022-04-18,87,867,P-15m,0.5,4397.18994140625,4397.455368133299,-6.036280683474615e-05,0.0,4405.89990234375,0.906437386972937,-1,True,108,4400.0,C,0.4729507267475128,10.899999618530273,
2022-04-18,87,867,P-cooldown,0.4,4397.18994140625,4397.455368133299,-6.036280683474615e-05,0.0,4405.89990234375,0.906437386972937,-1,True,-1,0.0,C,0.0,0.0,cooldown
2022-04-18,87,867,P-cooldown,0.5,4397.18994140625,4397.455368133299,-6.036280683474615e-05,0.0,4405.89990234375,0.906437386972937,-1,True,-1,0.0,C,0.0,0.0,cooldown
2022-04-18,87,867,P-all,0.4,4397.18994140625,4397.455368133299,-6.036280683474615e-05,0.0,4405.89990234375,0.906437386972937,-1,True,-1,0.0,C,0.0,0.0,ovn_proxy_not_long
2022-04-18,87,867,P-all,0.5,4397.18994140625,4397.455368133299,-6.036280683474615e-05,0.0,4405.89990234375,0.906437386972937,-1,True,-1,0.0,C,0.0,0.0,ovn_proxy_not_long
2022-04-20,95,1265,P-open,0.4,4475.7900390625,4474.402540619502,0.00031000078888610005,0.0,4487.7900390625,,1,False,130,4485.0,C,0.36195144057273865,5.900000095367432,
2022-04-20,95,1265,P-open,0.5,4475.7900390625,4474.402540619502,0.00031000078888610005,0.0,4487.7900390625,,1,False,126,4475.0,C,0.5244706273078918,10.699999809265137,
2022-04-20,95,1265,P-15m,0.4,4475.7900390625,4474.402540619502,0.00031000078888610005,0.0,4487.7900390625,,1,False,-1,0.0,C,0.0,0.0,first15_weak
2022-04-20,95,1265,P-15m,0.5,4475.7900390625,4474.402540619502,0.00031000078888610005,0.0,4487.7900390625,,1,False,-1,0.0,C,0.0,0.0,first15_weak
2022-04-20,95,1265,P-cooldown,0.4,4475.7900390625,4474.402540619502,0.00031000078888610005,0.0,4487.7900390625,,1,False,-1,0.0,C,0.0,0.0,first15_weak
2022-04-20,95,1265,P-cooldown,0.5,4475.7900390625,4474.402540619502,0.00031000078888610005,0.0,4487.7900390625,,1,False,-1,0.0,C,0.0,0.0,first15_weak
2022-04-20,95,1265,P-all,0.4,4475.7900390625,4474.402540619502,0.00031000078888610005,0.0,4487.7900390625,,1,False,-1,0.0,C,0.0,0.0,first15_weak
2022-04-20,95,1265,P-all,0.5,4475.7900390625,4474.402540619502,0.00031000078888610005,0.0,4487.7900390625,,1,False,-1,0.0,C,0.0,0.0,first15_weak
2022-05-11,111,4791,P-open,0.4,4017.110107421875,4016.8084200094877,7.510060822824016e-05,0.0051381528546511354,4013.840087890625,1.0,-1,False,108,4030.0,C,0.4167849123477936,17.0,
2022-05-11,111,4791,P-open,0.5,4017.110107421875,4016.8084200094877,7.510060822824016e-05,0.0051381528546511354,4013.840087890625,1.0,-1,False,104,4020.0,C,0.48599740862846375,20.899999618530273,
2022-05-11,111,4791,P-15m,0.4,4017.110107421875,4016.8084200094877,7.510060822824016e-05,0.0051381528546511354,4013.840087890625,1.0,-1,False,108,4030.0,C,0.4167849123477936,17.0,
