date,fold,strategy_label,paired_trade_id,bar_entry,side,strike,contract_idx,delta_at_entry,spread_at_entry,context_spread_at_entry,entry_mid,trigger_vwap_dist_min_prior,trigger_vwap_dist_now,first15_acceptance_at_entry,bar_delta_at_entry,bar_exit,exit_mid,bars_held,exit_reason,gross_pct,spread_cost_pct,net_pct,net_pnl_dollars,vix_regime_at_entry,predicted_net_pct,score_rank_in_day,n_candidates_in_day,opening_gap_pct,first15_close_position,first15_range_pct,pop_ctrl_a_mean_net_pct,pop_ctrl_a_n_bars,delta_net_pct
2025-05-01,1,strategy,-1,42,C,5615.0,213,0.5125105977058411,0.04587378725409508,0.12949639558792114,20.600000381469727,0.0,-0.0006973127601668239,-0.2961876690387726,-0.5503079891204834,45,26.299999237060547,3,target_first15,0.27669896844847286,0.00848000020980835,0.26821896823866453,552.5310848033905,0.33000001311302185,-0.002733630060753986,1,176,0.011686714366078377,0.6533724069595337,0.00303631997667253,0.0001917672246643908,87,0.2680272010140001
2025-05-02,1,strategy,-1,32,C,5660.0,275,0.5084134340286255,0.05621761828660965,0.16802167892456055,19.299999237060547,0.0,-4.2243929783580825e-05,0.09802371263504028,0.928196132183075,34,18.600000381469727,2,stop_vwap,-0.03626937218974898,0.00848000020980835,-0.04474937239955733,-86.36628531703947,0.33000001311302185,-0.0036421677536613507,1,180,0.007777148857712746,0.7134387493133545,0.004470146261155605,0.006960557479104253,89,-0.05170992987866158
2025-05-05,1,strategy,-1,36,C,5645.0,196,0.4981021285057068,0.06774193793535233,0.1764705926179886,15.5,0.0,-0.000256622995948419,-0.11900191754102707,-0.9967213273048401,37,18.200000762939453,1,target_first15,0.17419359760899697,0.00848000020980835,0.16571359739918862,256.85607596874235,0.33000001311302185,-0.004925421763938616,1,174,-0.005348477512598038,0.38003838062286377,0.00369263906031847,-0.005930786967278714,86,0.17164438436646734
2025-05-06,1,strategy,-1,41,C,5605.0,168,0.5231078863143921,0.033136095851659775,0.09937888383865356,16.899999618530273,0.0,0.0009836883982643485,0.22204214334487915,0.2604166567325592,48,20.5,7,target_first15,0.2130177788597373,0.00848000020980835,0.20453777864992895,345.66883811588286,0.33000001311302185,-0.0024781069022060324,1,180,-0.008021305315196514,0.7725553512573242,0.0033017252571880817,0.031470122776146324,89,0.17306765587378262
2025-05-07,1,strategy,-1,82,C,5620.0,218,0.4950571060180664,0.031264692544937134,0.0873563215136528,21.270000457763672,0.0,-0.001229970483109355,-0.3890634775161743,-0.963942289352417,83,20.0,1,stop_vwap,-0.059708529874531076,0.006360000157356262,-0.06606853003188734,-140.52776640220165,0.33000001311302185,0.006851644284912957,1,114,0.0015449057100340724,0.9283469319343567,0.0028318779077380896,-0.017287706852297937,57,-0.0487808231795894
2025-05-08,1,strategy,-1,108,C,5665.0,197,0.4921705722808838,0.03395833447575569,0.1019705981016159,16.799999237060547,0.0,0.001105166389606893,-0.3484536111354828,0.7681159377098083,113,22.149999618530273,5,target_first15,0.31845241812081193,0.006360000157356262,0.31209241796345566,524.3152383678437,0.33000001311302185,0.0009728431511571037,1,136,0.0060127004981040955,0.4886597990989685,0.0025692323688417673,0.033596089936616724,68,0.27849632802683894
2025-05-12,1,strategy,-1,59,P,5800.0,240,-0.511174201965332,0.04772727191448212,0.08974359184503555,17.600000381469727,0.0,-0.002116128336638212,-1.0,0.23492063581943512,60,21.299999237060547,1,target_first15,0.21022720314747198,0.008,0.20222720314747197,355.9198852539063,-0.33000001311302185,-0.061639368313347084,1,182,0.02616117335855961,0.1190313771367073,0.005057195201516151,-0.018183825060025815,90,0.22041102820749778
2025-05-13,1,strategy,-1,95,C,5885.0,228,0.5207827687263489,0.0555555559694767,0.1599999964237213,12.600000381469727,0.0,0.002415806520730257,1.0,-0.5508474707603455,96,13.0,1,target_first15,0.03174600050953455,0.006,0.02574600050953455,32.43996162414551,-0.33000001311302185,-0.005436121529606929,1,170,0.0016374144470319152,0.8282548189163208,0.0030668124090880156,0.011467463673490958,84,0.014278536836043593
2025-05-14,1,strategy,-1,93,P,5885.0,216,-0.5036759376525879,0.05303030461072922,0.14468085765838623,13.199999809265137,0.0,-0.0013754835817962885,-1.0,-0.8911764621734619,94,17.0,1,target_first15,0.28787880648813546,0.006,0.28187880648813546,372.08001918792723,-0.33000001311302185,-0.005049276110904281,1,170,0.002017037011682987,0.012158054858446121,0.0022366801276803017,-0.008325563234348425,84,0.29020436972248387
2025-05-15,1,strategy,-1,79,P,5875.0,189,-0.5019760131835938,0.06829268485307693,0.18965516984462738,12.300000190734863,0.0,-7.493967859772965e-05,0.1319444477558136,-0.8956310749053955,80,11.399999618530273,1,stop_vwap,-0.07317077709336355,0.006,-0.07917077709336355,-97.3800573348999,-0.33000001311302185,-0.0030020096422620378,1,170,-0.003681568894535303,0.796875,0.0019612382166087627,-0.02138323632161892,84,-0.05778754077174463
2025-05-16,1,strategy,-1,74,P,5910.0,277,-0.5121895670890808,0.09007352590560913,0.16129031777381897,13.600000381469727,0.0,-0.002303333720192313,-1.0,-0.8818897604942322,75,10.5,1,target_first15,-0.2279411981262544,0.006,-0.2339411981262544,-318.16003837585447,-0.33000001311302185,-0.00729579313214043,1,176,0.0019687567837536335,0.21108344197273254,0.002718366449698806,-0.019042515614733503,87,-0.21489868251152092
2025-05-19,1,strategy,-1,103,P,5940.0,206,-0.4948236346244812,0.048695653676986694,0.14084507524967194,11.5,0.0,0.0024038548581302166,1.0,0.4572649598121643,104,12.350000381469727,1,stop_vwap,0.07391307664954144,0.006,0.06791307664954144,78.10003814697265,-0.33000001311302185,-0.002352513900009386,1,172,-0.009317937307059765,0.998673141002655,0.0038067561108618975,-0.01123869373197632,85,0.07915177038151776
2025-05-20,1,strategy,-1,97,P,5945.0,195,-0.5017526745796204,0.05289672687649727,0.14778324961662292,11.90999984741211,0.0,-9.245587716577575e-05,-0.26445263624191284,0.6423357725143433,101,10.760000228881836,4,stop_vwap,-0.09655748390124065,0.006,-0.10255748390124066,-122.14596176147461,-0.33000001311302185,-0.004766021244661644,1,180,-0.003269529901444912,0.24231241643428802,0.001367786549963057,-0.017061504188198535,89,-0.08549597971304213
2025-05-21,1,strategy,-1,67,C,5905.0,202,0.517968475818634,0.04736842215061188,0.131386861205101,13.300000190734863,0.0,-0.000994100933894515,-0.0963665097951889,-0.8246575593948364,68,15.399999618530273,1,stop_vwap,0.15789469155484118,0.006,0.15189469155484117,202.01994266510007,-0.33000001311302185,-0.0024807751211358207,1,176,-0.005159211810678244,0.8783570528030396,0.00214381143450737,-0.0021547660928022557,87,0.15404945764764344
2025-05-22,1,strategy,-1,70,P,5840.0,172,-0.5082305669784546,0.06382352858781815,0.12080536782741547,17.0,0.0,-0.0011019435478374362,0.25500255823135376,0.6115702390670776,92,14.699999809265137,22,stop_vwap,-0.13529412886675665,0.006360000157356262,-0.14165412902411292,-240.81201934099198,0.33000001311302185,-0.0028999015820404435,1,170,-0.0004979321383871138,0.6557208895683289,0.0033384435810148716,-0.058207297158780494,85,-0.08344683186533243
2025-05-23,1,strategy,-1,105,C,5785.0,223,0.48514336347579956,0.04537037014961243,0.11528822034597397,16.200000762939453,0.0,-0.0004613849159795791,0.21016539633274078,-0.9795918464660645,106,16.700000762939453,1,stop_vwap,0.03086419607731402,0.006360000157356262,0.02450419591995776,39.69679925985336,0.33000001311302185,-0.0048232250348895864,1,180,-0.010119842365384102,0.6458249092102051,0.004287139978259802,0.0004333234303266843,89,0.024070872489631075
2025-05-27,1,strategy,-1,112,C,5895.0,190,0.48299890756607056,0.06104651093482971,0.16759777069091797,8.600000381469727,0.0,0.002390972338616848,1.0,-0.8459016680717468,113,9.0,1,target_first15,0.04651158148692013,0.006,0.040511581486920134,34.8399616241455,-0.33000001311302185,-0.005187682842388669,1,178,0.008599004708230495,0.7036280035972595,0.003320804564282298,0.0030561640117546408,88,0.037455417475165495
2025-05-28,1,strategy,-1,80,P,5910.0,168,-0.5269794464111328,0.07056451588869095,0.1846153885126114,12.399999618530273,0.0,-0.002704972866922617,-1.0,-0.7783641219139099,81,13.0,1,target_first15,0.0483871290264477,0.006,0.0423871290264477,52.560038375854504,-0.33000001311302185,-0.0036424690606738043,1,182,0.0007380298338830471,0.7781640887260437,0.0024343710392713547,-0.0005610843911587633,90,0.04294821341760646
2025-05-29,1,strategy,-1,109,C,5910.0,167,0.4940330684185028,0.049710143357515335,0.13261163234710693,13.800000190734863,0.0,-0.001710041775368154,-1.0,-0.5384615659713745,110,14.699999809265137,1,stop_vwap,0.06521736276022091,0.006,0.05921736276022092,81.71996173858642,-0.33000001311302185,-0.006098079194066592,1,180,0.008567790500819683,0.01835748739540577,0.0035034155007451773,-0.01850710322280855,89,0.07772446598302947
2025-05-30,1,strategy,-1,74,P,5905.0,275,-0.5171938538551331,0.03414634242653847,0.13017751276493073,16.399999618530273,0.0,0.0013703692238777876,0.8458197712898254,-0.8821839094161987,75,17.700000762939453,1,stop_vwap,0.07926836430778421,0.006,0.0732683643077842,120.16011466979981,-0.33000001311302185,-0.009880953134346471,1,176,-0.0014360233908519149,0.18458198010921478,0.0031208437867462635,-0.02213422157544657,87,0.09540258588323078
2025-06-02,1,strategy,-1,66,C,5900.0,162,0.5244513154029846,0.06642335653305054,0.19548872113227844,13.699999809265137,0.0,0.0022303445730358362,0.06262359768152237,0.5667656064033508,96,13.199999809265137,30,time_stop,-0.03649635087307493,0.006,-0.04249635087307493,-58.21999988555908,-0.33000001311302185,0.003761879838958208,1,160,-0.001757219317369163,0.6209624409675598,0.0025707941967993975,-0.01234076477881267,79,-0.030155586094262256
