date,fold,strategy_label,paired_trade_id,bar_entry,side,strike,contract_idx,delta_at_entry,spread_at_entry,context_spread_at_entry,entry_mid,trigger_vwap_dist_min_prior,trigger_vwap_dist_now,first15_acceptance_at_entry,bar_delta_at_entry,bar_exit,exit_mid,bars_held,exit_reason,gross_pct,spread_cost_pct,net_pct,net_pnl_dollars,vix_regime_at_entry,predicted_net_pct,score_rank_in_day,n_candidates_in_day
2025-06-16,2,strategy,-1,115,C,6045.0,214,0.5187296867370605,0.0530526302754879,0.1428571492433548,9.5,0.0,0.001702505280263722,1.0,-0.6717171669006348,116,7.980000019073486,1,target_first15,-0.1599999979922646,0.006,-0.16599999799226461,-157.69999809265138,-0.33000001311302185,-0.005404636878806775,1,172
2025-06-17,2,strategy,-1,106,P,6020.0,177,-0.5326528549194336,0.10370370000600815,0.19178082048892975,10.800000190734863,0.0,0.00043758159154094756,1.0,-0.793749988079071,107,10.100000381469727,1,stop_vwap,-0.06481479600950885,0.006,-0.07081479600950885,-76.4799810409546,-0.33000001311302185,-0.009793288145130365,1,180
2025-06-18,2,strategy,-1,50,C,6015.0,193,0.5047991871833801,0.06226993724703789,0.18649516999721527,16.299999237060547,0.0,0.0032141830306500196,1.0,0.8391304612159729,51,15.399999618530273,1,target_first15,-0.055214703107714654,0.008,-0.06321470310771465,-103.03996124267579,-0.33000001311302185,-0.0070262538346077905,1,118
2025-06-23,2,strategy,-1,111,C,5995.0,184,0.5160576105117798,0.06796116381883621,0.17699114978313446,10.300000190734863,0.0,0.0012644357047975063,1.0,-0.9735293984413147,112,10.100000381469727,1,target_first15,-0.019417456850635995,0.006360000157356262,-0.025777457007992256,-26.550781209898,0.33000001311302185,-0.0044709068415388605,1,168
2025-06-24,2,strategy,-1,58,C,6070.0,196,0.5193557739257812,0.06733333319425583,0.1978452503681183,10.5,0.0,0.00018592683773022145,0.07859733700752258,-0.3316326439380646,72,13.800000190734863,14,target_first15,0.3142857324509394,0.008,0.3062857324509394,321.60001907348635,-0.33000001311302185,-0.002790693531582981,1,170
2025-06-25,2,strategy,-1,77,C,6105.0,176,0.509687602519989,0.0533749982714653,0.14336074888706207,8.0,0.0,0.00015985488425940275,0.07657142728567123,-0.9220778942108154,80,6.800000190734863,3,stop_vwap,-0.1499999761581421,0.006,-0.1559999761581421,-124.79998092651368,-0.33000001311302185,-0.004860944612786315,1,180
2025-06-27,2,strategy,-1,106,C,6175.0,244,0.4768539369106293,0.06791044771671295,0.1818181872367859,6.699999809265137,0.0,0.0007116523920558393,1.0,-0.8913043737411499,107,7.0,1,target_first15,0.04477614914555761,0.006,0.03877614914555761,25.98001918792725,-0.33000001311302185,-0.005221117859724794,1,158
2025-06-30,2,strategy,-1,101,C,6185.0,268,0.5017465353012085,0.05666666850447655,0.155251145362854,10.5,0.0,-0.0005313031724654138,-0.9928762316703796,-0.8859060406684875,102,10.100000381469727,1,stop_vwap,-0.03809520176478794,0.006,-0.04409520176478794,-46.29996185302734,-0.33000001311302185,-0.006744842947333586,1,182
2025-07-01,2,strategy,-1,78,C,6190.0,174,0.4867936968803406,0.04529411718249321,0.13017751276493073,8.5,0.0,-0.0008329225820489228,-0.0695035457611084,0.3910891115665436,79,7.800000190734863,1,stop_vwap,-0.08235291873707491,0.006,-0.08835291873707492,-75.09998092651368,-0.33000001311302185,-0.005402651444054241,1,146
2025-07-02,2,strategy,-1,118,C,6210.0,163,0.5390369296073914,0.05316455662250519,0.1428571492433548,7.900000095367432,0.0,0.0011183124734088778,1.0,-0.75527423620224,119,8.100000381469727,1,target_first15,0.0253164916060666,0.006,0.019316491606066598,15.26002855300903,-0.33000001311302185,-0.0053543602092491005,1,166
2025-07-03,2,strategy,-1,117,C,6275.0,206,0.4964502155780792,0.061764705926179886,0.1651376187801361,5.099999904632568,0.0,0.0012238833587616682,1.0,-0.8857142925262451,118,5.300000190734863,1,target_first15,0.03921574310631365,0.006,0.03321574310631365,16.94002866744995,-0.33000001311302185,-0.0054190221049160315,1,108
2025-07-07,2,strategy,-1,32,C,6255.0,216,0.46110641956329346,0.07411764562129974,0.19298245012760162,8.5,0.0,-0.0009655370377004147,-0.8173912763595581,-0.7300000190734863,33,9.899999618530273,1,stop_vwap,0.16470583747414982,0.008,0.15670583747414982,133.19996185302733,-0.33000001311302185,-0.004426337607786289,1,166
2025-07-08,2,strategy,-1,102,C,6230.0,162,0.5433637499809265,0.04595959559082985,0.12807881832122803,9.899999618530273,0.0,0.00034919014433398843,0.10042432695627213,-0.400943398475647,108,8.100000381469727,6,stop_vwap,-0.18181811175945983,0.006,-0.18781811175945984,-185.93992347717287,-0.33000001311302185,-0.004339172331846843,1,142
2025-07-09,2,strategy,-1,58,P,6260.0,163,-0.5404160618782043,0.08272727578878403,0.16158683598041534,11.0,0.0,-0.0007202608976513147,0.28431373834609985,-0.4329608976840973,61,17.899999618530273,3,target_first15,0.6272726925936613,0.008,0.6192726925936612,681.1999618530274,-0.33000001311302185,0.0005769958478554131,1,94
2025-07-10,2,strategy,-1,50,C,6260.0,160,0.5366078615188599,0.06611111015081406,0.1780104786157608,9.0,0.0,0.00028023796039633453,-0.33126935362815857,-0.7654722929000854,55,6.510000228881836,5,stop_vwap,-0.27666664123535156,0.008,-0.28466664123535157,-256.1999771118164,-0.33000001311302185,-0.0047917997663418565,1,172
