day,bar_index,direction,pnl,fold_idx,sigma_pos,side_conf,original_direction
2025-10-01,32,put,-1176.5208322778344,3,-0.30242258310317993,1.3243422508239746,put
2025-10-02,35,put,-197.82189315316165,3,-0.35781237483024597,1.2622977495193481,put
2025-10-03,34,put,461.1483899652958,3,-1.213175654411316,1.3688881397247314,put
2025-10-06,31,put,-178.94187091299617,3,-2.3574981689453125,1.2815194129943848,put
2025-10-07,38,put,3038.234771402602,3,-1.6344799995422363,1.3973371982574463,put
2025-10-08,69,put,-708.0854874419604,3,1.5386133193969727,1.4017765522003174,put
2025-10-09,35,put,786.7513481464007,3,-1.341615080833435,1.0558651685714722,put
2025-10-10,63,put,12746.721264298867,3,-0.41959336400032043,1.4335424900054932,put
2025-10-13,48,put,-1024.2065500220804,3,1.0272040367126465,1.4682587385177612,put
2025-10-14,87,put,-1153.7646677366952,3,1.5382959842681885,1.367175579071045,put
2025-10-15,77,put,3928.301087691188,3,1.0200166702270508,1.5118775367736816,put
2025-10-16,62,put,2903.132346252144,3,0.8335365056991577,1.4571858644485474,put
2025-10-17,59,put,-1000.4400947773404,3,1.2948511838912964,1.3593043088912964,put
2025-10-20,52,put,-1081.4912158104999,3,1.7260249853134155,1.4497911930084229,put
2025-10-21,72,put,-754.9999851435423,3,1.2990288734436035,1.3044041395187378,put
2025-10-22,35,put,5329.692113699944,3,0.4780550003051758,1.3993704319000244,put
2025-10-23,33,put,-1085.3894826179949,3,0.9143884778022766,1.4947688579559326,put
2025-10-24,41,put,-865.343744751066,3,1.1498647928237915,1.4936045408248901,put
2025-10-27,44,put,-791.4750051504848,3,1.208532691001892,1.4817904233932495,put
2025-10-28,50,put,-1098.324994753301,3,-0.7055978775024414,1.3653985261917114,put
2025-10-29,32,put,345.57832942510646,3,0.8829496502876282,1.4990482330322266,put
2025-10-30,103,put,-321.14698404818773,3,1.1756196022033691,1.4680641889572144,put
2025-10-31,115,put,1873.7110334001484,3,0.38942545652389526,1.2968206405639648,put
2025-11-03,109,put,-831.7516445452061,3,0.0873495489358902,1.2365614175796509,put
2025-11-04,46,put,1243.2127661765887,3,1.7983276844024658,1.412237286567688,put
2025-11-05,95,put,-1158.679997332096,3,1.157274842262268,1.4184215068817139,put
2025-11-06,52,put,1606.7984553858637,3,0.21670764684677124,1.1735941171646118,put
2025-11-07,57,put,-589.3807343905065,3,0.9775198101997375,1.1936936378479004,put
2025-11-10,41,put,-901.3125144781197,3,1.419113278388977,1.4151009321212769,put
2025-11-11,32,put,-1050.3864257379068,3,1.0571850538253784,1.456870675086975,put
2025-11-12,37,put,-565.058596349526,3,-0.6840272545814514,1.254177212715149,put
2025-11-13,52,put,4863.079550886527,3,0.4201386272907257,1.3280460834503174,put
2025-11-14,101,put,-915.7441369550891,3,1.4536211490631104,1.3422385454177856,put
2025-11-17,77,put,2543.1736653812422,3,0.21883933246135712,1.3944196701049805,put
2025-11-18,112,put,-1079.1839915240541,3,0.1617797613143921,1.1308772563934326,put
2025-11-19,50,put,1977.4853637209328,3,1.152243971824646,1.3008143901824951,put
2025-11-20,75,put,18449.6000432089,3,1.7801399230957031,1.4526246786117554,put
2025-11-21,107,put,-1155.0770851967234,3,-0.3808351755142212,1.4551838636398315,put
2025-11-24,91,put,-1012.3081435868869,3,1.7618962526321411,1.3089349269866943,put
2025-11-25,73,put,-1116.7031051814556,3,1.4945017099380493,1.298921823501587,put
2025-11-26,84,put,-929.2786167903913,3,1.4398738145828247,1.3644267320632935,put
2025-11-28,35,put,-1129.5764336706961,3,-0.4256725311279297,1.4737491607666016,put
2025-12-01,109,put,-1123.4237462759525,3,0.3250235319137573,1.4595820903778076,put
2025-12-02,33,put,640.100168299646,3,1.7214869260787964,1.3900474309921265,put
2025-12-03,60,put,-1155.0770851967234,3,0.9472883343696594,1.438573956489563,put
2025-12-04,85,put,-888.0270566509716,3,-0.65724778175354,1.1927515268325806,put
2025-12-08,34,put,2633.5499987713993,4,-1.0304707288742065,1.179502010345459,put
2025-12-09,38,put,-659.6363343651773,4,0.3531358242034912,1.3599761724472046,put
2025-12-10,38,put,163.49996242299676,4,1.1062284708023071,1.4362802505493164,put
2025-12-12,31,put,3011.2321429922417,4,-1.9006125926971436,1.0063769817352295,put
2025-12-15,117,put,560.5848578580664,4,0.3017229735851288,0.9430712461471558,put
2025-12-16,101,put,-634.5520818829536,4,-0.9708521962165833,1.0936323404312134,put
2025-12-17,53,put,4317.795452639461,4,0.3110462427139282,1.032004475593567,put
2025-12-18,39,put,-1010.8862934725247,4,0.010887667536735535,1.1730374097824097,put
2025-12-19,74,put,-986.7310170740412,4,0.29056259989738464,1.3203696012496948,put
2025-12-22,37,put,-969.3587830638404,4,-0.20865829288959503,1.259535789489746,put
2025-12-26,119,put,-142.1999802619219,4,-0.8587325215339661,1.2070022821426392,put
2025-12-29,31,put,-212.29332911994484,4,-0.7097336649894714,1.243315577507019,put
2025-12-31,39,put,-618.8181812167168,4,-0.8866961598396301,1.1436891555786133,put
2026-01-05,38,put,-1040.644434383974,4,1.430321455001831,1.4543700218200684,put
2026-01-07,100,put,-431.3145730537673,4,1.1160494089126587,1.2648401260375977,put
2026-01-09,35,put,-1181.9895840473473,4,-1.97378408908844,1.1287682056427002,put
2026-01-13,82,put,-169.89884421793903,4,-0.9342760443687439,1.0912611484527588,put
2026-01-14,72,put,-276.5348152757168,4,-0.9557370543479919,1.04207444190979,put
2026-01-15,38,put,-974.606502910731,4,-1.4773805141448975,1.05886971950531,put
2026-01-16,109,put,-546.1224456224779,4,0.11883127689361572,1.053101897239685,put
2026-01-22,71,put,-924.658827318382,4,0.07886592298746109,1.1085461378097534,put
2026-01-26,36,put,-1016.3789606174579,4,0.718092143535614,1.4803547859191895,put
2026-01-28,30,put,755.3851405591578,4,-1.5194816589355469,1.0560600757598877,put
2026-01-29,55,put,-786.7453892535316,4,-1.0094261169433594,0.973962664604187,put
2026-01-30,48,put,514.3749451339245,4,1.2977440357208252,1.1898094415664673,put
2026-02-03,85,put,6435.559222360779,4,-0.5035864114761353,0.9055464267730713,put
2026-02-04,117,put,1418.3948535432942,4,-0.6349348425865173,1.1261123418807983,put
2026-02-05,81,put,-1006.4102483663039,4,-0.8637873530387878,1.0197675228118896,put
2026-02-10,30,put,516.941250372678,4,1.362318515777588,1.3247367143630981,put
2026-02-11,109,put,-554.1730309931131,4,-0.06528447568416595,0.9631884098052979,put
2026-02-12,58,put,6864.986052647471,4,-0.5415348410606384,1.1081143617630005,put
2026-02-19,96,put,-514.6260245581468,4,-0.28812623023986816,1.336154580116272,put
2026-02-23,53,put,401.42773714568153,4,-1.4861477613449097,0.9313948154449463,put
2026-02-25,48,put,-1103.754782593095,4,-1.2046964168548584,1.1978580951690674,put
2026-02-26,38,put,208.9558831027622,4,-1.5004079341888428,1.0389620065689087,put
2026-03-04,86,put,-954.2086789997278,4,1.152600646018982,1.0055216550827026,call
