date,fold,strategy_label,bar,side_intended,reason
2024-12-26,0,strategy,-1,X,gated_narrow_first15_0.00134
2025-01-22,0,strategy,-1,X,gated_narrow_first15_0.00146
2025-01-23,0,strategy,-1,X,gated_narrow_first15_0.00157
2025-01-24,0,strategy,-1,X,gated_narrow_first15_0.00118
2025-01-31,0,strategy,-1,X,gated_narrow_first15_0.00160
2025-02-05,0,strategy,-1,X,gated_narrow_first15_0.00177
2025-02-06,0,strategy,-1,X,gated_narrow_first15_0.00128
2025-02-14,0,strategy,-1,X,gated_narrow_first15_0.00123
2025-02-18,0,strategy,-1,X,gated_narrow_first15_0.00149
2025-02-19,0,strategy,-1,X,gated_narrow_first15_0.00109
2025-02-21,0,strategy,-1,X,gated_narrow_first15_0.00192
2025-05-15,1,strategy,-1,X,gated_narrow_first15_0.00196
2025-05-20,1,strategy,-1,X,gated_narrow_first15_0.00137
2025-06-03,1,strategy,-1,X,gated_narrow_first15_0.00198
2025-06-04,1,strategy,-1,X,gated_narrow_first15_0.00193
2025-06-10,1,strategy,-1,X,gated_narrow_first15_0.00162
2025-06-17,2,strategy,-1,X,gated_narrow_first15_0.00157
2025-06-18,2,strategy,-1,X,gated_narrow_first15_0.00157
2025-06-25,2,strategy,-1,X,gated_narrow_first15_0.00143
2025-06-26,2,strategy,-1,X,gated_narrow_first15_0.00097
2025-06-27,2,strategy,-1,X,gated_narrow_first15_0.00175
2025-06-30,2,strategy,-1,X,gated_narrow_first15_0.00181
2025-07-01,2,strategy,-1,X,gated_narrow_first15_0.00114
2025-07-02,2,strategy,-1,X,gated_narrow_first15_0.00139
2025-07-03,2,strategy,-1,X,gated_narrow_first15_0.00178
2025-07-07,2,strategy,-1,X,gated_narrow_first15_0.00184
2025-07-08,2,strategy,-1,X,gated_narrow_first15_0.00113
2025-07-10,2,strategy,-1,X,gated_narrow_first15_0.00155
2025-07-16,2,strategy,-1,X,gated_narrow_first15_0.00164
2025-07-18,2,strategy,-1,X,gated_narrow_first15_0.00136
2025-07-21,2,strategy,-1,X,gated_narrow_first15_0.00188
2025-07-22,2,strategy,-1,X,gated_narrow_first15_0.00180
2025-07-23,2,strategy,-1,X,gated_narrow_first15_0.00139
2025-07-24,2,strategy,-1,X,gated_narrow_first15_0.00178
2025-07-25,2,strategy,-1,X,gated_narrow_first15_0.00097
2025-07-28,2,strategy,-1,X,gated_narrow_first15_0.00133
2025-07-29,2,strategy,-1,X,gated_narrow_first15_0.00155
2025-07-30,2,strategy,-1,X,gated_narrow_first15_0.00136
2025-08-05,2,strategy,-1,X,gated_narrow_first15_0.00177
2025-08-06,2,strategy,-1,X,gated_narrow_first15_0.00194
2025-08-08,2,strategy,-1,X,gated_narrow_first15_0.00185
2025-08-11,2,strategy,-1,X,gated_narrow_first15_0.00162
2025-08-13,2,strategy,-1,X,gated_narrow_first15_0.00170
2025-08-14,2,strategy,-1,X,gated_narrow_first15_0.00192
2025-08-18,2,strategy,-1,X,gated_narrow_first15_0.00128
2025-08-25,2,strategy,-1,X,gated_narrow_first15_0.00159
2025-08-26,2,strategy,-1,X,gated_narrow_first15_0.00142
2025-08-27,2,strategy,-1,X,gated_narrow_first15_0.00174
2025-08-28,2,strategy,-1,X,gated_narrow_first15_0.00193
2025-08-29,2,strategy,-1,X,gated_narrow_first15_0.00172
2025-09-03,2,strategy,-1,X,gated_narrow_first15_0.00148
2025-09-04,2,strategy,-1,X,gated_narrow_first15_0.00158
2025-09-05,2,strategy,-1,X,gated_narrow_first15_0.00140
2025-09-08,2,strategy,-1,X,gated_narrow_first15_0.00173
2025-09-09,2,strategy,-1,X,gated_narrow_first15_0.00111
2025-09-11,3,strategy,-1,X,gated_narrow_first15_0.00162
2025-09-12,3,strategy,-1,X,gated_narrow_first15_0.00155
2025-09-15,3,strategy,-1,X,gated_narrow_first15_0.00141
2025-09-16,3,strategy,-1,X,gated_narrow_first15_0.00188
2025-09-17,3,strategy,-1,X,gated_narrow_first15_0.00115
2025-09-22,3,strategy,-1,X,gated_narrow_first15_0.00128
2025-09-23,3,strategy,-1,X,gated_narrow_first15_0.00113
2025-09-24,3,strategy,-1,X,gated_narrow_first15_0.00189
2025-09-29,3,strategy,-1,X,gated_narrow_first15_0.00155
2025-09-30,3,strategy,-1,X,gated_narrow_first15_0.00174
2025-10-07,3,strategy,-1,X,gated_narrow_first15_0.00124
2025-10-08,3,strategy,-1,X,gated_narrow_first15_0.00180
2025-10-15,3,strategy,-1,X,gated_narrow_first15_0.00175
2025-10-16,3,strategy,-1,X,gated_narrow_first15_0.00179
2025-10-21,3,strategy,-1,X,gated_narrow_first15_0.00184
2025-10-27,3,strategy,-1,X,gated_narrow_first15_0.00180
2025-10-29,3,strategy,-1,X,gated_narrow_first15_0.00151
2025-11-05,3,strategy,-1,X,gated_narrow_first15_0.00161
2025-11-11,3,strategy,-1,X,gated_narrow_first15_0.00135
2025-11-12,3,strategy,-1,X,gated_narrow_first15_0.00170
2025-11-26,3,strategy,-1,X,gated_narrow_first15_0.00176
2025-11-28,3,strategy,-1,X,gated_narrow_first15_0.00195
2025-12-02,3,strategy,-1,X,gated_narrow_first15_0.00191
2025-12-05,4,strategy,-1,X,gated_narrow_first15_0.00180
2025-12-09,4,strategy,-1,X,gated_narrow_first15_0.00192
2025-12-12,4,strategy,-1,X,gated_narrow_first15_0.00189
2025-12-24,4,strategy,-1,X,gated_narrow_first15_0.00149
2025-12-26,4,strategy,-1,X,gated_narrow_first15_0.00178
2025-12-30,4,strategy,-1,X,gated_narrow_first15_0.00107
2026-01-05,4,strategy,-1,X,gated_narrow_first15_0.00161
2026-01-06,4,strategy,-1,X,gated_narrow_first15_0.00131
2026-01-07,4,strategy,-1,X,gated_narrow_first15_0.00172
2026-01-13,4,strategy,-1,X,gated_narrow_first15_0.00158
2026-01-15,4,strategy,-1,X,gated_narrow_first15_0.00164
2026-01-16,4,strategy,-1,X,gated_narrow_first15_0.00183
2026-01-27,4,strategy,-1,X,gated_narrow_first15_0.00152
2026-01-28,4,strategy,-1,X,gated_narrow_first15_0.00115
